|dates|Garfield_Utah_UnitedStates.JHU_ConfirmedCases.data|Garfield_Utah_UnitedStates.JHU_ConfirmedCases.missing|Garfield_Utah_UnitedStates.NYT_ConfirmedCases.data|Garfield_Utah_UnitedStates.NYT_ConfirmedCases.missing|Garfield_Utah_UnitedStates.JHU_ConfirmedDeaths.data|Garfield_Utah_UnitedStates.JHU_ConfirmedDeaths.missing|Garfield_Utah_UnitedStates.JHU_ConfirmedRecoveries.data|Garfield_Utah_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-19|1.0|0|699.0|0|0.0|0|0.0|100
0|2021-11-20|1.0|0|699.0|0|0.0|0|0.0|100
0|2021-11-21|1.0|0|699.0|0|0.0|0|0.0|100
0|2021-11-22|1.0|0|699.0|0|0.0|0|0.0|100
0|2021-11-23|1.0|0|701.0|0|0.0|0|0.0|100
0|2021-11-24|1.0|0|702.0|0|0.0|0|0.0|100
0|2021-11-25|1.0|0|702.0|0|0.0|0|0.0|100
0|2021-11-26|1.0|0|702.0|0|0.0|0|0.0|100
0|2021-11-27|1.0|0|702.0|0|0.0|0|0.0|100
0|2021-11-28|1.0|0|702.0|0|0.0|0|0.0|100
0|2021-11-29|1.0|0|702.0|0|0.0|0|0.0|100
0|2021-11-30|1.0|0|703.0|0|0.0|0|0.0|100
0|2021-12-01|1.0|0|703.0|0|0.0|0|0.0|100
0|2021-12-02|1.0|0|709.0|0|0.0|0|0.0|100
0|2021-12-03|1.0|0|710.0|0|0.0|0|0.0|100
0|2021-12-04|1.0|0|710.0|0|0.0|0|0.0|100
0|2021-12-05|1.0|0|710.0|0|0.0|0|0.0|100
0|2021-12-06|1.0|0|710.0|0|0.0|0|0.0|100
0|2021-12-07|1.0|0|715.0|0|0.0|0|0.0|100
0|2021-12-08|1.0|0|716.0|0|0.0|0|0.0|100
0|2021-12-09|1.0|0|717.0|0|0.0|0|0.0|100
0|2021-12-10|1.0|0|718.0|0|0.0|0|0.0|100
0|2021-12-11|1.0|0|718.0|0|0.0|0|0.0|100
0|2021-12-12|1.0|0|718.0|0|0.0|0|0.0|100
0|2021-12-13|1.0|0|725.0|0|0.0|0|0.0|100
0|2021-12-14|1.0|0|726.0|0|0.0|0|0.0|100
0|2021-12-15|1.0|0|726.0|0|0.0|0|0.0|100
0|2021-12-16|1.0|0|729.0|0|0.0|0|0.0|100
0|2021-12-17|1.0|0|729.0|0|0.0|0|0.0|100
0|2021-12-18|1.0|0|729.0|0|0.0|0|0.0|100
0|2021-12-19|1.0|0|729.0|0|0.0|0|0.0|100
0|2021-12-20|1.0|0|731.0|0|0.0|0|0.0|100
0|2021-12-21|1.0|0|733.0|0|0.0|0|0.0|100
0|2021-12-22|1.0|0|734.0|0|0.0|0|0.0|100
0|2021-12-23|1.0|0|734.0|0|0.0|0|0.0|100
0|2021-12-24|1.0|0|734.0|0|0.0|0|0.0|100
0|2021-12-25|1.0|0|734.0|0|0.0|0|0.0|100
0|2021-12-26|1.0|0|734.0|0|0.0|0|0.0|100
0|2021-12-27|1.0|0|736.0|0|0.0|0|0.0|100
0|2021-12-28|1.0|0|737.0|0|0.0|0|0.0|100
0|2021-12-29|1.0|0|739.0|0|0.0|0|0.0|100
0|2021-12-30|1.0|0|739.0|0|0.0|0|0.0|100
0|2021-12-31|1.0|0|742.0|0|0.0|0|0.0|100
0|2022-01-01|1.0|0|742.0|0|0.0|0|0.0|100
0|2022-01-02|1.0|0|742.0|0|0.0|0|0.0|100
0|2022-01-03|1.0|0|746.0|0|0.0|0|0.0|100
0|2022-01-04|1.0|0|746.0|0|0.0|0|0.0|100
0|2022-01-05|1.0|0|746.0|0|0.0|0|0.0|100
0|2022-01-06|1.0|0|754.0|0|0.0|0|0.0|100
0|2022-01-07|1.0|0|758.0|0|0.0|0|0.0|100
0|2022-01-08|1.0|0|758.0|0|0.0|0|0.0|100
0|2022-01-09|1.0|0|758.0|0|0.0|0|0.0|100
0|2022-01-10|1.0|0|758.0|0|0.0|0|0.0|100
0|2022-01-11|1.0|0|764.0|0|0.0|0|0.0|100
0|2022-01-12|1.0|0|764.0|0|0.0|0|0.0|100
0|2022-01-13|1.0|0|787.0|0|0.0|0|0.0|100
0|2022-01-14|1.0|0|794.0|0|0.0|0|0.0|100
0|2022-01-15|1.0|0|794.0|0|0.0|0|0.0|100
0|2022-01-16|1.0|0|794.0|0|0.0|0|0.0|100
0|2022-01-17|1.0|0|0.0|100|0.0|0|0.0|100
