|dates|Perry_Ohio_UnitedStates.JHU_ConfirmedCases.data|Perry_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Perry_Ohio_UnitedStates.NYT_ConfirmedCases.data|Perry_Ohio_UnitedStates.NYT_ConfirmedCases.missing|Perry_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Perry_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Perry_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Perry_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-05|5705.0|0|5705.0|0|79.0|0|0.0|100
0|2021-12-06|5712.0|0|5712.0|0|79.0|0|0.0|100
0|2021-12-07|5734.0|0|5734.0|0|81.0|0|0.0|100
0|2021-12-08|5755.0|0|5755.0|0|81.0|0|0.0|100
0|2021-12-09|5774.0|0|5774.0|0|81.0|0|0.0|100
0|2021-12-10|5782.0|0|5782.0|0|82.0|0|0.0|100
0|2021-12-11|5806.0|0|5806.0|0|82.0|0|0.0|100
0|2021-12-12|5828.0|0|5828.0|0|82.0|0|0.0|100
0|2021-12-13|5840.0|0|5840.0|0|82.0|0|0.0|100
0|2021-12-14|5840.0|0|5858.0|0|82.0|0|0.0|100
0|2021-12-15|5894.0|0|5894.0|0|85.0|0|0.0|100
0|2021-12-16|5916.0|0|5916.0|0|85.0|0|0.0|100
0|2021-12-17|5948.0|0|5948.0|0|87.0|0|0.0|100
0|2021-12-18|5967.0|0|5967.0|0|87.0|0|0.0|100
0|2021-12-19|5980.0|0|5980.0|0|87.0|0|0.0|100
0|2021-12-20|5986.0|0|5986.0|0|87.0|0|0.0|100
0|2021-12-21|6012.0|0|6012.0|0|89.0|0|0.0|100
0|2021-12-22|6037.0|0|6037.0|0|89.0|0|0.0|100
0|2021-12-23|6067.0|0|6067.0|0|89.0|0|0.0|100
0|2021-12-24|6093.0|0|6093.0|0|90.0|0|0.0|100
0|2021-12-25|6093.0|0|6093.0|0|90.0|0|0.0|100
0|2021-12-26|6136.0|0|6136.0|0|90.0|0|0.0|100
0|2021-12-27|6148.0|0|6148.0|0|90.0|0|0.0|100
0|2021-12-28|6179.0|0|6179.0|0|90.0|0|0.0|100
0|2021-12-29|6204.0|0|6204.0|0|90.0|0|0.0|100
0|2021-12-30|6222.0|0|6222.0|0|90.0|0|0.0|100
0|2021-12-31|6252.0|0|6252.0|0|92.0|0|0.0|100
0|2022-01-01|6252.0|0|6252.0|0|92.0|0|0.0|100
0|2022-01-02|6331.0|0|6331.0|0|92.0|0|0.0|100
0|2022-01-03|6363.0|0|6363.0|0|92.0|0|0.0|100
0|2022-01-04|6399.0|0|6399.0|0|94.0|0|0.0|100
0|2022-01-05|6448.0|0|6448.0|0|94.0|0|0.0|100
0|2022-01-06|6521.0|0|6521.0|0|94.0|0|0.0|100
0|2022-01-07|6542.0|0|6542.0|0|95.0|0|0.0|100
0|2022-01-08|6589.0|0|6589.0|0|95.0|0|0.0|100
0|2022-01-09|6645.0|0|6645.0|0|95.0|0|0.0|100
0|2022-01-10|6664.0|0|6664.0|0|95.0|0|0.0|100
0|2022-01-11|6700.0|0|6700.0|0|96.0|0|0.0|100
0|2022-01-12|6730.0|0|6730.0|0|96.0|0|0.0|100
0|2022-01-13|6730.0|0|6774.0|0|96.0|0|0.0|100
0|2022-01-14|6877.0|0|6877.0|0|98.0|0|0.0|100
0|2022-01-15|7010.0|0|7010.0|0|98.0|0|0.0|100
0|2022-01-16|7094.0|0|7094.0|0|98.0|0|0.0|100
0|2022-01-17|7145.0|0|0.0|100|98.0|0|0.0|100
