|dates|Tompkins_NewYork_UnitedStates.JHU_ConfirmedCases.data|Tompkins_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Tompkins_NewYork_UnitedStates.NYT_ConfirmedCases.data|Tompkins_NewYork_UnitedStates.NYT_ConfirmedCases.missing|Tompkins_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Tompkins_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Tompkins_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Tompkins_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-16|9234.0|0|9234.0|0|67.0|0|0.0|100
0|2021-12-17|9550.0|0|9550.0|0|67.0|0|0.0|100
0|2021-12-18|9765.0|0|9765.0|0|67.0|0|0.0|100
0|2021-12-19|10321.0|0|10321.0|0|67.0|0|0.0|100
0|2021-12-20|10343.0|0|10343.0|0|69.0|0|0.0|100
0|2021-12-21|10469.0|0|10469.0|0|69.0|0|0.0|100
0|2021-12-22|10511.0|0|10511.0|0|70.0|0|0.0|100
0|2021-12-23|10694.0|0|10694.0|0|70.0|0|0.0|100
0|2021-12-24|10812.0|0|10812.0|0|70.0|0|0.0|100
0|2021-12-25|10812.0|0|10812.0|0|70.0|0|0.0|100
0|2021-12-26|10997.0|0|10997.0|0|70.0|0|0.0|100
0|2021-12-27|11010.0|0|11010.0|0|70.0|0|0.0|100
0|2021-12-28|11030.0|0|11030.0|0|70.0|0|0.0|100
0|2021-12-29|11134.0|0|11134.0|0|71.0|0|0.0|100
0|2021-12-30|11325.0|0|11325.0|0|71.0|0|0.0|100
0|2021-12-31|11545.0|0|11545.0|0|71.0|0|0.0|100
0|2022-01-01|11545.0|0|11711.0|0|71.0|0|0.0|100
0|2022-01-02|11545.0|0|11888.0|0|71.0|0|0.0|100
0|2022-01-03|11932.0|0|11932.0|0|72.0|0|0.0|100
0|2022-01-04|11963.0|0|11963.0|0|72.0|0|0.0|100
0|2022-01-05|12168.0|0|12168.0|0|73.0|0|0.0|100
0|2022-01-06|12531.0|0|12531.0|0|73.0|0|0.0|100
0|2022-01-07|12813.0|0|12813.0|0|73.0|0|0.0|100
0|2022-01-08|13097.0|0|13097.0|0|74.0|0|0.0|100
0|2022-01-09|13387.0|0|13387.0|0|74.0|0|0.0|100
0|2022-01-10|13432.0|0|13432.0|0|74.0|0|0.0|100
0|2022-01-11|13502.0|0|13502.0|0|74.0|0|0.0|100
0|2022-01-12|13721.0|0|13721.0|0|74.0|0|0.0|100
0|2022-01-13|13721.0|0|14013.0|0|74.0|0|0.0|100
0|2022-01-14|14223.0|0|14223.0|0|74.0|0|0.0|100
0|2022-01-15|14460.0|0|14460.0|0|74.0|0|0.0|100
0|2022-01-16|14695.0|0|14695.0|0|74.0|0|0.0|100
0|2022-01-17|14770.0|0|0.0|100|74.0|0|0.0|100
