|dates|Sandoval_NewMexico_UnitedStates.JHU_ConfirmedCases.data|Sandoval_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|Sandoval_NewMexico_UnitedStates.NYT_ConfirmedCases.data|Sandoval_NewMexico_UnitedStates.NYT_ConfirmedCases.missing|Sandoval_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|Sandoval_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|Sandoval_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|Sandoval_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-27|18284.0|0|18284.0|0|286.0|0|0.0|100
0|2021-11-28|18284.0|0|18284.0|0|286.0|0|0.0|100
0|2021-11-29|18671.0|0|18671.0|0|289.0|0|0.0|100
0|2021-11-30|18788.0|0|18788.0|0|289.0|0|0.0|100
0|2021-12-01|18896.0|0|18896.0|0|289.0|0|0.0|100
0|2021-12-02|19033.0|0|19033.0|0|289.0|0|0.0|100
0|2021-12-03|19190.0|0|19112.0|0|291.0|0|0.0|100
0|2021-12-04|19190.0|0|19190.0|0|291.0|0|0.0|100
0|2021-12-05|19190.0|0|19190.0|0|291.0|0|0.0|100
0|2021-12-06|19409.0|0|19409.0|0|291.0|0|0.0|100
0|2021-12-07|19517.0|0|19517.0|0|291.0|0|0.0|100
0|2021-12-08|19615.0|0|19615.0|0|291.0|0|0.0|100
0|2021-12-09|19730.0|0|19730.0|0|291.0|0|0.0|100
0|2021-12-10|19796.0|0|19763.0|0|291.0|0|0.0|100
0|2021-12-11|19796.0|0|19796.0|0|291.0|0|0.0|100
0|2021-12-12|19796.0|0|19796.0|0|291.0|0|0.0|100
0|2021-12-13|19983.0|0|19983.0|0|291.0|0|0.0|100
0|2021-12-14|19983.0|0|20041.0|0|291.0|0|0.0|100
0|2021-12-15|20135.0|0|20135.0|0|292.0|0|0.0|100
0|2021-12-16|20135.0|0|20172.0|0|292.0|0|0.0|100
0|2021-12-17|20267.0|0|20209.0|0|298.0|0|0.0|100
0|2021-12-18|20267.0|0|20267.0|0|298.0|0|0.0|100
0|2021-12-19|20267.0|0|20267.0|0|298.0|0|0.0|100
0|2021-12-20|20456.0|0|20456.0|0|301.0|0|0.0|100
0|2021-12-21|20530.0|0|20530.0|0|302.0|0|0.0|100
0|2021-12-22|20574.0|0|20574.0|0|307.0|0|0.0|100
0|2021-12-23|20661.0|0|20661.0|0|310.0|0|0.0|100
0|2021-12-24|20661.0|0|20661.0|0|310.0|0|0.0|100
0|2021-12-25|20661.0|0|20661.0|0|310.0|0|0.0|100
0|2021-12-26|20661.0|0|20661.0|0|310.0|0|0.0|100
0|2021-12-27|20882.0|0|20882.0|0|310.0|0|0.0|100
0|2021-12-28|20972.0|0|20972.0|0|311.0|0|0.0|100
0|2021-12-29|21048.0|0|21048.0|0|311.0|0|0.0|100
0|2021-12-30|21183.0|0|21183.0|0|311.0|0|0.0|100
0|2021-12-31|21183.0|0|21183.0|0|311.0|0|0.0|100
0|2022-01-01|21183.0|0|21183.0|0|311.0|0|0.0|100
0|2022-01-02|21183.0|0|21183.0|0|311.0|0|0.0|100
0|2022-01-03|21701.0|0|21701.0|0|311.0|0|0.0|100
0|2022-01-04|21798.0|0|21798.0|0|313.0|0|0.0|100
0|2022-01-05|21980.0|0|21980.0|0|314.0|0|0.0|100
0|2022-01-06|22251.0|0|22251.0|0|314.0|0|0.0|100
0|2022-01-07|22547.0|0|22547.0|0|314.0|0|0.0|100
0|2022-01-08|22547.0|0|22547.0|0|314.0|0|0.0|100
0|2022-01-09|22547.0|0|22547.0|0|314.0|0|0.0|100
0|2022-01-10|23146.0|0|23146.0|0|316.0|0|0.0|100
0|2022-01-11|23366.0|0|23366.0|0|317.0|0|0.0|100
0|2022-01-12|23793.0|0|23793.0|0|321.0|0|0.0|100
0|2022-01-13|23793.0|0|24148.0|0|321.0|0|0.0|100
0|2022-01-14|24490.0|0|24490.0|0|325.0|0|0.0|100
0|2022-01-15|24490.0|0|24490.0|0|325.0|0|0.0|100
0|2022-01-16|24490.0|0|24490.0|0|325.0|0|0.0|100
0|2022-01-17|24490.0|0|0.0|100|325.0|0|0.0|100
