|dates|GoldenValley_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|GoldenValley_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|GoldenValley_Montana_UnitedStates.Male_Total_Population.data|GoldenValley_Montana_UnitedStates.Male_Total_Population.missing|GoldenValley_Montana_UnitedStates.Female_Total_Population.data|GoldenValley_Montana_UnitedStates.Female_Total_Population.missing|GoldenValley_Montana_UnitedStates.MaleAndFemale_Under18_Population.data|GoldenValley_Montana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-30|224.0|0|413.0|0|413.0|0|175.0|0
0|2021-12-01|224.0|0|413.0|0|413.0|0|175.0|0
0|2021-12-02|224.0|0|413.0|0|413.0|0|175.0|0
0|2021-12-03|224.0|0|413.0|0|413.0|0|175.0|0
0|2021-12-04|224.0|0|413.0|0|413.0|0|175.0|0
0|2021-12-05|224.0|0|413.0|0|413.0|0|175.0|0
0|2021-12-06|224.0|0|413.0|0|413.0|0|175.0|0
0|2021-12-07|224.0|0|413.0|0|413.0|0|175.0|0
0|2021-12-08|224.0|0|413.0|0|413.0|0|175.0|0
0|2021-12-09|224.0|0|413.0|0|413.0|0|175.0|0
0|2021-12-10|224.0|0|413.0|0|413.0|0|175.0|0
0|2021-12-11|224.0|0|413.0|0|413.0|0|175.0|0
0|2021-12-12|224.0|0|413.0|0|413.0|0|175.0|0
0|2021-12-13|224.0|0|413.0|0|413.0|0|175.0|0
0|2021-12-14|224.0|0|413.0|0|413.0|0|175.0|0
0|2021-12-15|224.0|0|413.0|0|413.0|0|175.0|0
0|2021-12-16|224.0|0|413.0|0|413.0|0|175.0|0
0|2021-12-17|224.0|0|413.0|0|413.0|0|175.0|0
0|2021-12-18|224.0|0|413.0|0|413.0|0|175.0|0
0|2021-12-19|224.0|0|413.0|0|413.0|0|175.0|0
0|2021-12-20|224.0|0|413.0|0|413.0|0|175.0|0
0|2021-12-21|224.0|0|413.0|0|413.0|0|175.0|0
0|2021-12-22|224.0|0|413.0|0|413.0|0|175.0|0
0|2021-12-23|224.0|0|413.0|0|413.0|0|175.0|0
0|2021-12-24|224.0|0|413.0|0|413.0|0|175.0|0
0|2021-12-25|224.0|0|413.0|0|413.0|0|175.0|0
0|2021-12-26|224.0|0|413.0|0|413.0|0|175.0|0
0|2021-12-27|224.0|0|413.0|0|413.0|0|175.0|0
0|2021-12-28|224.0|0|413.0|0|413.0|0|175.0|0
0|2021-12-29|224.0|0|413.0|0|413.0|0|175.0|0
0|2021-12-30|224.0|0|413.0|0|413.0|0|175.0|0
0|2021-12-31|224.0|0|413.0|0|413.0|0|175.0|0
0|2022-01-01|224.0|0|413.0|0|413.0|0|175.0|0
0|2022-01-02|224.0|0|413.0|0|413.0|0|175.0|0
0|2022-01-03|224.0|0|413.0|0|413.0|0|175.0|0
0|2022-01-04|224.0|0|413.0|0|413.0|0|175.0|0
0|2022-01-05|224.0|0|413.0|0|413.0|0|175.0|0
0|2022-01-06|224.0|0|413.0|0|413.0|0|175.0|0
0|2022-01-07|224.0|0|413.0|0|413.0|0|175.0|0
0|2022-01-08|224.0|0|413.0|0|413.0|0|175.0|0
0|2022-01-09|224.0|0|413.0|0|413.0|0|175.0|0
0|2022-01-10|224.0|0|413.0|0|413.0|0|175.0|0
0|2022-01-11|224.0|0|413.0|0|413.0|0|175.0|0
0|2022-01-12|224.0|0|413.0|0|413.0|0|175.0|0
0|2022-01-13|224.0|0|413.0|0|413.0|0|175.0|0
0|2022-01-14|224.0|0|413.0|0|413.0|0|175.0|0
0|2022-01-15|224.0|0|413.0|0|413.0|0|175.0|0
0|2022-01-16|224.0|0|413.0|0|413.0|0|175.0|0
0|2022-01-17|224.0|0|413.0|0|413.0|0|175.0|0
