|dates|Effingham_Georgia_UnitedStates.JHU_ConfirmedCases.data|Effingham_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Effingham_Georgia_UnitedStates.NYT_ConfirmedCases.data|Effingham_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Effingham_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Effingham_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Effingham_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Effingham_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-11|9006.0|0|9048.0|0|175.0|0|0.0|100
0|2021-12-12|9006.0|0|9048.0|0|175.0|0|0.0|100
0|2021-12-13|9014.0|0|9055.0|0|175.0|0|0.0|100
0|2021-12-14|9014.0|0|9065.0|0|175.0|0|0.0|100
0|2021-12-15|9030.0|0|9071.0|0|175.0|0|0.0|100
0|2021-12-16|9036.0|0|9077.0|0|175.0|0|0.0|100
0|2021-12-17|9038.0|0|9079.0|0|175.0|0|0.0|100
0|2021-12-18|9038.0|0|9079.0|0|175.0|0|0.0|100
0|2021-12-19|9038.0|0|9079.0|0|175.0|0|0.0|100
0|2021-12-20|9049.0|0|9084.0|0|175.0|0|0.0|100
0|2021-12-21|9053.0|0|9088.0|0|175.0|0|0.0|100
0|2021-12-22|9063.0|0|9098.0|0|175.0|0|0.0|100
0|2021-12-23|9071.0|0|9106.0|0|175.0|0|0.0|100
0|2021-12-24|9081.0|0|9116.0|0|175.0|0|0.0|100
0|2021-12-25|9081.0|0|9116.0|0|175.0|0|0.0|100
0|2021-12-26|9081.0|0|9116.0|0|175.0|0|0.0|100
0|2021-12-27|9104.0|0|9138.0|0|175.0|0|0.0|100
0|2021-12-28|9117.0|0|9151.0|0|175.0|0|0.0|100
0|2021-12-29|9142.0|0|9176.0|0|175.0|0|0.0|100
0|2021-12-30|9172.0|0|9206.0|0|175.0|0|0.0|100
0|2021-12-31|9216.0|0|9250.0|0|175.0|0|0.0|100
0|2022-01-01|9216.0|0|9250.0|0|175.0|0|0.0|100
0|2022-01-02|9216.0|0|9250.0|0|175.0|0|0.0|100
0|2022-01-03|9216.0|0|9250.0|0|175.0|0|0.0|100
0|2022-01-04|9377.0|0|9411.0|0|175.0|0|0.0|100
0|2022-01-05|9423.0|0|9457.0|0|175.0|0|0.0|100
0|2022-01-06|9423.0|0|9457.0|0|175.0|0|0.0|100
0|2022-01-07|9423.0|0|9457.0|0|175.0|0|0.0|100
0|2022-01-08|9423.0|0|9457.0|0|175.0|0|0.0|100
0|2022-01-09|9423.0|0|9457.0|0|175.0|0|0.0|100
0|2022-01-10|9950.0|0|9984.0|0|175.0|0|0.0|100
0|2022-01-11|10037.0|0|10071.0|0|176.0|0|0.0|100
0|2022-01-12|10083.0|0|10117.0|0|176.0|0|0.0|100
0|2022-01-13|10083.0|0|10288.0|0|176.0|0|0.0|100
0|2022-01-14|10353.0|0|10387.0|0|177.0|0|0.0|100
0|2022-01-15|10353.0|0|10387.0|0|177.0|0|0.0|100
0|2022-01-16|10353.0|0|10387.0|0|177.0|0|0.0|100
0|2022-01-17|10600.0|0|0.0|100|177.0|0|0.0|100
