|dates|Ripley_Missouri_UnitedStates.JHU_ConfirmedCases.data|Ripley_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Ripley_Missouri_UnitedStates.NYT_ConfirmedCases.data|Ripley_Missouri_UnitedStates.NYT_ConfirmedCases.missing|Ripley_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Ripley_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Ripley_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Ripley_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-22|2139.0|0|2139.0|0|50.0|0|0.0|100
0|2021-12-23|2142.0|0|2142.0|0|51.0|0|0.0|100
0|2021-12-24|2142.0|0|2142.0|0|51.0|0|0.0|100
0|2021-12-25|2142.0|0|2142.0|0|51.0|0|0.0|100
0|2021-12-26|2142.0|0|2142.0|0|51.0|0|0.0|100
0|2021-12-27|2148.0|0|2148.0|0|51.0|0|0.0|100
0|2021-12-28|2151.0|0|2151.0|0|52.0|0|0.0|100
0|2021-12-29|2153.0|0|2153.0|0|52.0|0|0.0|100
0|2021-12-30|2160.0|0|2160.0|0|52.0|0|0.0|100
0|2021-12-31|2160.0|0|2160.0|0|52.0|0|0.0|100
0|2022-01-01|2160.0|0|2160.0|0|52.0|0|0.0|100
0|2022-01-02|2160.0|0|2160.0|0|52.0|0|0.0|100
0|2022-01-03|2160.0|0|2172.0|0|52.0|0|0.0|100
0|2022-01-04|2181.0|0|2181.0|0|52.0|0|0.0|100
0|2022-01-05|2194.0|0|2194.0|0|52.0|0|0.0|100
0|2022-01-06|2207.0|0|2207.0|0|52.0|0|0.0|100
0|2022-01-07|2213.0|0|2213.0|0|52.0|0|0.0|100
0|2022-01-08|2215.0|0|2215.0|0|52.0|0|0.0|100
0|2022-01-09|2216.0|0|2216.0|0|52.0|0|0.0|100
0|2022-01-10|2220.0|0|2220.0|0|52.0|0|0.0|100
0|2022-01-11|2239.0|0|2239.0|0|52.0|0|0.0|100
0|2022-01-12|2250.0|0|2250.0|0|52.0|0|0.0|100
0|2022-01-13|2250.0|0|2258.0|0|52.0|0|0.0|100
0|2022-01-14|2265.0|0|2265.0|0|52.0|0|0.0|100
0|2022-01-15|2289.0|0|2289.0|0|52.0|0|0.0|100
0|2022-01-16|2290.0|0|2290.0|0|52.0|0|0.0|100
0|2022-01-17|2290.0|0|0.0|100|52.0|0|0.0|100
