|dates|Cloud_Kansas_UnitedStates.JHU_ConfirmedCases.data|Cloud_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Cloud_Kansas_UnitedStates.NYT_ConfirmedCases.data|Cloud_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Cloud_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Cloud_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Cloud_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Cloud_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-26|1795.0|0|1795.0|0|30.0|0|0.0|100
0|2021-12-27|1804.0|0|1804.0|0|30.0|0|0.0|100
0|2021-12-28|1804.0|0|1804.0|0|30.0|0|0.0|100
0|2021-12-29|1822.0|0|1822.0|0|30.0|0|0.0|100
0|2021-12-30|1822.0|0|1822.0|0|30.0|0|0.0|100
0|2021-12-31|1822.0|0|1822.0|0|30.0|0|0.0|100
0|2022-01-01|1822.0|0|1822.0|0|30.0|0|0.0|100
0|2022-01-02|1822.0|0|1822.0|0|30.0|0|0.0|100
0|2022-01-03|1846.0|0|1846.0|0|30.0|0|0.0|100
0|2022-01-04|1846.0|0|1846.0|0|30.0|0|0.0|100
0|2022-01-05|1873.0|0|1873.0|0|30.0|0|0.0|100
0|2022-01-06|1873.0|0|1873.0|0|30.0|0|0.0|100
0|2022-01-07|1889.0|0|1889.0|0|34.0|0|0.0|100
0|2022-01-08|1889.0|0|1889.0|0|34.0|0|0.0|100
0|2022-01-09|1889.0|0|1889.0|0|34.0|0|0.0|100
0|2022-01-10|1899.0|0|1899.0|0|34.0|0|0.0|100
0|2022-01-11|1899.0|0|1899.0|0|34.0|0|0.0|100
0|2022-01-12|1899.0|0|1912.0|0|34.0|0|0.0|100
0|2022-01-13|1899.0|0|1925.0|0|34.0|0|0.0|100
0|2022-01-14|1956.0|0|1956.0|0|34.0|0|0.0|100
0|2022-01-15|1956.0|0|1956.0|0|34.0|0|0.0|100
0|2022-01-16|1956.0|0|1956.0|0|34.0|0|0.0|100
0|2022-01-17|1956.0|0|0.0|100|34.0|0|0.0|100
