|dates|Miami_Kansas_UnitedStates.JHU_ConfirmedCases.data|Miami_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Miami_Kansas_UnitedStates.NYT_ConfirmedCases.data|Miami_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Miami_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Miami_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Miami_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Miami_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-26|4601.0|0|4601.0|0|69.0|0|0.0|100
0|2021-11-27|4601.0|0|4601.0|0|69.0|0|0.0|100
0|2021-11-28|4601.0|0|4601.0|0|69.0|0|0.0|100
0|2021-11-29|4648.0|0|4648.0|0|69.0|0|0.0|100
0|2021-11-30|4648.0|0|4648.0|0|69.0|0|0.0|100
0|2021-12-01|4710.0|0|4710.0|0|69.0|0|0.0|100
0|2021-12-02|4710.0|0|4710.0|0|69.0|0|0.0|100
0|2021-12-03|4710.0|0|4752.0|0|69.0|0|0.0|100
0|2021-12-04|4752.0|0|4752.0|0|69.0|0|0.0|100
0|2021-12-05|4752.0|0|4752.0|0|69.0|0|0.0|100
0|2021-12-06|4787.0|0|4787.0|0|69.0|0|0.0|100
0|2021-12-07|4787.0|0|4787.0|0|69.0|0|0.0|100
0|2021-12-08|4837.0|0|4837.0|0|69.0|0|0.0|100
0|2021-12-09|4837.0|0|4837.0|0|69.0|0|0.0|100
0|2021-12-10|4884.0|0|4884.0|0|69.0|0|0.0|100
0|2021-12-11|4884.0|0|4884.0|0|69.0|0|0.0|100
0|2021-12-12|4884.0|0|4884.0|0|69.0|0|0.0|100
0|2021-12-13|4925.0|0|4925.0|0|69.0|0|0.0|100
0|2021-12-14|4925.0|0|4925.0|0|69.0|0|0.0|100
0|2021-12-15|4988.0|0|4988.0|0|69.0|0|0.0|100
0|2021-12-16|4988.0|0|4988.0|0|69.0|0|0.0|100
0|2021-12-17|5050.0|0|5050.0|0|69.0|0|0.0|100
0|2021-12-18|5050.0|0|5050.0|0|69.0|0|0.0|100
0|2021-12-19|5050.0|0|5050.0|0|69.0|0|0.0|100
0|2021-12-20|5073.0|0|5073.0|0|69.0|0|0.0|100
0|2021-12-21|5073.0|0|5073.0|0|69.0|0|0.0|100
0|2021-12-22|5146.0|0|5146.0|0|69.0|0|0.0|100
0|2021-12-23|5146.0|0|5146.0|0|69.0|0|0.0|100
0|2021-12-24|5146.0|0|5146.0|0|69.0|0|0.0|100
0|2021-12-25|5146.0|0|5146.0|0|69.0|0|0.0|100
0|2021-12-26|5146.0|0|5146.0|0|69.0|0|0.0|100
0|2021-12-27|5232.0|0|5232.0|0|69.0|0|0.0|100
0|2021-12-28|5232.0|0|5232.0|0|69.0|0|0.0|100
0|2021-12-29|5360.0|0|5360.0|0|69.0|0|0.0|100
0|2021-12-30|5360.0|0|5360.0|0|69.0|0|0.0|100
0|2021-12-31|5360.0|0|5360.0|0|69.0|0|0.0|100
0|2022-01-01|5360.0|0|5360.0|0|69.0|0|0.0|100
0|2022-01-02|5360.0|0|5360.0|0|69.0|0|0.0|100
0|2022-01-03|5498.0|0|5498.0|0|69.0|0|0.0|100
0|2022-01-04|5498.0|0|5498.0|0|69.0|0|0.0|100
0|2022-01-05|5626.0|0|5626.0|0|69.0|0|0.0|100
0|2022-01-06|5626.0|0|5626.0|0|69.0|0|0.0|100
0|2022-01-07|5769.0|0|5769.0|0|76.0|0|0.0|100
0|2022-01-08|5769.0|0|5769.0|0|76.0|0|0.0|100
0|2022-01-09|5769.0|0|5769.0|0|76.0|0|0.0|100
0|2022-01-10|5894.0|0|5894.0|0|76.0|0|0.0|100
0|2022-01-11|5894.0|0|5894.0|0|76.0|0|0.0|100
0|2022-01-12|5894.0|0|5989.0|0|76.0|0|0.0|100
0|2022-01-13|5894.0|0|6084.0|0|76.0|0|0.0|100
0|2022-01-14|6236.0|0|6236.0|0|76.0|0|0.0|100
0|2022-01-15|6236.0|0|6236.0|0|76.0|0|0.0|100
0|2022-01-16|6236.0|0|6236.0|0|76.0|0|0.0|100
0|2022-01-17|6236.0|0|0.0|100|76.0|0|0.0|100
