|dates|Tattnall_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Tattnall_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Tattnall_Georgia_UnitedStates.Male_Total_Population.data|Tattnall_Georgia_UnitedStates.Male_Total_Population.missing|Tattnall_Georgia_UnitedStates.Female_Total_Population.data|Tattnall_Georgia_UnitedStates.Female_Total_Population.missing|Tattnall_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Tattnall_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-09|3629.0|0|14640.0|0|10751.0|0|5146.0|0
0|2021-12-10|3629.0|0|14640.0|0|10751.0|0|5146.0|0
0|2021-12-11|3629.0|0|14640.0|0|10751.0|0|5146.0|0
0|2021-12-12|3629.0|0|14640.0|0|10751.0|0|5146.0|0
0|2021-12-13|3629.0|0|14640.0|0|10751.0|0|5146.0|0
0|2021-12-14|3629.0|0|14640.0|0|10751.0|0|5146.0|0
0|2021-12-15|3629.0|0|14640.0|0|10751.0|0|5146.0|0
0|2021-12-16|3629.0|0|14640.0|0|10751.0|0|5146.0|0
0|2021-12-17|3629.0|0|14640.0|0|10751.0|0|5146.0|0
0|2021-12-18|3629.0|0|14640.0|0|10751.0|0|5146.0|0
0|2021-12-19|3629.0|0|14640.0|0|10751.0|0|5146.0|0
0|2021-12-20|3629.0|0|14640.0|0|10751.0|0|5146.0|0
0|2021-12-21|3629.0|0|14640.0|0|10751.0|0|5146.0|0
0|2021-12-22|3629.0|0|14640.0|0|10751.0|0|5146.0|0
0|2021-12-23|3629.0|0|14640.0|0|10751.0|0|5146.0|0
0|2021-12-24|3629.0|0|14640.0|0|10751.0|0|5146.0|0
0|2021-12-25|3629.0|0|14640.0|0|10751.0|0|5146.0|0
0|2021-12-26|3629.0|0|14640.0|0|10751.0|0|5146.0|0
0|2021-12-27|3629.0|0|14640.0|0|10751.0|0|5146.0|0
0|2021-12-28|3629.0|0|14640.0|0|10751.0|0|5146.0|0
0|2021-12-29|3629.0|0|14640.0|0|10751.0|0|5146.0|0
0|2021-12-30|3629.0|0|14640.0|0|10751.0|0|5146.0|0
0|2021-12-31|3629.0|0|14640.0|0|10751.0|0|5146.0|0
0|2022-01-01|3629.0|0|14640.0|0|10751.0|0|5146.0|0
0|2022-01-02|3629.0|0|14640.0|0|10751.0|0|5146.0|0
0|2022-01-03|3629.0|0|14640.0|0|10751.0|0|5146.0|0
0|2022-01-04|3629.0|0|14640.0|0|10751.0|0|5146.0|0
0|2022-01-05|3629.0|0|14640.0|0|10751.0|0|5146.0|0
0|2022-01-06|3629.0|0|14640.0|0|10751.0|0|5146.0|0
0|2022-01-07|3629.0|0|14640.0|0|10751.0|0|5146.0|0
0|2022-01-08|3629.0|0|14640.0|0|10751.0|0|5146.0|0
0|2022-01-09|3629.0|0|14640.0|0|10751.0|0|5146.0|0
0|2022-01-10|3629.0|0|14640.0|0|10751.0|0|5146.0|0
0|2022-01-11|3629.0|0|14640.0|0|10751.0|0|5146.0|0
0|2022-01-12|3629.0|0|14640.0|0|10751.0|0|5146.0|0
0|2022-01-13|3629.0|0|14640.0|0|10751.0|0|5146.0|0
0|2022-01-14|3629.0|0|14640.0|0|10751.0|0|5146.0|0
0|2022-01-15|3629.0|0|14640.0|0|10751.0|0|5146.0|0
0|2022-01-16|3629.0|0|14640.0|0|10751.0|0|5146.0|0
0|2022-01-17|3629.0|0|14640.0|0|10751.0|0|5146.0|0
