|dates|Montgomery_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Montgomery_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Montgomery_Texas_UnitedStates.Male_Total_Population.data|Montgomery_Texas_UnitedStates.Male_Total_Population.missing|Montgomery_Texas_UnitedStates.Female_Total_Population.data|Montgomery_Texas_UnitedStates.Female_Total_Population.missing|Montgomery_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Montgomery_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-07|77263.0|0|292758.0|0|298167.0|0|155734.0|0
0|2021-12-08|77263.0|0|292758.0|0|298167.0|0|155734.0|0
0|2021-12-09|77263.0|0|292758.0|0|298167.0|0|155734.0|0
0|2021-12-10|77263.0|0|292758.0|0|298167.0|0|155734.0|0
0|2021-12-11|77263.0|0|292758.0|0|298167.0|0|155734.0|0
0|2021-12-12|77263.0|0|292758.0|0|298167.0|0|155734.0|0
0|2021-12-13|77263.0|0|292758.0|0|298167.0|0|155734.0|0
0|2021-12-14|77263.0|0|292758.0|0|298167.0|0|155734.0|0
0|2021-12-15|77263.0|0|292758.0|0|298167.0|0|155734.0|0
0|2021-12-16|77263.0|0|292758.0|0|298167.0|0|155734.0|0
0|2021-12-17|77263.0|0|292758.0|0|298167.0|0|155734.0|0
0|2021-12-18|77263.0|0|292758.0|0|298167.0|0|155734.0|0
0|2021-12-19|77263.0|0|292758.0|0|298167.0|0|155734.0|0
0|2021-12-20|77263.0|0|292758.0|0|298167.0|0|155734.0|0
0|2021-12-21|77263.0|0|292758.0|0|298167.0|0|155734.0|0
0|2021-12-22|77263.0|0|292758.0|0|298167.0|0|155734.0|0
0|2021-12-23|77263.0|0|292758.0|0|298167.0|0|155734.0|0
0|2021-12-24|77263.0|0|292758.0|0|298167.0|0|155734.0|0
0|2021-12-25|77263.0|0|292758.0|0|298167.0|0|155734.0|0
0|2021-12-26|77263.0|0|292758.0|0|298167.0|0|155734.0|0
0|2021-12-27|77263.0|0|292758.0|0|298167.0|0|155734.0|0
0|2021-12-28|77263.0|0|292758.0|0|298167.0|0|155734.0|0
0|2021-12-29|77263.0|0|292758.0|0|298167.0|0|155734.0|0
0|2021-12-30|77263.0|0|292758.0|0|298167.0|0|155734.0|0
0|2021-12-31|77263.0|0|292758.0|0|298167.0|0|155734.0|0
0|2022-01-01|77263.0|0|292758.0|0|298167.0|0|155734.0|0
0|2022-01-02|77263.0|0|292758.0|0|298167.0|0|155734.0|0
0|2022-01-03|77263.0|0|292758.0|0|298167.0|0|155734.0|0
0|2022-01-04|77263.0|0|292758.0|0|298167.0|0|155734.0|0
0|2022-01-05|77263.0|0|292758.0|0|298167.0|0|155734.0|0
0|2022-01-06|77263.0|0|292758.0|0|298167.0|0|155734.0|0
0|2022-01-07|77263.0|0|292758.0|0|298167.0|0|155734.0|0
0|2022-01-08|77263.0|0|292758.0|0|298167.0|0|155734.0|0
0|2022-01-09|77263.0|0|292758.0|0|298167.0|0|155734.0|0
0|2022-01-10|77263.0|0|292758.0|0|298167.0|0|155734.0|0
0|2022-01-11|77263.0|0|292758.0|0|298167.0|0|155734.0|0
0|2022-01-12|77263.0|0|292758.0|0|298167.0|0|155734.0|0
0|2022-01-13|77263.0|0|292758.0|0|298167.0|0|155734.0|0
0|2022-01-14|77263.0|0|292758.0|0|298167.0|0|155734.0|0
0|2022-01-15|77263.0|0|292758.0|0|298167.0|0|155734.0|0
0|2022-01-16|77263.0|0|292758.0|0|298167.0|0|155734.0|0
0|2022-01-17|77263.0|0|292758.0|0|298167.0|0|155734.0|0
