|dates|Washington_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Washington_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Washington_Oklahoma_UnitedStates.NYT_ConfirmedCases.data|Washington_Oklahoma_UnitedStates.NYT_ConfirmedCases.missing|Washington_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Washington_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-20|8891.0|0|8891.0|0|200.0|0|0.0|100
0|2021-12-21|8891.0|0|8891.0|0|200.0|0|0.0|100
0|2021-12-22|8956.0|0|8956.0|0|200.0|0|0.0|100
0|2021-12-23|8956.0|0|8956.0|0|210.0|0|0.0|100
0|2021-12-24|8956.0|0|8956.0|0|210.0|0|0.0|100
0|2021-12-25|8956.0|0|8956.0|0|210.0|0|0.0|100
0|2021-12-26|8956.0|0|8956.0|0|210.0|0|0.0|100
0|2021-12-27|8956.0|0|8956.0|0|210.0|0|0.0|100
0|2021-12-28|8956.0|0|8956.0|0|210.0|0|0.0|100
0|2021-12-29|9041.0|0|9041.0|0|210.0|0|0.0|100
0|2021-12-30|9041.0|0|9041.0|0|210.0|0|0.0|100
0|2021-12-31|9041.0|0|9041.0|0|210.0|0|0.0|100
0|2022-01-01|9041.0|0|9041.0|0|210.0|0|0.0|100
0|2022-01-02|9041.0|0|9041.0|0|210.0|0|0.0|100
0|2022-01-03|9041.0|0|9041.0|0|210.0|0|0.0|100
0|2022-01-04|9041.0|0|9041.0|0|210.0|0|0.0|100
0|2022-01-05|9221.0|0|9221.0|0|213.0|0|0.0|100
0|2022-01-06|9221.0|0|9221.0|0|213.0|0|0.0|100
0|2022-01-07|9221.0|0|9221.0|0|213.0|0|0.0|100
0|2022-01-08|9221.0|0|9221.0|0|213.0|0|0.0|100
0|2022-01-09|9221.0|0|9221.0|0|213.0|0|0.0|100
0|2022-01-10|9221.0|0|9221.0|0|213.0|0|0.0|100
0|2022-01-11|9221.0|0|9221.0|0|213.0|0|0.0|100
0|2022-01-12|9503.0|0|9503.0|0|215.0|0|0.0|100
0|2022-01-13|9503.0|0|9503.0|0|215.0|0|0.0|100
0|2022-01-14|9503.0|0|9503.0|0|215.0|0|0.0|100
0|2022-01-15|9503.0|0|9503.0|0|215.0|0|0.0|100
0|2022-01-16|9503.0|0|9503.0|0|215.0|0|0.0|100
0|2022-01-17|9503.0|0|0.0|100|215.0|0|0.0|100
