|dates|Union_Indiana_UnitedStates.BLS_EmployedPopulation.data|Union_Indiana_UnitedStates.BLS_EmployedPopulation.missing|Union_Indiana_UnitedStates.BLS_UnemployedPopulation.data|Union_Indiana_UnitedStates.BLS_UnemployedPopulation.missing|Union_Indiana_UnitedStates.BLS_UnemploymentRate.data|Union_Indiana_UnitedStates.BLS_UnemploymentRate.missing|Union_Indiana_UnitedStates.BLS_LaborForcePopulation.data|Union_Indiana_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-12-06|3382.0|0|99.0|0|2.8440103418557885|0|3481.0|0
0|2021-12-07|3382.0|0|99.0|0|2.8440103418557885|0|3481.0|0
0|2021-12-08|3382.0|0|99.0|0|2.8440103418557885|0|3481.0|0
0|2021-12-09|3382.0|0|99.0|0|2.8440103418557885|0|3481.0|0
0|2021-12-10|3382.0|0|99.0|0|2.8440103418557885|0|3481.0|0
0|2021-12-11|3382.0|0|99.0|0|2.8440103418557885|0|3481.0|0
0|2021-12-12|3382.0|0|99.0|0|2.8440103418557885|0|3481.0|0
0|2021-12-13|3382.0|0|99.0|0|2.8440103418557885|0|3481.0|0
0|2021-12-14|3382.0|0|99.0|0|2.8440103418557885|0|3481.0|0
0|2021-12-15|3382.0|0|99.0|0|2.8440103418557885|0|3481.0|0
0|2021-12-16|3382.0|0|99.0|0|2.8440103418557885|0|3481.0|0
0|2021-12-17|3382.0|0|99.0|0|2.8440103418557885|0|3481.0|0
0|2021-12-18|3382.0|0|99.0|0|2.8440103418557885|0|3481.0|0
0|2021-12-19|3382.0|0|99.0|0|2.8440103418557885|0|3481.0|0
0|2021-12-20|3382.0|0|99.0|0|2.8440103418557885|0|3481.0|0
0|2021-12-21|3382.0|0|99.0|0|2.8440103418557885|0|3481.0|0
0|2021-12-22|3382.0|0|99.0|0|2.8440103418557885|0|3481.0|0
0|2021-12-23|3382.0|0|99.0|0|2.8440103418557885|0|3481.0|0
0|2021-12-24|3382.0|0|99.0|0|2.8440103418557885|0|3481.0|0
0|2021-12-25|3382.0|0|99.0|0|2.8440103418557885|0|3481.0|0
0|2021-12-26|3382.0|0|99.0|0|2.8440103418557885|0|3481.0|0
0|2021-12-27|3382.0|0|99.0|0|2.8440103418557885|0|3481.0|0
0|2021-12-28|3382.0|0|99.0|0|2.8440103418557885|0|3481.0|0
0|2021-12-29|3382.0|0|99.0|0|2.8440103418557885|0|3481.0|0
0|2021-12-30|3382.0|0|99.0|0|2.8440103418557885|0|3481.0|0
0|2021-12-31|3382.0|0|99.0|0|2.8440103418557885|0|3481.0|0
0|2022-01-01|3382.0|0|99.0|0|2.8440103418557885|0|3481.0|0
0|2022-01-02|3382.0|0|99.0|0|2.8440103418557885|0|3481.0|0
0|2022-01-03|3382.0|0|99.0|0|2.8440103418557885|0|3481.0|0
0|2022-01-04|3382.0|0|99.0|0|2.8440103418557885|0|3481.0|0
0|2022-01-05|3382.0|0|99.0|0|2.8440103418557885|0|3481.0|0
0|2022-01-06|3382.0|0|99.0|0|2.8440103418557885|0|3481.0|0
0|2022-01-07|3382.0|0|99.0|0|2.8440103418557885|0|3481.0|0
0|2022-01-08|3382.0|0|99.0|0|2.8440103418557885|0|3481.0|0
0|2022-01-09|3382.0|0|99.0|0|2.8440103418557885|0|3481.0|0
0|2022-01-10|3382.0|0|99.0|0|2.8440103418557885|0|3481.0|0
0|2022-01-11|3382.0|0|99.0|0|2.8440103418557885|0|3481.0|0
0|2022-01-12|3382.0|0|99.0|0|2.8440103418557885|0|3481.0|0
0|2022-01-13|3382.0|0|99.0|0|2.8440103418557885|0|3481.0|0
0|2022-01-14|3382.0|0|99.0|0|2.8440103418557885|0|3481.0|0
0|2022-01-15|3382.0|0|99.0|0|2.8440103418557885|0|3481.0|0
0|2022-01-16|3382.0|0|99.0|0|2.8440103418557885|0|3481.0|0
0|2022-01-17|3382.0|0|99.0|0|2.8440103418557885|0|3481.0|0
