|dates|McIntosh_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|McIntosh_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|McIntosh_NorthDakota_UnitedStates.Male_Total_Population.data|McIntosh_NorthDakota_UnitedStates.Male_Total_Population.missing|McIntosh_NorthDakota_UnitedStates.Female_Total_Population.data|McIntosh_NorthDakota_UnitedStates.Female_Total_Population.missing|McIntosh_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|McIntosh_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-11|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2021-11-12|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2021-11-13|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2021-11-14|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2021-11-15|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2021-11-16|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2021-11-17|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2021-11-18|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2021-11-19|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2021-11-20|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2021-11-21|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2021-11-22|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2021-11-23|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2021-11-24|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2021-11-25|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2021-11-26|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2021-11-27|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2021-11-28|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2021-11-29|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2021-11-30|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2021-12-01|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2021-12-02|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2021-12-03|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2021-12-04|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2021-12-05|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2021-12-06|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2021-12-07|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2021-12-08|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2021-12-09|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2021-12-10|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2021-12-11|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2021-12-12|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2021-12-13|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2021-12-14|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2021-12-15|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2021-12-16|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2021-12-17|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2021-12-18|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2021-12-19|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2021-12-20|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2021-12-21|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2021-12-22|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2021-12-23|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2021-12-24|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2021-12-25|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2021-12-26|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2021-12-27|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2021-12-28|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2021-12-29|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2021-12-30|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2021-12-31|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2022-01-01|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2022-01-02|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2022-01-03|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2022-01-04|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2022-01-05|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2022-01-06|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2022-01-07|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2022-01-08|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2022-01-09|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2022-01-10|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2022-01-11|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2022-01-12|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2022-01-13|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2022-01-14|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2022-01-15|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2022-01-16|793.0|0|1261.0|0|1324.0|0|483.0|0
0|2022-01-17|793.0|0|1261.0|0|1324.0|0|483.0|0
