|dates|Dundy_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Dundy_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Dundy_Nebraska_UnitedStates.Male_Total_Population.data|Dundy_Nebraska_UnitedStates.Male_Total_Population.missing|Dundy_Nebraska_UnitedStates.Female_Total_Population.data|Dundy_Nebraska_UnitedStates.Female_Total_Population.missing|Dundy_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Dundy_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-11|447.0|0|885.0|0|885.0|0|339.0|0
0|2021-11-12|447.0|0|885.0|0|885.0|0|339.0|0
0|2021-11-13|447.0|0|885.0|0|885.0|0|339.0|0
0|2021-11-14|447.0|0|885.0|0|885.0|0|339.0|0
0|2021-11-15|447.0|0|885.0|0|885.0|0|339.0|0
0|2021-11-16|447.0|0|885.0|0|885.0|0|339.0|0
0|2021-11-17|447.0|0|885.0|0|885.0|0|339.0|0
0|2021-11-18|447.0|0|885.0|0|885.0|0|339.0|0
0|2021-11-19|447.0|0|885.0|0|885.0|0|339.0|0
0|2021-11-20|447.0|0|885.0|0|885.0|0|339.0|0
0|2021-11-21|447.0|0|885.0|0|885.0|0|339.0|0
0|2021-11-22|447.0|0|885.0|0|885.0|0|339.0|0
0|2021-11-23|447.0|0|885.0|0|885.0|0|339.0|0
0|2021-11-24|447.0|0|885.0|0|885.0|0|339.0|0
0|2021-11-25|447.0|0|885.0|0|885.0|0|339.0|0
0|2021-11-26|447.0|0|885.0|0|885.0|0|339.0|0
0|2021-11-27|447.0|0|885.0|0|885.0|0|339.0|0
0|2021-11-28|447.0|0|885.0|0|885.0|0|339.0|0
0|2021-11-29|447.0|0|885.0|0|885.0|0|339.0|0
0|2021-11-30|447.0|0|885.0|0|885.0|0|339.0|0
0|2021-12-01|447.0|0|885.0|0|885.0|0|339.0|0
0|2021-12-02|447.0|0|885.0|0|885.0|0|339.0|0
0|2021-12-03|447.0|0|885.0|0|885.0|0|339.0|0
0|2021-12-04|447.0|0|885.0|0|885.0|0|339.0|0
0|2021-12-05|447.0|0|885.0|0|885.0|0|339.0|0
0|2021-12-06|447.0|0|885.0|0|885.0|0|339.0|0
0|2021-12-07|447.0|0|885.0|0|885.0|0|339.0|0
0|2021-12-08|447.0|0|885.0|0|885.0|0|339.0|0
0|2021-12-09|447.0|0|885.0|0|885.0|0|339.0|0
0|2021-12-10|447.0|0|885.0|0|885.0|0|339.0|0
0|2021-12-11|447.0|0|885.0|0|885.0|0|339.0|0
0|2021-12-12|447.0|0|885.0|0|885.0|0|339.0|0
0|2021-12-13|447.0|0|885.0|0|885.0|0|339.0|0
0|2021-12-14|447.0|0|885.0|0|885.0|0|339.0|0
0|2021-12-15|447.0|0|885.0|0|885.0|0|339.0|0
0|2021-12-16|447.0|0|885.0|0|885.0|0|339.0|0
0|2021-12-17|447.0|0|885.0|0|885.0|0|339.0|0
0|2021-12-18|447.0|0|885.0|0|885.0|0|339.0|0
0|2021-12-19|447.0|0|885.0|0|885.0|0|339.0|0
0|2021-12-20|447.0|0|885.0|0|885.0|0|339.0|0
0|2021-12-21|447.0|0|885.0|0|885.0|0|339.0|0
0|2021-12-22|447.0|0|885.0|0|885.0|0|339.0|0
0|2021-12-23|447.0|0|885.0|0|885.0|0|339.0|0
0|2021-12-24|447.0|0|885.0|0|885.0|0|339.0|0
0|2021-12-25|447.0|0|885.0|0|885.0|0|339.0|0
0|2021-12-26|447.0|0|885.0|0|885.0|0|339.0|0
0|2021-12-27|447.0|0|885.0|0|885.0|0|339.0|0
0|2021-12-28|447.0|0|885.0|0|885.0|0|339.0|0
0|2021-12-29|447.0|0|885.0|0|885.0|0|339.0|0
0|2021-12-30|447.0|0|885.0|0|885.0|0|339.0|0
0|2021-12-31|447.0|0|885.0|0|885.0|0|339.0|0
0|2022-01-01|447.0|0|885.0|0|885.0|0|339.0|0
0|2022-01-02|447.0|0|885.0|0|885.0|0|339.0|0
0|2022-01-03|447.0|0|885.0|0|885.0|0|339.0|0
0|2022-01-04|447.0|0|885.0|0|885.0|0|339.0|0
0|2022-01-05|447.0|0|885.0|0|885.0|0|339.0|0
0|2022-01-06|447.0|0|885.0|0|885.0|0|339.0|0
0|2022-01-07|447.0|0|885.0|0|885.0|0|339.0|0
0|2022-01-08|447.0|0|885.0|0|885.0|0|339.0|0
0|2022-01-09|447.0|0|885.0|0|885.0|0|339.0|0
0|2022-01-10|447.0|0|885.0|0|885.0|0|339.0|0
0|2022-01-11|447.0|0|885.0|0|885.0|0|339.0|0
0|2022-01-12|447.0|0|885.0|0|885.0|0|339.0|0
0|2022-01-13|447.0|0|885.0|0|885.0|0|339.0|0
0|2022-01-14|447.0|0|885.0|0|885.0|0|339.0|0
0|2022-01-15|447.0|0|885.0|0|885.0|0|339.0|0
0|2022-01-16|447.0|0|885.0|0|885.0|0|339.0|0
0|2022-01-17|447.0|0|885.0|0|885.0|0|339.0|0
