|dates|Montgomery_Alabama_UnitedStates.JHU_ConfirmedCases.data|Montgomery_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Montgomery_Alabama_UnitedStates.NYT_ConfirmedCases.data|Montgomery_Alabama_UnitedStates.NYT_ConfirmedCases.missing|Montgomery_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Montgomery_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Montgomery_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Montgomery_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-28|34483.0|0|34483.0|0|781.0|0|0.0|100
0|2021-11-29|34492.0|0|34492.0|0|781.0|0|0.0|100
0|2021-11-30|34492.0|0|34492.0|0|781.0|0|0.0|100
0|2021-12-01|34509.0|0|34509.0|0|781.0|0|0.0|100
0|2021-12-02|34535.0|0|34535.0|0|782.0|0|0.0|100
0|2021-12-03|34571.0|0|34571.0|0|782.0|0|0.0|100
0|2021-12-04|34562.0|0|34562.0|0|782.0|0|0.0|100
0|2021-12-05|34570.0|0|34570.0|0|782.0|0|0.0|100
0|2021-12-06|34573.0|0|34573.0|0|782.0|0|0.0|100
0|2021-12-07|34599.0|0|34599.0|0|784.0|0|0.0|100
0|2021-12-08|34620.0|0|34620.0|0|784.0|0|0.0|100
0|2021-12-09|34616.0|0|34616.0|0|784.0|0|0.0|100
0|2021-12-10|34642.0|0|34642.0|0|787.0|0|0.0|100
0|2021-12-11|34669.0|0|34669.0|0|788.0|0|0.0|100
0|2021-12-12|34683.0|0|34683.0|0|788.0|0|0.0|100
0|2021-12-13|34691.0|0|34691.0|0|788.0|0|0.0|100
0|2021-12-14|34691.0|0|34806.0|0|788.0|0|0.0|100
0|2021-12-15|34833.0|0|34833.0|0|789.0|0|0.0|100
0|2021-12-16|34875.0|0|34875.0|0|789.0|0|0.0|100
0|2021-12-17|34910.0|0|34910.0|0|789.0|0|0.0|100
0|2021-12-18|34946.0|0|34946.0|0|789.0|0|0.0|100
0|2021-12-19|34971.0|0|34971.0|0|789.0|0|0.0|100
0|2021-12-20|35009.0|0|35009.0|0|789.0|0|0.0|100
0|2021-12-21|35080.0|0|35080.0|0|790.0|0|0.0|100
0|2021-12-22|35172.0|0|35172.0|0|790.0|0|0.0|100
0|2021-12-23|35313.0|0|35313.0|0|790.0|0|0.0|100
0|2021-12-24|35526.0|0|35526.0|0|791.0|0|0.0|100
0|2021-12-25|35701.0|0|35701.0|0|791.0|0|0.0|100
0|2021-12-26|35791.0|0|35791.0|0|791.0|0|0.0|100
0|2021-12-27|35898.0|0|35898.0|0|791.0|0|0.0|100
0|2021-12-28|36246.0|0|36246.0|0|793.0|0|0.0|100
0|2021-12-29|36797.0|0|36797.0|0|796.0|0|0.0|100
0|2021-12-30|37329.0|0|37329.0|0|796.0|0|0.0|100
0|2021-12-31|37879.0|0|37879.0|0|796.0|0|0.0|100
0|2022-01-01|37879.0|0|37879.0|0|796.0|0|0.0|100
0|2022-01-02|38740.0|0|38740.0|0|796.0|0|0.0|100
0|2022-01-03|39026.0|0|39026.0|0|796.0|0|0.0|100
0|2022-01-04|39694.0|0|39694.0|0|798.0|0|0.0|100
0|2022-01-05|40450.0|0|40450.0|0|799.0|0|0.0|100
0|2022-01-06|41275.0|0|41275.0|0|800.0|0|0.0|100
0|2022-01-07|42212.0|0|42212.0|0|802.0|0|0.0|100
0|2022-01-08|42763.0|0|42763.0|0|802.0|0|0.0|100
0|2022-01-09|43360.0|0|43360.0|0|802.0|0|0.0|100
0|2022-01-10|43660.0|0|43660.0|0|802.0|0|0.0|100
0|2022-01-11|44072.0|0|44072.0|0|803.0|0|0.0|100
0|2022-01-12|44560.0|0|44560.0|0|804.0|0|0.0|100
0|2022-01-13|44560.0|0|44560.0|0|804.0|0|0.0|100
0|2022-01-14|44560.0|0|44560.0|0|804.0|0|0.0|100
0|2022-01-15|44560.0|0|44560.0|0|804.0|0|0.0|100
0|2022-01-16|46247.0|0|46247.0|0|807.0|0|0.0|100
0|2022-01-17|46591.0|0|0.0|100|807.0|0|0.0|100
