|dates|Stafford_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Stafford_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Stafford_Kansas_UnitedStates.Male_Total_Population.data|Stafford_Kansas_UnitedStates.Male_Total_Population.missing|Stafford_Kansas_UnitedStates.Female_Total_Population.data|Stafford_Kansas_UnitedStates.Female_Total_Population.missing|Stafford_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Stafford_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-09|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2021-11-10|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2021-11-11|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2021-11-12|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2021-11-13|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2021-11-14|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2021-11-15|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2021-11-16|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2021-11-17|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2021-11-18|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2021-11-19|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2021-11-20|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2021-11-21|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2021-11-22|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2021-11-23|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2021-11-24|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2021-11-25|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2021-11-26|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2021-11-27|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2021-11-28|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2021-11-29|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2021-11-30|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2021-12-01|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2021-12-02|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2021-12-03|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2021-12-04|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2021-12-05|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2021-12-06|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2021-12-07|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2021-12-08|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2021-12-09|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2021-12-10|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2021-12-11|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2021-12-12|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2021-12-13|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2021-12-14|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2021-12-15|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2021-12-16|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2021-12-17|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2021-12-18|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2021-12-19|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2021-12-20|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2021-12-21|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2021-12-22|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2021-12-23|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2021-12-24|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2021-12-25|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2021-12-26|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2021-12-27|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2021-12-28|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2021-12-29|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2021-12-30|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2021-12-31|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2022-01-01|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2022-01-02|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2022-01-03|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2022-01-04|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2022-01-05|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2022-01-06|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2022-01-07|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2022-01-08|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2022-01-09|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2022-01-10|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2022-01-11|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2022-01-12|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2022-01-13|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2022-01-14|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2022-01-15|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2022-01-16|927.0|0|2121.0|0|2057.0|0|979.0|0
0|2022-01-17|927.0|0|2121.0|0|2057.0|0|979.0|0
