|dates|Lake_Tennessee_UnitedStates.BLS_EmployedPopulation.data|Lake_Tennessee_UnitedStates.BLS_EmployedPopulation.missing|Lake_Tennessee_UnitedStates.BLS_UnemployedPopulation.data|Lake_Tennessee_UnitedStates.BLS_UnemployedPopulation.missing|Lake_Tennessee_UnitedStates.BLS_UnemploymentRate.data|Lake_Tennessee_UnitedStates.BLS_UnemploymentRate.missing|Lake_Tennessee_UnitedStates.BLS_LaborForcePopulation.data|Lake_Tennessee_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-12-12|1562.0|0|105.0|0|6.29874025194961|0|1667.0|0
0|2021-12-13|1562.0|0|105.0|0|6.29874025194961|0|1667.0|0
0|2021-12-14|1562.0|0|105.0|0|6.29874025194961|0|1667.0|0
0|2021-12-15|1562.0|0|105.0|0|6.29874025194961|0|1667.0|0
0|2021-12-16|1562.0|0|105.0|0|6.29874025194961|0|1667.0|0
0|2021-12-17|1562.0|0|105.0|0|6.29874025194961|0|1667.0|0
0|2021-12-18|1562.0|0|105.0|0|6.29874025194961|0|1667.0|0
0|2021-12-19|1562.0|0|105.0|0|6.29874025194961|0|1667.0|0
0|2021-12-20|1562.0|0|105.0|0|6.29874025194961|0|1667.0|0
0|2021-12-21|1562.0|0|105.0|0|6.29874025194961|0|1667.0|0
0|2021-12-22|1562.0|0|105.0|0|6.29874025194961|0|1667.0|0
0|2021-12-23|1562.0|0|105.0|0|6.29874025194961|0|1667.0|0
0|2021-12-24|1562.0|0|105.0|0|6.29874025194961|0|1667.0|0
0|2021-12-25|1562.0|0|105.0|0|6.29874025194961|0|1667.0|0
0|2021-12-26|1562.0|0|105.0|0|6.29874025194961|0|1667.0|0
0|2021-12-27|1562.0|0|105.0|0|6.29874025194961|0|1667.0|0
0|2021-12-28|1562.0|0|105.0|0|6.29874025194961|0|1667.0|0
0|2021-12-29|1562.0|0|105.0|0|6.29874025194961|0|1667.0|0
0|2021-12-30|1562.0|0|105.0|0|6.29874025194961|0|1667.0|0
0|2021-12-31|1562.0|0|105.0|0|6.29874025194961|0|1667.0|0
0|2022-01-01|1562.0|0|105.0|0|6.29874025194961|0|1667.0|0
0|2022-01-02|1562.0|0|105.0|0|6.29874025194961|0|1667.0|0
0|2022-01-03|1562.0|0|105.0|0|6.29874025194961|0|1667.0|0
0|2022-01-04|1562.0|0|105.0|0|6.29874025194961|0|1667.0|0
0|2022-01-05|1562.0|0|105.0|0|6.29874025194961|0|1667.0|0
0|2022-01-06|1562.0|0|105.0|0|6.29874025194961|0|1667.0|0
0|2022-01-07|1562.0|0|105.0|0|6.29874025194961|0|1667.0|0
0|2022-01-08|1562.0|0|105.0|0|6.29874025194961|0|1667.0|0
0|2022-01-09|1562.0|0|105.0|0|6.29874025194961|0|1667.0|0
0|2022-01-10|1562.0|0|105.0|0|6.29874025194961|0|1667.0|0
0|2022-01-11|1562.0|0|105.0|0|6.29874025194961|0|1667.0|0
0|2022-01-12|1562.0|0|105.0|0|6.29874025194961|0|1667.0|0
0|2022-01-13|1562.0|0|105.0|0|6.29874025194961|0|1667.0|0
0|2022-01-14|1562.0|0|105.0|0|6.29874025194961|0|1667.0|0
0|2022-01-15|1562.0|0|105.0|0|6.29874025194961|0|1667.0|0
0|2022-01-16|1562.0|0|105.0|0|6.29874025194961|0|1667.0|0
0|2022-01-17|1562.0|0|105.0|0|6.29874025194961|0|1667.0|0
