|dates|Lake_Montana_UnitedStates.JHU_ConfirmedCases.data|Lake_Montana_UnitedStates.JHU_ConfirmedCases.missing|Lake_Montana_UnitedStates.NYT_ConfirmedCases.data|Lake_Montana_UnitedStates.NYT_ConfirmedCases.missing|Lake_Montana_UnitedStates.JHU_ConfirmedDeaths.data|Lake_Montana_UnitedStates.JHU_ConfirmedDeaths.missing|Lake_Montana_UnitedStates.JHU_ConfirmedRecoveries.data|Lake_Montana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-25|4792.0|0|4792.0|0|86.0|0|0.0|100
0|2021-12-26|4792.0|0|4792.0|0|86.0|0|0.0|100
0|2021-12-27|4798.0|0|4798.0|0|86.0|0|0.0|100
0|2021-12-28|4798.0|0|4798.0|0|86.0|0|0.0|100
0|2021-12-29|4808.0|0|4808.0|0|86.0|0|0.0|100
0|2021-12-30|4830.0|0|4830.0|0|86.0|0|0.0|100
0|2021-12-31|4830.0|0|4830.0|0|86.0|0|0.0|100
0|2022-01-01|4830.0|0|4830.0|0|86.0|0|0.0|100
0|2022-01-02|4830.0|0|4830.0|0|86.0|0|0.0|100
0|2022-01-03|4840.0|0|4840.0|0|86.0|0|0.0|100
0|2022-01-04|4843.0|0|4843.0|0|86.0|0|0.0|100
0|2022-01-05|4856.0|0|4856.0|0|86.0|0|0.0|100
0|2022-01-06|4884.0|0|4884.0|0|86.0|0|0.0|100
0|2022-01-07|4907.0|0|4907.0|0|86.0|0|0.0|100
0|2022-01-08|4907.0|0|4907.0|0|86.0|0|0.0|100
0|2022-01-09|4907.0|0|4907.0|0|86.0|0|0.0|100
0|2022-01-10|4931.0|0|4931.0|0|86.0|0|0.0|100
0|2022-01-11|4970.0|0|4970.0|0|87.0|0|0.0|100
0|2022-01-12|5011.0|0|5011.0|0|87.0|0|0.0|100
0|2022-01-13|5011.0|0|5031.0|0|87.0|0|0.0|100
0|2022-01-14|5057.0|0|5057.0|0|91.0|0|0.0|100
0|2022-01-15|5057.0|0|5057.0|0|91.0|0|0.0|100
0|2022-01-16|5057.0|0|5057.0|0|91.0|0|0.0|100
0|2022-01-17|5057.0|0|0.0|100|91.0|0|0.0|100
