|dates|Rockingham_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Rockingham_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Rockingham_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Rockingham_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Rockingham_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Rockingham_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Rockingham_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Rockingham_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-30|13042.0|0|13042.0|0|217.0|0|0.0|100
0|2021-12-01|13072.0|0|13072.0|0|217.0|0|0.0|100
0|2021-12-02|13104.0|0|13104.0|0|217.0|0|0.0|100
0|2021-12-03|13146.0|0|13146.0|0|217.0|0|0.0|100
0|2021-12-04|13146.0|0|13146.0|0|217.0|0|0.0|100
0|2021-12-05|13146.0|0|13146.0|0|217.0|0|0.0|100
0|2021-12-06|13258.0|0|13258.0|0|217.0|0|0.0|100
0|2021-12-07|13295.0|0|13295.0|0|217.0|0|0.0|100
0|2021-12-08|13324.0|0|13324.0|0|217.0|0|0.0|100
0|2021-12-09|13357.0|0|13357.0|0|217.0|0|0.0|100
0|2021-12-10|13412.0|0|13412.0|0|217.0|0|0.0|100
0|2021-12-11|13412.0|0|13412.0|0|217.0|0|0.0|100
0|2021-12-12|13412.0|0|13412.0|0|217.0|0|0.0|100
0|2021-12-13|13542.0|0|13542.0|0|217.0|0|0.0|100
0|2021-12-14|13542.0|0|13576.0|0|217.0|0|0.0|100
0|2021-12-15|13612.0|0|13612.0|0|218.0|0|0.0|100
0|2021-12-16|13656.0|0|13656.0|0|218.0|0|0.0|100
0|2021-12-17|13697.0|0|13697.0|0|220.0|0|0.0|100
0|2021-12-18|13697.0|0|13697.0|0|220.0|0|0.0|100
0|2021-12-19|13697.0|0|13697.0|0|220.0|0|0.0|100
0|2021-12-20|13795.0|0|13795.0|0|220.0|0|0.0|100
0|2021-12-21|13809.0|0|13809.0|0|220.0|0|0.0|100
0|2021-12-22|13859.0|0|13859.0|0|220.0|0|0.0|100
0|2021-12-23|13859.0|0|13859.0|0|220.0|0|0.0|100
0|2021-12-24|13859.0|0|13859.0|0|220.0|0|0.0|100
0|2021-12-25|13859.0|0|13859.0|0|220.0|0|0.0|100
0|2021-12-26|13859.0|0|13859.0|0|220.0|0|0.0|100
0|2021-12-27|13859.0|0|13859.0|0|220.0|0|0.0|100
0|2021-12-28|14091.0|0|14091.0|0|220.0|0|0.0|100
0|2021-12-29|14133.0|0|14133.0|0|220.0|0|0.0|100
0|2021-12-30|14256.0|0|14256.0|0|223.0|0|0.0|100
0|2021-12-31|14256.0|0|14376.0|0|223.0|0|0.0|100
0|2022-01-01|14256.0|0|14376.0|0|223.0|0|0.0|100
0|2022-01-02|14256.0|0|14376.0|0|223.0|0|0.0|100
0|2022-01-03|14701.0|0|14701.0|0|224.0|0|0.0|100
0|2022-01-04|14770.0|0|14770.0|0|224.0|0|0.0|100
0|2022-01-05|14875.0|0|14875.0|0|224.0|0|0.0|100
0|2022-01-06|15044.0|0|15044.0|0|224.0|0|0.0|100
0|2022-01-07|15151.0|0|15151.0|0|225.0|0|0.0|100
0|2022-01-08|15151.0|0|15151.0|0|225.0|0|0.0|100
0|2022-01-09|15151.0|0|15151.0|0|225.0|0|0.0|100
0|2022-01-10|15568.0|0|15568.0|0|226.0|0|0.0|100
0|2022-01-11|15712.0|0|15712.0|0|226.0|0|0.0|100
0|2022-01-12|15870.0|0|15870.0|0|228.0|0|0.0|100
0|2022-01-13|15870.0|0|16414.0|0|228.0|0|0.0|100
0|2022-01-14|16724.0|0|16724.0|0|228.0|0|0.0|100
0|2022-01-15|16724.0|0|16724.0|0|228.0|0|0.0|100
0|2022-01-16|16724.0|0|16724.0|0|228.0|0|0.0|100
0|2022-01-17|16724.0|0|0.0|100|228.0|0|0.0|100
