|dates|Dawson_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Dawson_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Dawson_Montana_UnitedStates.Male_Total_Population.data|Dawson_Montana_UnitedStates.Male_Total_Population.missing|Dawson_Montana_UnitedStates.Female_Total_Population.data|Dawson_Montana_UnitedStates.Female_Total_Population.missing|Dawson_Montana_UnitedStates.MaleAndFemale_Under18_Population.data|Dawson_Montana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-25|1724.0|0|4472.0|0|4208.0|0|1884.0|0
0|2021-11-26|1724.0|0|4472.0|0|4208.0|0|1884.0|0
0|2021-11-27|1724.0|0|4472.0|0|4208.0|0|1884.0|0
0|2021-11-28|1724.0|0|4472.0|0|4208.0|0|1884.0|0
0|2021-11-29|1724.0|0|4472.0|0|4208.0|0|1884.0|0
0|2021-11-30|1724.0|0|4472.0|0|4208.0|0|1884.0|0
0|2021-12-01|1724.0|0|4472.0|0|4208.0|0|1884.0|0
0|2021-12-02|1724.0|0|4472.0|0|4208.0|0|1884.0|0
0|2021-12-03|1724.0|0|4472.0|0|4208.0|0|1884.0|0
0|2021-12-04|1724.0|0|4472.0|0|4208.0|0|1884.0|0
0|2021-12-05|1724.0|0|4472.0|0|4208.0|0|1884.0|0
0|2021-12-06|1724.0|0|4472.0|0|4208.0|0|1884.0|0
0|2021-12-07|1724.0|0|4472.0|0|4208.0|0|1884.0|0
0|2021-12-08|1724.0|0|4472.0|0|4208.0|0|1884.0|0
0|2021-12-09|1724.0|0|4472.0|0|4208.0|0|1884.0|0
0|2021-12-10|1724.0|0|4472.0|0|4208.0|0|1884.0|0
0|2021-12-11|1724.0|0|4472.0|0|4208.0|0|1884.0|0
0|2021-12-12|1724.0|0|4472.0|0|4208.0|0|1884.0|0
0|2021-12-13|1724.0|0|4472.0|0|4208.0|0|1884.0|0
0|2021-12-14|1724.0|0|4472.0|0|4208.0|0|1884.0|0
0|2021-12-15|1724.0|0|4472.0|0|4208.0|0|1884.0|0
0|2021-12-16|1724.0|0|4472.0|0|4208.0|0|1884.0|0
0|2021-12-17|1724.0|0|4472.0|0|4208.0|0|1884.0|0
0|2021-12-18|1724.0|0|4472.0|0|4208.0|0|1884.0|0
0|2021-12-19|1724.0|0|4472.0|0|4208.0|0|1884.0|0
0|2021-12-20|1724.0|0|4472.0|0|4208.0|0|1884.0|0
0|2021-12-21|1724.0|0|4472.0|0|4208.0|0|1884.0|0
0|2021-12-22|1724.0|0|4472.0|0|4208.0|0|1884.0|0
0|2021-12-23|1724.0|0|4472.0|0|4208.0|0|1884.0|0
0|2021-12-24|1724.0|0|4472.0|0|4208.0|0|1884.0|0
0|2021-12-25|1724.0|0|4472.0|0|4208.0|0|1884.0|0
0|2021-12-26|1724.0|0|4472.0|0|4208.0|0|1884.0|0
0|2021-12-27|1724.0|0|4472.0|0|4208.0|0|1884.0|0
0|2021-12-28|1724.0|0|4472.0|0|4208.0|0|1884.0|0
0|2021-12-29|1724.0|0|4472.0|0|4208.0|0|1884.0|0
0|2021-12-30|1724.0|0|4472.0|0|4208.0|0|1884.0|0
0|2021-12-31|1724.0|0|4472.0|0|4208.0|0|1884.0|0
0|2022-01-01|1724.0|0|4472.0|0|4208.0|0|1884.0|0
0|2022-01-02|1724.0|0|4472.0|0|4208.0|0|1884.0|0
0|2022-01-03|1724.0|0|4472.0|0|4208.0|0|1884.0|0
0|2022-01-04|1724.0|0|4472.0|0|4208.0|0|1884.0|0
0|2022-01-05|1724.0|0|4472.0|0|4208.0|0|1884.0|0
0|2022-01-06|1724.0|0|4472.0|0|4208.0|0|1884.0|0
0|2022-01-07|1724.0|0|4472.0|0|4208.0|0|1884.0|0
0|2022-01-08|1724.0|0|4472.0|0|4208.0|0|1884.0|0
0|2022-01-09|1724.0|0|4472.0|0|4208.0|0|1884.0|0
0|2022-01-10|1724.0|0|4472.0|0|4208.0|0|1884.0|0
0|2022-01-11|1724.0|0|4472.0|0|4208.0|0|1884.0|0
0|2022-01-12|1724.0|0|4472.0|0|4208.0|0|1884.0|0
0|2022-01-13|1724.0|0|4472.0|0|4208.0|0|1884.0|0
0|2022-01-14|1724.0|0|4472.0|0|4208.0|0|1884.0|0
0|2022-01-15|1724.0|0|4472.0|0|4208.0|0|1884.0|0
0|2022-01-16|1724.0|0|4472.0|0|4208.0|0|1884.0|0
0|2022-01-17|1724.0|0|4472.0|0|4208.0|0|1884.0|0
