|dates|LeSueur_Minnesota_UnitedStates.BLS_EmployedPopulation.data|LeSueur_Minnesota_UnitedStates.BLS_EmployedPopulation.missing|LeSueur_Minnesota_UnitedStates.BLS_UnemployedPopulation.data|LeSueur_Minnesota_UnitedStates.BLS_UnemployedPopulation.missing|LeSueur_Minnesota_UnitedStates.BLS_UnemploymentRate.data|LeSueur_Minnesota_UnitedStates.BLS_UnemploymentRate.missing|LeSueur_Minnesota_UnitedStates.BLS_LaborForcePopulation.data|LeSueur_Minnesota_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-11-11|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2021-11-12|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2021-11-13|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2021-11-14|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2021-11-15|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2021-11-16|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2021-11-17|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2021-11-18|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2021-11-19|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2021-11-20|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2021-11-21|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2021-11-22|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2021-11-23|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2021-11-24|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2021-11-25|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2021-11-26|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2021-11-27|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2021-11-28|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2021-11-29|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2021-11-30|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2021-12-01|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2021-12-02|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2021-12-03|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2021-12-04|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2021-12-05|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2021-12-06|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2021-12-07|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2021-12-08|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2021-12-09|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2021-12-10|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2021-12-11|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2021-12-12|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2021-12-13|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2021-12-14|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2021-12-15|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2021-12-16|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2021-12-17|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2021-12-18|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2021-12-19|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2021-12-20|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2021-12-21|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2021-12-22|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2021-12-23|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2021-12-24|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2021-12-25|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2021-12-26|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2021-12-27|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2021-12-28|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2021-12-29|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2021-12-30|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2021-12-31|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2022-01-01|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2022-01-02|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2022-01-03|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2022-01-04|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2022-01-05|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2022-01-06|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2022-01-07|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2022-01-08|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2022-01-09|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2022-01-10|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2022-01-11|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2022-01-12|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2022-01-13|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2022-01-14|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2022-01-15|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2022-01-16|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
0|2022-01-17|15111.0|0|515.0|0|3.295789069499552|0|15626.0|0
