|dates|Menominee_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Menominee_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Menominee_Wisconsin_UnitedStates.Male_Total_Population.data|Menominee_Wisconsin_UnitedStates.Male_Total_Population.missing|Menominee_Wisconsin_UnitedStates.Female_Total_Population.data|Menominee_Wisconsin_UnitedStates.Female_Total_Population.missing|Menominee_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Menominee_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-16|615.0|0|2320.0|0|2338.0|0|1580.0|0
0|2021-11-17|615.0|0|2320.0|0|2338.0|0|1580.0|0
0|2021-11-18|615.0|0|2320.0|0|2338.0|0|1580.0|0
0|2021-11-19|615.0|0|2320.0|0|2338.0|0|1580.0|0
0|2021-11-20|615.0|0|2320.0|0|2338.0|0|1580.0|0
0|2021-11-21|615.0|0|2320.0|0|2338.0|0|1580.0|0
0|2021-11-22|615.0|0|2320.0|0|2338.0|0|1580.0|0
0|2021-11-23|615.0|0|2320.0|0|2338.0|0|1580.0|0
0|2021-11-24|615.0|0|2320.0|0|2338.0|0|1580.0|0
0|2021-11-25|615.0|0|2320.0|0|2338.0|0|1580.0|0
0|2021-11-26|615.0|0|2320.0|0|2338.0|0|1580.0|0
0|2021-11-27|615.0|0|2320.0|0|2338.0|0|1580.0|0
0|2021-11-28|615.0|0|2320.0|0|2338.0|0|1580.0|0
0|2021-11-29|615.0|0|2320.0|0|2338.0|0|1580.0|0
0|2021-11-30|615.0|0|2320.0|0|2338.0|0|1580.0|0
0|2021-12-01|615.0|0|2320.0|0|2338.0|0|1580.0|0
0|2021-12-02|615.0|0|2320.0|0|2338.0|0|1580.0|0
0|2021-12-03|615.0|0|2320.0|0|2338.0|0|1580.0|0
0|2021-12-04|615.0|0|2320.0|0|2338.0|0|1580.0|0
0|2021-12-05|615.0|0|2320.0|0|2338.0|0|1580.0|0
0|2021-12-06|615.0|0|2320.0|0|2338.0|0|1580.0|0
0|2021-12-07|615.0|0|2320.0|0|2338.0|0|1580.0|0
0|2021-12-08|615.0|0|2320.0|0|2338.0|0|1580.0|0
0|2021-12-09|615.0|0|2320.0|0|2338.0|0|1580.0|0
0|2021-12-10|615.0|0|2320.0|0|2338.0|0|1580.0|0
0|2021-12-11|615.0|0|2320.0|0|2338.0|0|1580.0|0
0|2021-12-12|615.0|0|2320.0|0|2338.0|0|1580.0|0
0|2021-12-13|615.0|0|2320.0|0|2338.0|0|1580.0|0
0|2021-12-14|615.0|0|2320.0|0|2338.0|0|1580.0|0
0|2021-12-15|615.0|0|2320.0|0|2338.0|0|1580.0|0
0|2021-12-16|615.0|0|2320.0|0|2338.0|0|1580.0|0
0|2021-12-17|615.0|0|2320.0|0|2338.0|0|1580.0|0
0|2021-12-18|615.0|0|2320.0|0|2338.0|0|1580.0|0
0|2021-12-19|615.0|0|2320.0|0|2338.0|0|1580.0|0
0|2021-12-20|615.0|0|2320.0|0|2338.0|0|1580.0|0
0|2021-12-21|615.0|0|2320.0|0|2338.0|0|1580.0|0
0|2021-12-22|615.0|0|2320.0|0|2338.0|0|1580.0|0
0|2021-12-23|615.0|0|2320.0|0|2338.0|0|1580.0|0
0|2021-12-24|615.0|0|2320.0|0|2338.0|0|1580.0|0
0|2021-12-25|615.0|0|2320.0|0|2338.0|0|1580.0|0
0|2021-12-26|615.0|0|2320.0|0|2338.0|0|1580.0|0
0|2021-12-27|615.0|0|2320.0|0|2338.0|0|1580.0|0
0|2021-12-28|615.0|0|2320.0|0|2338.0|0|1580.0|0
0|2021-12-29|615.0|0|2320.0|0|2338.0|0|1580.0|0
0|2021-12-30|615.0|0|2320.0|0|2338.0|0|1580.0|0
0|2021-12-31|615.0|0|2320.0|0|2338.0|0|1580.0|0
0|2022-01-01|615.0|0|2320.0|0|2338.0|0|1580.0|0
0|2022-01-02|615.0|0|2320.0|0|2338.0|0|1580.0|0
0|2022-01-03|615.0|0|2320.0|0|2338.0|0|1580.0|0
0|2022-01-04|615.0|0|2320.0|0|2338.0|0|1580.0|0
0|2022-01-05|615.0|0|2320.0|0|2338.0|0|1580.0|0
0|2022-01-06|615.0|0|2320.0|0|2338.0|0|1580.0|0
0|2022-01-07|615.0|0|2320.0|0|2338.0|0|1580.0|0
0|2022-01-08|615.0|0|2320.0|0|2338.0|0|1580.0|0
0|2022-01-09|615.0|0|2320.0|0|2338.0|0|1580.0|0
0|2022-01-10|615.0|0|2320.0|0|2338.0|0|1580.0|0
0|2022-01-11|615.0|0|2320.0|0|2338.0|0|1580.0|0
0|2022-01-12|615.0|0|2320.0|0|2338.0|0|1580.0|0
0|2022-01-13|615.0|0|2320.0|0|2338.0|0|1580.0|0
0|2022-01-14|615.0|0|2320.0|0|2338.0|0|1580.0|0
0|2022-01-15|615.0|0|2320.0|0|2338.0|0|1580.0|0
0|2022-01-16|615.0|0|2320.0|0|2338.0|0|1580.0|0
0|2022-01-17|615.0|0|2320.0|0|2338.0|0|1580.0|0
