|dates|Russell_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Russell_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Russell_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Russell_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Russell_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Russell_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Russell_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Russell_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-09|4155.0|0|4162.0|0|61.0|0|0.0|100
0|2021-12-10|4162.0|0|4175.0|0|61.0|0|0.0|100
0|2021-12-11|4162.0|0|4175.0|0|61.0|0|0.0|100
0|2021-12-12|4162.0|0|4175.0|0|61.0|0|0.0|100
0|2021-12-13|4180.0|0|4180.0|0|61.0|0|0.0|100
0|2021-12-14|4180.0|0|4197.0|0|61.0|0|0.0|100
0|2021-12-15|4204.0|0|4211.0|0|61.0|0|0.0|100
0|2021-12-16|4216.0|0|4216.0|0|61.0|0|0.0|100
0|2021-12-17|4231.0|0|4241.0|0|62.0|0|0.0|100
0|2021-12-18|4231.0|0|4241.0|0|62.0|0|0.0|100
0|2021-12-19|4231.0|0|4241.0|0|62.0|0|0.0|100
0|2021-12-20|4253.0|0|4253.0|0|62.0|0|0.0|100
0|2021-12-21|4269.0|0|4269.0|0|62.0|0|0.0|100
0|2021-12-22|4285.0|0|4285.0|0|62.0|0|0.0|100
0|2021-12-23|4285.0|0|4285.0|0|62.0|0|0.0|100
0|2021-12-24|4285.0|0|4285.0|0|62.0|0|0.0|100
0|2021-12-25|4285.0|0|4285.0|0|62.0|0|0.0|100
0|2021-12-26|4285.0|0|4285.0|0|62.0|0|0.0|100
0|2021-12-27|4315.0|0|4315.0|0|62.0|0|0.0|100
0|2021-12-28|4324.0|0|4324.0|0|62.0|0|0.0|100
0|2021-12-29|4341.0|0|4341.0|0|62.0|0|0.0|100
0|2021-12-30|4341.0|0|4341.0|0|62.0|0|0.0|100
0|2021-12-31|4341.0|0|4341.0|0|62.0|0|0.0|100
0|2022-01-01|4341.0|0|4341.0|0|62.0|0|0.0|100
0|2022-01-02|4341.0|0|4341.0|0|62.0|0|0.0|100
0|2022-01-03|4394.0|0|4394.0|0|62.0|0|0.0|100
0|2022-01-04|4420.0|0|4420.0|0|62.0|0|0.0|100
0|2022-01-05|4445.0|0|4445.0|0|62.0|0|0.0|100
0|2022-01-06|4467.0|0|4467.0|0|63.0|0|0.0|100
0|2022-01-07|4495.0|0|4495.0|0|63.0|0|0.0|100
0|2022-01-08|4495.0|0|4495.0|0|63.0|0|0.0|100
0|2022-01-09|4495.0|0|4495.0|0|63.0|0|0.0|100
0|2022-01-10|4518.0|0|4518.0|0|64.0|0|0.0|100
0|2022-01-11|4544.0|0|4544.0|0|64.0|0|0.0|100
0|2022-01-12|4589.0|0|4589.0|0|64.0|0|0.0|100
0|2022-01-13|4589.0|0|4608.0|0|64.0|0|0.0|100
0|2022-01-14|4657.0|0|4657.0|0|67.0|0|0.0|100
0|2022-01-15|4657.0|0|4657.0|0|67.0|0|0.0|100
0|2022-01-16|4657.0|0|4657.0|0|67.0|0|0.0|100
0|2022-01-17|4657.0|0|0.0|100|67.0|0|0.0|100
