|dates|Liberty_Georgia_UnitedStates.JHU_ConfirmedCases.data|Liberty_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Liberty_Georgia_UnitedStates.NYT_ConfirmedCases.data|Liberty_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Liberty_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Liberty_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Liberty_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Liberty_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-23|7702.0|0|7736.0|0|133.0|0|0.0|100
0|2021-12-24|7710.0|0|7744.0|0|134.0|0|0.0|100
0|2021-12-25|7710.0|0|7744.0|0|134.0|0|0.0|100
0|2021-12-26|7710.0|0|7744.0|0|134.0|0|0.0|100
0|2021-12-27|7736.0|0|7768.0|0|134.0|0|0.0|100
0|2021-12-28|7747.0|0|7779.0|0|135.0|0|0.0|100
0|2021-12-29|7778.0|0|7810.0|0|135.0|0|0.0|100
0|2021-12-30|7832.0|0|7864.0|0|135.0|0|0.0|100
0|2021-12-31|7871.0|0|7903.0|0|135.0|0|0.0|100
0|2022-01-01|7871.0|0|7903.0|0|135.0|0|0.0|100
0|2022-01-02|7871.0|0|7903.0|0|135.0|0|0.0|100
0|2022-01-03|7871.0|0|7903.0|0|135.0|0|0.0|100
0|2022-01-04|8056.0|0|8088.0|0|135.0|0|0.0|100
0|2022-01-05|8172.0|0|8204.0|0|136.0|0|0.0|100
0|2022-01-06|8172.0|0|8204.0|0|136.0|0|0.0|100
0|2022-01-07|8172.0|0|8204.0|0|136.0|0|0.0|100
0|2022-01-08|8172.0|0|8204.0|0|136.0|0|0.0|100
0|2022-01-09|8172.0|0|8204.0|0|136.0|0|0.0|100
0|2022-01-10|8820.0|0|8853.0|0|137.0|0|0.0|100
0|2022-01-11|9059.0|0|9092.0|0|137.0|0|0.0|100
0|2022-01-12|9109.0|0|9142.0|0|137.0|0|0.0|100
0|2022-01-13|9109.0|0|9356.0|0|137.0|0|0.0|100
0|2022-01-14|9466.0|0|9499.0|0|137.0|0|0.0|100
0|2022-01-15|9466.0|0|9499.0|0|137.0|0|0.0|100
0|2022-01-16|9466.0|0|9499.0|0|137.0|0|0.0|100
0|2022-01-17|9777.0|0|0.0|100|138.0|0|0.0|100
