|dates|Taylor_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Taylor_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Taylor_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Taylor_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Taylor_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Taylor_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Taylor_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Taylor_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-07|5502.0|0|5781.0|0|82.0|0|0.0|100
0|2021-11-08|5555.0|0|5781.0|0|82.0|0|0.0|100
0|2021-11-09|5583.0|0|5803.0|0|82.0|0|0.0|100
0|2021-11-10|5583.0|0|5808.0|0|82.0|0|0.0|100
0|2021-11-11|5622.0|0|5817.0|0|82.0|0|0.0|100
0|2021-11-12|5656.0|0|5817.0|0|83.0|0|0.0|100
0|2021-11-13|5656.0|0|5845.0|0|83.0|0|0.0|100
0|2021-11-14|5656.0|0|5845.0|0|83.0|0|0.0|100
0|2021-11-15|5676.0|0|5845.0|0|84.0|0|0.0|100
0|2021-11-16|5692.0|0|5859.0|0|86.0|0|0.0|100
0|2021-11-17|5716.0|0|5883.0|0|86.0|0|0.0|100
0|2021-11-18|5740.0|0|5900.0|0|86.0|0|0.0|100
0|2021-11-19|5747.0|0|5900.0|0|86.0|0|0.0|100
0|2021-11-20|5747.0|0|5922.0|0|86.0|0|0.0|100
0|2021-11-21|5747.0|0|5922.0|0|86.0|0|0.0|100
0|2021-11-22|5786.0|0|5922.0|0|86.0|0|0.0|100
0|2021-11-23|5858.0|0|5929.0|0|86.0|0|0.0|100
0|2021-11-24|5892.0|0|5938.0|0|88.0|0|0.0|100
0|2021-11-25|5892.0|0|5958.0|0|88.0|0|0.0|100
0|2021-11-26|5892.0|0|5958.0|0|88.0|0|0.0|100
0|2021-11-27|5892.0|0|5958.0|0|88.0|0|0.0|100
0|2021-11-28|5892.0|0|5958.0|0|88.0|0|0.0|100
0|2021-11-29|5935.0|0|5977.0|0|89.0|0|0.0|100
0|2021-11-30|5953.0|0|5977.0|0|89.0|0|0.0|100
0|2021-12-01|5959.0|0|5994.0|0|89.0|0|0.0|100
0|2021-12-02|5959.0|0|6003.0|0|89.0|0|0.0|100
0|2021-12-03|5989.0|0|6022.0|0|90.0|0|0.0|100
0|2021-12-04|5989.0|0|6036.0|0|90.0|0|0.0|100
0|2021-12-05|5989.0|0|6036.0|0|90.0|0|0.0|100
0|2021-12-06|6029.0|0|6049.0|0|94.0|0|0.0|100
0|2021-12-07|6047.0|0|6076.0|0|95.0|0|0.0|100
0|2021-12-08|6068.0|0|6076.0|0|96.0|0|0.0|100
0|2021-12-09|6088.0|0|6098.0|0|96.0|0|0.0|100
0|2021-12-10|6115.0|0|6134.0|0|96.0|0|0.0|100
0|2021-12-11|6115.0|0|6134.0|0|96.0|0|0.0|100
0|2021-12-12|6115.0|0|6134.0|0|96.0|0|0.0|100
0|2021-12-13|6153.0|0|6153.0|0|97.0|0|0.0|100
0|2021-12-14|6153.0|0|6170.0|0|97.0|0|0.0|100
0|2021-12-15|6189.0|0|6189.0|0|97.0|0|0.0|100
0|2021-12-16|6210.0|0|6210.0|0|98.0|0|0.0|100
0|2021-12-17|6228.0|0|6228.0|0|98.0|0|0.0|100
0|2021-12-18|6228.0|0|6228.0|0|98.0|0|0.0|100
0|2021-12-19|6228.0|0|6228.0|0|98.0|0|0.0|100
0|2021-12-20|6252.0|0|6252.0|0|99.0|0|0.0|100
0|2021-12-21|6267.0|0|6267.0|0|99.0|0|0.0|100
0|2021-12-22|6277.0|0|6277.0|0|99.0|0|0.0|100
0|2021-12-23|6277.0|0|6277.0|0|99.0|0|0.0|100
0|2021-12-24|6277.0|0|6277.0|0|99.0|0|0.0|100
0|2021-12-25|6277.0|0|6277.0|0|99.0|0|0.0|100
0|2021-12-26|6277.0|0|6277.0|0|99.0|0|0.0|100
0|2021-12-27|6342.0|0|6342.0|0|100.0|0|0.0|100
0|2021-12-28|6357.0|0|6357.0|0|100.0|0|0.0|100
0|2021-12-29|6375.0|0|6375.0|0|100.0|0|0.0|100
0|2021-12-30|6375.0|0|6375.0|0|100.0|0|0.0|100
0|2021-12-31|6375.0|0|6375.0|0|100.0|0|0.0|100
0|2022-01-01|6375.0|0|6375.0|0|100.0|0|0.0|100
0|2022-01-02|6375.0|0|6375.0|0|100.0|0|0.0|100
0|2022-01-03|6478.0|0|6478.0|0|102.0|0|0.0|100
0|2022-01-04|6483.0|0|6483.0|0|102.0|0|0.0|100
0|2022-01-05|6540.0|0|6540.0|0|103.0|0|0.0|100
0|2022-01-06|6569.0|0|6569.0|0|103.0|0|0.0|100
0|2022-01-07|6600.0|0|6600.0|0|103.0|0|0.0|100
0|2022-01-08|6600.0|0|6600.0|0|103.0|0|0.0|100
0|2022-01-09|6600.0|0|6600.0|0|103.0|0|0.0|100
0|2022-01-10|6660.0|0|6660.0|0|103.0|0|0.0|100
0|2022-01-11|6677.0|0|6677.0|0|103.0|0|0.0|100
0|2022-01-12|6742.0|0|6742.0|0|103.0|0|0.0|100
0|2022-01-13|6742.0|0|6798.0|0|103.0|0|0.0|100
0|2022-01-14|6821.0|0|6821.0|0|103.0|0|0.0|100
0|2022-01-15|6821.0|0|6821.0|0|103.0|0|0.0|100
0|2022-01-16|6821.0|0|6821.0|0|103.0|0|0.0|100
0|2022-01-17|6821.0|0|0.0|100|103.0|0|0.0|100
