|dates|Hickory_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hickory_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hickory_Missouri_UnitedStates.Male_Total_Population.data|Hickory_Missouri_UnitedStates.Male_Total_Population.missing|Hickory_Missouri_UnitedStates.Female_Total_Population.data|Hickory_Missouri_UnitedStates.Female_Total_Population.missing|Hickory_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Hickory_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-06|3117.0|0|4700.0|0|4809.0|0|1633.0|0
0|2021-12-07|3117.0|0|4700.0|0|4809.0|0|1633.0|0
0|2021-12-08|3117.0|0|4700.0|0|4809.0|0|1633.0|0
0|2021-12-09|3117.0|0|4700.0|0|4809.0|0|1633.0|0
0|2021-12-10|3117.0|0|4700.0|0|4809.0|0|1633.0|0
0|2021-12-11|3117.0|0|4700.0|0|4809.0|0|1633.0|0
0|2021-12-12|3117.0|0|4700.0|0|4809.0|0|1633.0|0
0|2021-12-13|3117.0|0|4700.0|0|4809.0|0|1633.0|0
0|2021-12-14|3117.0|0|4700.0|0|4809.0|0|1633.0|0
0|2021-12-15|3117.0|0|4700.0|0|4809.0|0|1633.0|0
0|2021-12-16|3117.0|0|4700.0|0|4809.0|0|1633.0|0
0|2021-12-17|3117.0|0|4700.0|0|4809.0|0|1633.0|0
0|2021-12-18|3117.0|0|4700.0|0|4809.0|0|1633.0|0
0|2021-12-19|3117.0|0|4700.0|0|4809.0|0|1633.0|0
0|2021-12-20|3117.0|0|4700.0|0|4809.0|0|1633.0|0
0|2021-12-21|3117.0|0|4700.0|0|4809.0|0|1633.0|0
0|2021-12-22|3117.0|0|4700.0|0|4809.0|0|1633.0|0
0|2021-12-23|3117.0|0|4700.0|0|4809.0|0|1633.0|0
0|2021-12-24|3117.0|0|4700.0|0|4809.0|0|1633.0|0
0|2021-12-25|3117.0|0|4700.0|0|4809.0|0|1633.0|0
0|2021-12-26|3117.0|0|4700.0|0|4809.0|0|1633.0|0
0|2021-12-27|3117.0|0|4700.0|0|4809.0|0|1633.0|0
0|2021-12-28|3117.0|0|4700.0|0|4809.0|0|1633.0|0
0|2021-12-29|3117.0|0|4700.0|0|4809.0|0|1633.0|0
0|2021-12-30|3117.0|0|4700.0|0|4809.0|0|1633.0|0
0|2021-12-31|3117.0|0|4700.0|0|4809.0|0|1633.0|0
0|2022-01-01|3117.0|0|4700.0|0|4809.0|0|1633.0|0
0|2022-01-02|3117.0|0|4700.0|0|4809.0|0|1633.0|0
0|2022-01-03|3117.0|0|4700.0|0|4809.0|0|1633.0|0
0|2022-01-04|3117.0|0|4700.0|0|4809.0|0|1633.0|0
0|2022-01-05|3117.0|0|4700.0|0|4809.0|0|1633.0|0
0|2022-01-06|3117.0|0|4700.0|0|4809.0|0|1633.0|0
0|2022-01-07|3117.0|0|4700.0|0|4809.0|0|1633.0|0
0|2022-01-08|3117.0|0|4700.0|0|4809.0|0|1633.0|0
0|2022-01-09|3117.0|0|4700.0|0|4809.0|0|1633.0|0
0|2022-01-10|3117.0|0|4700.0|0|4809.0|0|1633.0|0
0|2022-01-11|3117.0|0|4700.0|0|4809.0|0|1633.0|0
0|2022-01-12|3117.0|0|4700.0|0|4809.0|0|1633.0|0
0|2022-01-13|3117.0|0|4700.0|0|4809.0|0|1633.0|0
0|2022-01-14|3117.0|0|4700.0|0|4809.0|0|1633.0|0
0|2022-01-15|3117.0|0|4700.0|0|4809.0|0|1633.0|0
0|2022-01-16|3117.0|0|4700.0|0|4809.0|0|1633.0|0
0|2022-01-17|3117.0|0|4700.0|0|4809.0|0|1633.0|0
