|dates|Seminole_Florida_UnitedStates.JHU_ConfirmedCases.data|Seminole_Florida_UnitedStates.JHU_ConfirmedCases.missing|Seminole_Florida_UnitedStates.NYT_ConfirmedCases.data|Seminole_Florida_UnitedStates.NYT_ConfirmedCases.missing|Seminole_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Seminole_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Seminole_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Seminole_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-02|63435.0|0|63170.0|0|516.0|0|0.0|100
0|2021-12-03|63677.0|0|63412.0|0|516.0|0|0.0|100
0|2021-12-04|63677.0|0|63412.0|0|516.0|0|0.0|100
0|2021-12-05|63677.0|0|63412.0|0|516.0|0|0.0|100
0|2021-12-06|63677.0|0|63412.0|0|516.0|0|0.0|100
0|2021-12-07|63677.0|0|63412.0|0|516.0|0|0.0|100
0|2021-12-08|63677.0|0|63412.0|0|516.0|0|0.0|100
0|2021-12-09|63677.0|0|63412.0|0|516.0|0|0.0|100
0|2021-12-10|63928.0|0|63663.0|0|516.0|0|0.0|100
0|2021-12-11|63928.0|0|63663.0|0|516.0|0|0.0|100
0|2021-12-12|63928.0|0|63663.0|0|516.0|0|0.0|100
0|2021-12-13|63928.0|0|63663.0|0|516.0|0|0.0|100
0|2021-12-14|63928.0|0|63663.0|0|516.0|0|0.0|100
0|2021-12-15|63928.0|0|63663.0|0|516.0|0|0.0|100
0|2021-12-16|63928.0|0|63663.0|0|516.0|0|0.0|100
0|2021-12-17|64337.0|0|64072.0|0|516.0|0|0.0|100
0|2021-12-18|64337.0|0|64072.0|0|516.0|0|0.0|100
0|2021-12-19|64337.0|0|64072.0|0|516.0|0|0.0|100
0|2021-12-20|64337.0|0|64072.0|0|516.0|0|0.0|100
0|2021-12-21|64337.0|0|64072.0|0|516.0|0|0.0|100
0|2021-12-22|64337.0|0|64072.0|0|516.0|0|0.0|100
0|2021-12-23|64337.0|0|64072.0|0|516.0|0|0.0|100
0|2021-12-24|64337.0|0|65665.0|0|516.0|0|0.0|100
0|2021-12-25|65930.0|0|65665.0|0|516.0|0|0.0|100
0|2021-12-26|65930.0|0|65665.0|0|516.0|0|0.0|100
0|2021-12-27|65930.0|0|65665.0|0|516.0|0|0.0|100
0|2021-12-28|65930.0|0|65665.0|0|516.0|0|0.0|100
0|2021-12-29|65930.0|0|65665.0|0|516.0|0|0.0|100
0|2021-12-30|65930.0|0|65665.0|0|516.0|0|0.0|100
0|2021-12-31|71274.0|0|71009.0|0|516.0|0|0.0|100
0|2022-01-01|71274.0|0|71009.0|0|516.0|0|0.0|100
0|2022-01-02|71274.0|0|71009.0|0|516.0|0|0.0|100
0|2022-01-03|71274.0|0|71009.0|0|516.0|0|0.0|100
0|2022-01-04|71274.0|0|71009.0|0|516.0|0|0.0|100
0|2022-01-05|71274.0|0|71009.0|0|516.0|0|0.0|100
0|2022-01-06|71274.0|0|71009.0|0|516.0|0|0.0|100
0|2022-01-07|78398.0|0|78133.0|0|516.0|0|0.0|100
0|2022-01-08|78398.0|0|78133.0|0|516.0|0|0.0|100
0|2022-01-09|78398.0|0|78133.0|0|516.0|0|0.0|100
0|2022-01-10|78398.0|0|78133.0|0|516.0|0|0.0|100
0|2022-01-11|78398.0|0|78133.0|0|516.0|0|0.0|100
0|2022-01-12|78398.0|0|78133.0|0|904.0|0|0.0|100
0|2022-01-13|78398.0|0|78133.0|0|904.0|0|0.0|100
0|2022-01-14|78398.0|0|86316.0|0|904.0|0|0.0|100
0|2022-01-15|86581.0|0|86316.0|0|904.0|0|0.0|100
0|2022-01-16|86581.0|0|86316.0|0|904.0|0|0.0|100
0|2022-01-17|86581.0|0|0.0|100|904.0|0|0.0|100
