|dates|Nye_Nevada_UnitedStates.JHU_ConfirmedCases.data|Nye_Nevada_UnitedStates.JHU_ConfirmedCases.missing|Nye_Nevada_UnitedStates.NYT_ConfirmedCases.data|Nye_Nevada_UnitedStates.NYT_ConfirmedCases.missing|Nye_Nevada_UnitedStates.JHU_ConfirmedDeaths.data|Nye_Nevada_UnitedStates.JHU_ConfirmedDeaths.missing|Nye_Nevada_UnitedStates.JHU_ConfirmedRecoveries.data|Nye_Nevada_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-06|5159.0|0|5448.0|0|200.0|0|0.0|100
0|2022-01-07|5176.0|0|5470.0|0|200.0|0|0.0|100
0|2022-01-08|5176.0|0|5470.0|0|200.0|0|0.0|100
0|2022-01-09|5176.0|0|5470.0|0|200.0|0|0.0|100
0|2022-01-10|5186.0|0|5485.0|0|200.0|0|0.0|100
0|2022-01-11|5201.0|0|5516.0|0|201.0|0|0.0|100
0|2022-01-12|5281.0|0|5610.0|0|202.0|0|0.0|100
0|2022-01-13|5281.0|0|5610.0|0|202.0|0|0.0|100
0|2022-01-14|5361.0|0|5709.0|0|202.0|0|0.0|100
0|2022-01-15|5361.0|0|5709.0|0|202.0|0|0.0|100
0|2022-01-16|5361.0|0|5709.0|0|202.0|0|0.0|100
0|2022-01-17|5361.0|0|0.0|100|202.0|0|0.0|100
