|dates|Anderson_Texas_UnitedStates.JHU_ConfirmedCases.data|Anderson_Texas_UnitedStates.JHU_ConfirmedCases.missing|Anderson_Texas_UnitedStates.NYT_ConfirmedCases.data|Anderson_Texas_UnitedStates.NYT_ConfirmedCases.missing|Anderson_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Anderson_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Anderson_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Anderson_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-21|8174.0|0|8174.0|0|208.0|0|0.0|100
0|2021-12-22|8175.0|0|8175.0|0|208.0|0|0.0|100
0|2021-12-23|8181.0|0|8181.0|0|208.0|0|0.0|100
0|2021-12-24|8181.0|0|8181.0|0|208.0|0|0.0|100
0|2021-12-25|8181.0|0|8181.0|0|208.0|0|0.0|100
0|2021-12-26|8181.0|0|8181.0|0|208.0|0|0.0|100
0|2021-12-27|8214.0|0|8214.0|0|208.0|0|0.0|100
0|2021-12-28|8221.0|0|8221.0|0|208.0|0|0.0|100
0|2021-12-29|8234.0|0|8234.0|0|208.0|0|0.0|100
0|2021-12-30|8240.0|0|8240.0|0|208.0|0|0.0|100
0|2021-12-31|8240.0|0|8240.0|0|208.0|0|0.0|100
0|2022-01-01|8240.0|0|8240.0|0|208.0|0|0.0|100
0|2022-01-02|8240.0|0|8240.0|0|208.0|0|0.0|100
0|2022-01-03|8462.0|0|8462.0|0|208.0|0|0.0|100
0|2022-01-04|8514.0|0|8514.0|0|208.0|0|0.0|100
0|2022-01-05|8552.0|0|8552.0|0|208.0|0|0.0|100
0|2022-01-06|8590.0|0|8590.0|0|209.0|0|0.0|100
0|2022-01-07|8625.0|0|8625.0|0|210.0|0|0.0|100
0|2022-01-08|8625.0|0|8666.0|0|210.0|0|0.0|100
0|2022-01-09|8711.0|0|8711.0|0|210.0|0|0.0|100
0|2022-01-10|8779.0|0|8779.0|0|210.0|0|0.0|100
0|2022-01-11|8821.0|0|8821.0|0|211.0|0|0.0|100
0|2022-01-12|8896.0|0|8896.0|0|212.0|0|0.0|100
0|2022-01-13|8896.0|0|8985.0|0|212.0|0|0.0|100
0|2022-01-14|8985.0|0|8701.0|0|213.0|0|0.0|100
0|2022-01-15|8985.0|0|8756.0|0|213.0|0|0.0|100
0|2022-01-16|8802.0|0|8802.0|0|215.0|0|0.0|100
0|2022-01-17|8851.0|0|0.0|100|215.0|0|0.0|100
