|dates|Uinta_Wyoming_UnitedStates.AveragePrecipitationTotal.data|Uinta_Wyoming_UnitedStates.AveragePrecipitationTotal.missing|Uinta_Wyoming_UnitedStates.AveragePrecipitation.data|Uinta_Wyoming_UnitedStates.AveragePrecipitation.missing|Uinta_Wyoming_UnitedStates.AverageWindDirection.data|Uinta_Wyoming_UnitedStates.AverageWindDirection.missing|Uinta_Wyoming_UnitedStates.AverageWindSpeed.data|Uinta_Wyoming_UnitedStates.AverageWindSpeed.missing
0|2021-11-21|0.0|0|0.0|0|263.9583333333333|0|11.197916666666666|0
0|2021-11-22|0.0|0|0.0|0|176.25|0|5.302083333333333|0
0|2021-11-23|0.0|0|0.0|0|255.625|0|12.552083333333334|0
0|2021-11-24|0.0|0|0.0|0|281.6666666666667|0|13.177083333333334|0
0|2021-11-25|0.0|0|0.0|0|261.1458333333333|0|12.833333333333334|0
0|2021-11-26|0.0|0|0.0|0|259.2708333333333|0|12.916666666666666|0
0|2021-11-27|0.0|0|0.0|0|262.5|0|10.1875|0
0|2021-11-28|0.0|0|0.0|0|255.9375|0|12.239583333333334|0
0|2021-11-29|0.0|0|0.0|0|256.6666666666667|0|13.041666666666666|0
0|2021-11-30|0.0|0|0.0|0|257.7083333333333|0|13.041666666666666|0
0|2021-12-01|0.0|0|0.0|0|260.2083333333333|0|13.59375|0
0|2021-12-02|0.0|0|0.0|0|228.22916666666666|0|9.333333333333334|0
0|2021-12-03|0.0|0|0.0|0|263.8541666666667|0|9.03125|0
0|2021-12-04|0.0|0|0.0|0|253.95833333333334|0|14.614583333333334|0
0|2021-12-05|0.0|0|0.0|0|263.3333333333333|0|25.3125|0
0|2021-12-06|0.0|0|0.0|0|270.625|0|15.833333333333334|0
0|2021-12-07|0.0|0|0.0|0|268.2291666666667|0|12.979166666666666|0
0|2021-12-08|0.0|0|0.0|0|257.0833333333333|0|15.666666666666666|0
0|2021-12-09|0.0|0|0.0|0|271.875|0|9.0625|0
0|2021-12-10|0.0|0|0.0|0|269.4791666666667|0|15.59375|0
0|2021-12-11|0.0|0|0.0|0|228.33333333333334|0|10.822916666666666|0
0|2021-12-12|0.0|0|0.0|0|153.4375|0|4.052083333333333|0
0|2021-12-13|0.0|0|0.0|0|113.17708333333333|0|2.9791666666666665|0
0|2021-12-14|0.0|0|0.0|0|166.35416666666666|0|10.083333333333334|0
0|2021-12-15|0.0|0|0.0|0|260.3125|0|18.78125|0
0|2021-12-16|0.0|0|0.0|0|215.20833333333334|0|9.489583333333334|0
0|2021-12-17|0.0|0|0.0|0|261.6666666666667|0|17.552083333333332|0
0|2021-12-18|0.0|0|0.0|0|233.125|0|7.6875|0
0|2021-12-19|0.0|0|0.0|0|226.45833333333334|0|8.354166666666666|0
0|2021-12-20|0.0|0|0.0|0|248.33333333333334|0|10.25|0
0|2021-12-21|0.0|0|0.0|0|260.1041666666667|0|11.96875|0
0|2021-12-22|0.0|0|0.0|0|245.83333333333334|0|8.510416666666666|0
0|2021-12-23|0.0|0|0.0|0|246.45833333333334|0|18.072916666666668|0
0|2021-12-24|0.0|0|0.0|0|241.14583333333334|0|20.479166666666668|0
0|2021-12-25|0.0|0|0.0|0|234.79166666666666|0|11.020833333333334|0
0|2021-12-26|0.0|0|0.0|0|245.72916666666666|0|18.791666666666668|0
0|2021-12-27|0.0|0|0.0|0|237.1875|0|20.322916666666668|0
0|2021-12-28|0.0|0|0.0|0|272.5|0|11.354166666666666|0
0|2021-12-29|0.0|0|0.0|0|245.20833333333334|0|14.229166666666666|0
0|2021-12-30|0.0|0|0.0|0|261.3541666666667|0|20.71875|0
0|2021-12-31|0.0|0|0.0|0|270.1041666666667|0|11.614583333333334|0
0|2022-01-01|0.0|0|0.0|0|263.0729166666667|0|16.21875|0
0|2022-01-02|0.0|0|0.0|0|191.77083333333334|0|7.458333333333333|0
0|2022-01-03|0.0|0|0.0|0|84.47916666666667|0|2.8229166666666665|0
0|2022-01-04|0.0|0|0.0|0|268.9583333333333|0|19.489583333333332|0
0|2022-01-05|0.0|0|0.0|0|266.7708333333333|0|28.541666666666668|0
0|2022-01-06|0.0|0|0.0|0|258.4375|0|25.260416666666668|0
0|2022-01-07|0.0|0|0.0|0|257.7083333333333|0|14.354166666666666|0
0|2022-01-08|0.0|0|0.0|0|267.0833333333333|0|16.90625|0
0|2022-01-09|0.0|0|0.0|0|249.375|0|9.416666666666666|0
0|2022-01-10|0.0|0|0.0|0|88.75|0|1.96875|0
0|2022-01-11|0.0|0|0.0|0|260.9375|0|11.3125|0
0|2022-01-12|0.0|0|0.0|0|255.9375|0|11.84375|0
0|2022-01-13|0.0|0|0.0|0|149.89583333333334|0|5.447916666666667|0
0|2022-01-14|0.0|0|0.0|0|264.6875|0|12.296875|0
0|2022-01-15|0.0|0|0.0|0|262.7083333333333|0|13.322916666666666|0
0|2022-01-16|0.0|0|0.0|0|256.7708333333333|0|10.947916666666666|0
0|2022-01-17|0.0|0|0.0|0|255.52083333333334|0|8.822916666666666|0
