|dates|Bledsoe_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Bledsoe_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Bledsoe_Tennessee_UnitedStates.NYT_ConfirmedCases.data|Bledsoe_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|Bledsoe_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Bledsoe_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Bledsoe_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Bledsoe_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-15|3519.0|0|3519.0|0|18.0|0|0.0|100
0|2021-11-16|3520.0|0|3520.0|0|18.0|0|0.0|100
0|2021-11-17|3524.0|0|3524.0|0|18.0|0|0.0|100
0|2021-11-18|3526.0|0|3526.0|0|18.0|0|0.0|100
0|2021-11-19|3530.0|0|3530.0|0|18.0|0|0.0|100
0|2021-11-20|3530.0|0|3530.0|0|18.0|0|0.0|100
0|2021-11-21|3530.0|0|3530.0|0|18.0|0|0.0|100
0|2021-11-22|3542.0|0|3542.0|0|18.0|0|0.0|100
0|2021-11-23|3546.0|0|3546.0|0|20.0|0|0.0|100
0|2021-11-24|3547.0|0|3547.0|0|22.0|0|0.0|100
0|2021-11-25|3547.0|0|3547.0|0|22.0|0|0.0|100
0|2021-11-26|3547.0|0|3547.0|0|22.0|0|0.0|100
0|2021-11-27|3547.0|0|3547.0|0|22.0|0|0.0|100
0|2021-11-28|3547.0|0|3547.0|0|22.0|0|0.0|100
0|2021-11-29|3556.0|0|3556.0|0|22.0|0|0.0|100
0|2021-11-30|3561.0|0|3561.0|0|22.0|0|0.0|100
0|2021-12-01|3566.0|0|3566.0|0|22.0|0|0.0|100
0|2021-12-02|3568.0|0|3568.0|0|22.0|0|0.0|100
0|2021-12-03|3575.0|0|3575.0|0|23.0|0|0.0|100
0|2021-12-04|3575.0|0|3575.0|0|23.0|0|0.0|100
0|2021-12-05|3575.0|0|3575.0|0|23.0|0|0.0|100
0|2021-12-06|3582.0|0|3582.0|0|24.0|0|0.0|100
0|2021-12-07|3582.0|0|3582.0|0|26.0|0|0.0|100
0|2021-12-08|3584.0|0|3584.0|0|26.0|0|0.0|100
0|2021-12-09|3584.0|0|3584.0|0|26.0|0|0.0|100
0|2021-12-10|3585.0|0|3585.0|0|26.0|0|0.0|100
0|2021-12-11|3585.0|0|3585.0|0|26.0|0|0.0|100
0|2021-12-12|3585.0|0|3585.0|0|26.0|0|0.0|100
0|2021-12-13|3588.0|0|3588.0|0|26.0|0|0.0|100
0|2021-12-14|3588.0|0|3591.0|0|26.0|0|0.0|100
0|2021-12-15|3596.0|0|3596.0|0|26.0|0|0.0|100
0|2021-12-16|3599.0|0|3599.0|0|27.0|0|0.0|100
0|2021-12-17|3600.0|0|3600.0|0|27.0|0|0.0|100
0|2021-12-18|3600.0|0|3600.0|0|27.0|0|0.0|100
0|2021-12-19|3600.0|0|3600.0|0|27.0|0|0.0|100
0|2021-12-20|3604.0|0|3604.0|0|28.0|0|0.0|100
0|2021-12-21|3605.0|0|3605.0|0|29.0|0|0.0|100
0|2021-12-22|3607.0|0|3607.0|0|29.0|0|0.0|100
0|2021-12-23|3619.0|0|3619.0|0|37.0|0|0.0|100
0|2021-12-24|3619.0|0|3619.0|0|37.0|0|0.0|100
0|2021-12-25|3619.0|0|3619.0|0|37.0|0|0.0|100
0|2021-12-26|3619.0|0|3619.0|0|37.0|0|0.0|100
0|2021-12-27|3632.0|0|3632.0|0|37.0|0|0.0|100
0|2021-12-28|3637.0|0|3637.0|0|37.0|0|0.0|100
0|2021-12-29|3643.0|0|3643.0|0|37.0|0|0.0|100
0|2021-12-30|3657.0|0|3657.0|0|38.0|0|0.0|100
0|2021-12-31|3657.0|0|3657.0|0|38.0|0|0.0|100
0|2022-01-01|3657.0|0|3657.0|0|38.0|0|0.0|100
0|2022-01-02|3657.0|0|3657.0|0|38.0|0|0.0|100
0|2022-01-03|3678.0|0|3678.0|0|39.0|0|0.0|100
0|2022-01-04|3687.0|0|3687.0|0|39.0|0|0.0|100
0|2022-01-05|3687.0|0|3687.0|0|39.0|0|0.0|100
0|2022-01-06|3687.0|0|3687.0|0|39.0|0|0.0|100
0|2022-01-07|3687.0|0|3687.0|0|39.0|0|0.0|100
0|2022-01-08|3687.0|0|3687.0|0|39.0|0|0.0|100
0|2022-01-09|3687.0|0|3687.0|0|39.0|0|0.0|100
0|2022-01-10|3687.0|0|3687.0|0|39.0|0|0.0|100
0|2022-01-11|3687.0|0|3687.0|0|39.0|0|0.0|100
0|2022-01-12|3746.0|0|3746.0|0|40.0|0|0.0|100
0|2022-01-13|3746.0|0|3746.0|0|40.0|0|0.0|100
0|2022-01-14|3746.0|0|3746.0|0|40.0|0|0.0|100
0|2022-01-15|3746.0|0|3746.0|0|40.0|0|0.0|100
0|2022-01-16|3746.0|0|3746.0|0|40.0|0|0.0|100
0|2022-01-17|3746.0|0|0.0|100|40.0|0|0.0|100
