|dates|Niobrara_Wyoming_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Niobrara_Wyoming_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Niobrara_Wyoming_UnitedStates.Male_Total_Population.data|Niobrara_Wyoming_UnitedStates.Male_Total_Population.missing|Niobrara_Wyoming_UnitedStates.Female_Total_Population.data|Niobrara_Wyoming_UnitedStates.Female_Total_Population.missing|Niobrara_Wyoming_UnitedStates.MaleAndFemale_Under18_Population.data|Niobrara_Wyoming_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-15|540.0|0|1091.0|0|1297.0|0|424.0|0
0|2021-11-16|540.0|0|1091.0|0|1297.0|0|424.0|0
0|2021-11-17|540.0|0|1091.0|0|1297.0|0|424.0|0
0|2021-11-18|540.0|0|1091.0|0|1297.0|0|424.0|0
0|2021-11-19|540.0|0|1091.0|0|1297.0|0|424.0|0
0|2021-11-20|540.0|0|1091.0|0|1297.0|0|424.0|0
0|2021-11-21|540.0|0|1091.0|0|1297.0|0|424.0|0
0|2021-11-22|540.0|0|1091.0|0|1297.0|0|424.0|0
0|2021-11-23|540.0|0|1091.0|0|1297.0|0|424.0|0
0|2021-11-24|540.0|0|1091.0|0|1297.0|0|424.0|0
0|2021-11-25|540.0|0|1091.0|0|1297.0|0|424.0|0
0|2021-11-26|540.0|0|1091.0|0|1297.0|0|424.0|0
0|2021-11-27|540.0|0|1091.0|0|1297.0|0|424.0|0
0|2021-11-28|540.0|0|1091.0|0|1297.0|0|424.0|0
0|2021-11-29|540.0|0|1091.0|0|1297.0|0|424.0|0
0|2021-11-30|540.0|0|1091.0|0|1297.0|0|424.0|0
0|2021-12-01|540.0|0|1091.0|0|1297.0|0|424.0|0
0|2021-12-02|540.0|0|1091.0|0|1297.0|0|424.0|0
0|2021-12-03|540.0|0|1091.0|0|1297.0|0|424.0|0
0|2021-12-04|540.0|0|1091.0|0|1297.0|0|424.0|0
0|2021-12-05|540.0|0|1091.0|0|1297.0|0|424.0|0
0|2021-12-06|540.0|0|1091.0|0|1297.0|0|424.0|0
0|2021-12-07|540.0|0|1091.0|0|1297.0|0|424.0|0
0|2021-12-08|540.0|0|1091.0|0|1297.0|0|424.0|0
0|2021-12-09|540.0|0|1091.0|0|1297.0|0|424.0|0
0|2021-12-10|540.0|0|1091.0|0|1297.0|0|424.0|0
0|2021-12-11|540.0|0|1091.0|0|1297.0|0|424.0|0
0|2021-12-12|540.0|0|1091.0|0|1297.0|0|424.0|0
0|2021-12-13|540.0|0|1091.0|0|1297.0|0|424.0|0
0|2021-12-14|540.0|0|1091.0|0|1297.0|0|424.0|0
0|2021-12-15|540.0|0|1091.0|0|1297.0|0|424.0|0
0|2021-12-16|540.0|0|1091.0|0|1297.0|0|424.0|0
0|2021-12-17|540.0|0|1091.0|0|1297.0|0|424.0|0
0|2021-12-18|540.0|0|1091.0|0|1297.0|0|424.0|0
0|2021-12-19|540.0|0|1091.0|0|1297.0|0|424.0|0
0|2021-12-20|540.0|0|1091.0|0|1297.0|0|424.0|0
0|2021-12-21|540.0|0|1091.0|0|1297.0|0|424.0|0
0|2021-12-22|540.0|0|1091.0|0|1297.0|0|424.0|0
0|2021-12-23|540.0|0|1091.0|0|1297.0|0|424.0|0
0|2021-12-24|540.0|0|1091.0|0|1297.0|0|424.0|0
0|2021-12-25|540.0|0|1091.0|0|1297.0|0|424.0|0
0|2021-12-26|540.0|0|1091.0|0|1297.0|0|424.0|0
0|2021-12-27|540.0|0|1091.0|0|1297.0|0|424.0|0
0|2021-12-28|540.0|0|1091.0|0|1297.0|0|424.0|0
0|2021-12-29|540.0|0|1091.0|0|1297.0|0|424.0|0
0|2021-12-30|540.0|0|1091.0|0|1297.0|0|424.0|0
0|2021-12-31|540.0|0|1091.0|0|1297.0|0|424.0|0
0|2022-01-01|540.0|0|1091.0|0|1297.0|0|424.0|0
0|2022-01-02|540.0|0|1091.0|0|1297.0|0|424.0|0
0|2022-01-03|540.0|0|1091.0|0|1297.0|0|424.0|0
0|2022-01-04|540.0|0|1091.0|0|1297.0|0|424.0|0
0|2022-01-05|540.0|0|1091.0|0|1297.0|0|424.0|0
0|2022-01-06|540.0|0|1091.0|0|1297.0|0|424.0|0
0|2022-01-07|540.0|0|1091.0|0|1297.0|0|424.0|0
0|2022-01-08|540.0|0|1091.0|0|1297.0|0|424.0|0
0|2022-01-09|540.0|0|1091.0|0|1297.0|0|424.0|0
0|2022-01-10|540.0|0|1091.0|0|1297.0|0|424.0|0
0|2022-01-11|540.0|0|1091.0|0|1297.0|0|424.0|0
0|2022-01-12|540.0|0|1091.0|0|1297.0|0|424.0|0
0|2022-01-13|540.0|0|1091.0|0|1297.0|0|424.0|0
0|2022-01-14|540.0|0|1091.0|0|1297.0|0|424.0|0
0|2022-01-15|540.0|0|1091.0|0|1297.0|0|424.0|0
0|2022-01-16|540.0|0|1091.0|0|1297.0|0|424.0|0
0|2022-01-17|540.0|0|1091.0|0|1297.0|0|424.0|0
