|dates|Franklin_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Franklin_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Franklin_Arkansas_UnitedStates.NYT_ConfirmedCases.data|Franklin_Arkansas_UnitedStates.NYT_ConfirmedCases.missing|Franklin_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Franklin_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Franklin_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Franklin_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-25|2799.0|0|2799.0|0|55.0|0|0.0|100
0|2021-11-26|2801.0|0|2801.0|0|55.0|0|0.0|100
0|2021-11-27|2803.0|0|2803.0|0|55.0|0|0.0|100
0|2021-11-28|2806.0|0|2806.0|0|55.0|0|0.0|100
0|2021-11-29|2807.0|0|2807.0|0|55.0|0|0.0|100
0|2021-11-30|2807.0|0|2810.0|0|55.0|0|0.0|100
0|2021-12-01|2812.0|0|2812.0|0|55.0|0|0.0|100
0|2021-12-02|2817.0|0|2817.0|0|55.0|0|0.0|100
0|2021-12-03|2818.0|0|2818.0|0|55.0|0|0.0|100
0|2021-12-04|2823.0|0|2823.0|0|55.0|0|0.0|100
0|2021-12-05|2825.0|0|2825.0|0|55.0|0|0.0|100
0|2021-12-06|2827.0|0|2827.0|0|55.0|0|0.0|100
0|2021-12-07|2830.0|0|2830.0|0|56.0|0|0.0|100
0|2021-12-08|2831.0|0|2831.0|0|56.0|0|0.0|100
0|2021-12-09|2835.0|0|2835.0|0|56.0|0|0.0|100
0|2021-12-10|2838.0|0|2838.0|0|56.0|0|0.0|100
0|2021-12-11|2841.0|0|2841.0|0|56.0|0|0.0|100
0|2021-12-12|2841.0|0|2841.0|0|56.0|0|0.0|100
0|2021-12-13|2841.0|0|2841.0|0|56.0|0|0.0|100
0|2021-12-14|2841.0|0|2845.0|0|56.0|0|0.0|100
0|2021-12-15|2849.0|0|2849.0|0|57.0|0|0.0|100
0|2021-12-16|2850.0|0|2850.0|0|57.0|0|0.0|100
0|2021-12-17|2854.0|0|2854.0|0|57.0|0|0.0|100
0|2021-12-18|2859.0|0|2859.0|0|57.0|0|0.0|100
0|2021-12-19|2860.0|0|2860.0|0|57.0|0|0.0|100
0|2021-12-20|2863.0|0|2863.0|0|57.0|0|0.0|100
0|2021-12-21|2867.0|0|2867.0|0|58.0|0|0.0|100
0|2021-12-22|2873.0|0|2873.0|0|58.0|0|0.0|100
0|2021-12-23|2877.0|0|2877.0|0|58.0|0|0.0|100
0|2021-12-24|2881.0|0|2881.0|0|58.0|0|0.0|100
0|2021-12-25|2882.0|0|2882.0|0|58.0|0|0.0|100
0|2021-12-26|2884.0|0|2884.0|0|58.0|0|0.0|100
0|2021-12-27|2889.0|0|2889.0|0|58.0|0|0.0|100
0|2021-12-28|2890.0|0|2890.0|0|58.0|0|0.0|100
0|2021-12-29|2897.0|0|2897.0|0|58.0|0|0.0|100
0|2021-12-30|2899.0|0|2899.0|0|58.0|0|0.0|100
0|2021-12-31|2907.0|0|2907.0|0|58.0|0|0.0|100
0|2022-01-01|2908.0|0|2908.0|0|59.0|0|0.0|100
0|2022-01-02|2912.0|0|2912.0|0|59.0|0|0.0|100
0|2022-01-03|2920.0|0|2920.0|0|59.0|0|0.0|100
0|2022-01-04|2941.0|0|2941.0|0|59.0|0|0.0|100
0|2022-01-05|2958.0|0|2958.0|0|59.0|0|0.0|100
0|2022-01-06|2976.0|0|2976.0|0|59.0|0|0.0|100
0|2022-01-07|3000.0|0|3000.0|0|61.0|0|0.0|100
0|2022-01-08|3020.0|0|3020.0|0|61.0|0|0.0|100
0|2022-01-09|3020.0|0|3020.0|0|61.0|0|0.0|100
0|2022-01-10|3042.0|0|3042.0|0|61.0|0|0.0|100
0|2022-01-11|3073.0|0|3073.0|0|61.0|0|0.0|100
0|2022-01-12|3113.0|0|3113.0|0|61.0|0|0.0|100
0|2022-01-13|3113.0|0|3149.0|0|61.0|0|0.0|100
0|2022-01-14|3197.0|0|3197.0|0|61.0|0|0.0|100
0|2022-01-15|3255.0|0|3255.0|0|61.0|0|0.0|100
0|2022-01-16|3262.0|0|3262.0|0|61.0|0|0.0|100
0|2022-01-17|3279.0|0|0.0|100|61.0|0|0.0|100
