|dates|Owsley_Kentucky_UnitedStates.BLS_EmployedPopulation.data|Owsley_Kentucky_UnitedStates.BLS_EmployedPopulation.missing|Owsley_Kentucky_UnitedStates.BLS_UnemployedPopulation.data|Owsley_Kentucky_UnitedStates.BLS_UnemployedPopulation.missing|Owsley_Kentucky_UnitedStates.BLS_UnemploymentRate.data|Owsley_Kentucky_UnitedStates.BLS_UnemploymentRate.missing|Owsley_Kentucky_UnitedStates.BLS_LaborForcePopulation.data|Owsley_Kentucky_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-12-03|975.0|0|58.0|0|5.614714424007745|0|1033.0|0
0|2021-12-04|975.0|0|58.0|0|5.614714424007745|0|1033.0|0
0|2021-12-05|975.0|0|58.0|0|5.614714424007745|0|1033.0|0
0|2021-12-06|975.0|0|58.0|0|5.614714424007745|0|1033.0|0
0|2021-12-07|975.0|0|58.0|0|5.614714424007745|0|1033.0|0
0|2021-12-08|975.0|0|58.0|0|5.614714424007745|0|1033.0|0
0|2021-12-09|975.0|0|58.0|0|5.614714424007745|0|1033.0|0
0|2021-12-10|975.0|0|58.0|0|5.614714424007745|0|1033.0|0
0|2021-12-11|975.0|0|58.0|0|5.614714424007745|0|1033.0|0
0|2021-12-12|975.0|0|58.0|0|5.614714424007745|0|1033.0|0
0|2021-12-13|975.0|0|58.0|0|5.614714424007745|0|1033.0|0
0|2021-12-14|975.0|0|58.0|0|5.614714424007745|0|1033.0|0
0|2021-12-15|975.0|0|58.0|0|5.614714424007745|0|1033.0|0
0|2021-12-16|975.0|0|58.0|0|5.614714424007745|0|1033.0|0
0|2021-12-17|975.0|0|58.0|0|5.614714424007745|0|1033.0|0
0|2021-12-18|975.0|0|58.0|0|5.614714424007745|0|1033.0|0
0|2021-12-19|975.0|0|58.0|0|5.614714424007745|0|1033.0|0
0|2021-12-20|975.0|0|58.0|0|5.614714424007745|0|1033.0|0
0|2021-12-21|975.0|0|58.0|0|5.614714424007745|0|1033.0|0
0|2021-12-22|975.0|0|58.0|0|5.614714424007745|0|1033.0|0
0|2021-12-23|975.0|0|58.0|0|5.614714424007745|0|1033.0|0
0|2021-12-24|975.0|0|58.0|0|5.614714424007745|0|1033.0|0
0|2021-12-25|975.0|0|58.0|0|5.614714424007745|0|1033.0|0
0|2021-12-26|975.0|0|58.0|0|5.614714424007745|0|1033.0|0
0|2021-12-27|975.0|0|58.0|0|5.614714424007745|0|1033.0|0
0|2021-12-28|975.0|0|58.0|0|5.614714424007745|0|1033.0|0
0|2021-12-29|975.0|0|58.0|0|5.614714424007745|0|1033.0|0
0|2021-12-30|975.0|0|58.0|0|5.614714424007745|0|1033.0|0
0|2021-12-31|975.0|0|58.0|0|5.614714424007745|0|1033.0|0
0|2022-01-01|975.0|0|58.0|0|5.614714424007745|0|1033.0|0
0|2022-01-02|975.0|0|58.0|0|5.614714424007745|0|1033.0|0
0|2022-01-03|975.0|0|58.0|0|5.614714424007745|0|1033.0|0
0|2022-01-04|975.0|0|58.0|0|5.614714424007745|0|1033.0|0
0|2022-01-05|975.0|0|58.0|0|5.614714424007745|0|1033.0|0
0|2022-01-06|975.0|0|58.0|0|5.614714424007745|0|1033.0|0
0|2022-01-07|975.0|0|58.0|0|5.614714424007745|0|1033.0|0
0|2022-01-08|975.0|0|58.0|0|5.614714424007745|0|1033.0|0
0|2022-01-09|975.0|0|58.0|0|5.614714424007745|0|1033.0|0
0|2022-01-10|975.0|0|58.0|0|5.614714424007745|0|1033.0|0
0|2022-01-11|975.0|0|58.0|0|5.614714424007745|0|1033.0|0
0|2022-01-12|975.0|0|58.0|0|5.614714424007745|0|1033.0|0
0|2022-01-13|975.0|0|58.0|0|5.614714424007745|0|1033.0|0
0|2022-01-14|975.0|0|58.0|0|5.614714424007745|0|1033.0|0
0|2022-01-15|975.0|0|58.0|0|5.614714424007745|0|1033.0|0
0|2022-01-16|975.0|0|58.0|0|5.614714424007745|0|1033.0|0
0|2022-01-17|975.0|0|58.0|0|5.614714424007745|0|1033.0|0
