|dates|Pushmataha_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Pushmataha_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Pushmataha_Oklahoma_UnitedStates.Male_Total_Population.data|Pushmataha_Oklahoma_UnitedStates.Male_Total_Population.missing|Pushmataha_Oklahoma_UnitedStates.Female_Total_Population.data|Pushmataha_Oklahoma_UnitedStates.Female_Total_Population.missing|Pushmataha_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|Pushmataha_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-21|2572.0|0|5489.0|0|5690.0|0|2477.0|0
0|2021-11-22|2572.0|0|5489.0|0|5690.0|0|2477.0|0
0|2021-11-23|2572.0|0|5489.0|0|5690.0|0|2477.0|0
0|2021-11-24|2572.0|0|5489.0|0|5690.0|0|2477.0|0
0|2021-11-25|2572.0|0|5489.0|0|5690.0|0|2477.0|0
0|2021-11-26|2572.0|0|5489.0|0|5690.0|0|2477.0|0
0|2021-11-27|2572.0|0|5489.0|0|5690.0|0|2477.0|0
0|2021-11-28|2572.0|0|5489.0|0|5690.0|0|2477.0|0
0|2021-11-29|2572.0|0|5489.0|0|5690.0|0|2477.0|0
0|2021-11-30|2572.0|0|5489.0|0|5690.0|0|2477.0|0
0|2021-12-01|2572.0|0|5489.0|0|5690.0|0|2477.0|0
0|2021-12-02|2572.0|0|5489.0|0|5690.0|0|2477.0|0
0|2021-12-03|2572.0|0|5489.0|0|5690.0|0|2477.0|0
0|2021-12-04|2572.0|0|5489.0|0|5690.0|0|2477.0|0
0|2021-12-05|2572.0|0|5489.0|0|5690.0|0|2477.0|0
0|2021-12-06|2572.0|0|5489.0|0|5690.0|0|2477.0|0
0|2021-12-07|2572.0|0|5489.0|0|5690.0|0|2477.0|0
0|2021-12-08|2572.0|0|5489.0|0|5690.0|0|2477.0|0
0|2021-12-09|2572.0|0|5489.0|0|5690.0|0|2477.0|0
0|2021-12-10|2572.0|0|5489.0|0|5690.0|0|2477.0|0
0|2021-12-11|2572.0|0|5489.0|0|5690.0|0|2477.0|0
0|2021-12-12|2572.0|0|5489.0|0|5690.0|0|2477.0|0
0|2021-12-13|2572.0|0|5489.0|0|5690.0|0|2477.0|0
0|2021-12-14|2572.0|0|5489.0|0|5690.0|0|2477.0|0
0|2021-12-15|2572.0|0|5489.0|0|5690.0|0|2477.0|0
0|2021-12-16|2572.0|0|5489.0|0|5690.0|0|2477.0|0
0|2021-12-17|2572.0|0|5489.0|0|5690.0|0|2477.0|0
0|2021-12-18|2572.0|0|5489.0|0|5690.0|0|2477.0|0
0|2021-12-19|2572.0|0|5489.0|0|5690.0|0|2477.0|0
0|2021-12-20|2572.0|0|5489.0|0|5690.0|0|2477.0|0
0|2021-12-21|2572.0|0|5489.0|0|5690.0|0|2477.0|0
0|2021-12-22|2572.0|0|5489.0|0|5690.0|0|2477.0|0
0|2021-12-23|2572.0|0|5489.0|0|5690.0|0|2477.0|0
0|2021-12-24|2572.0|0|5489.0|0|5690.0|0|2477.0|0
0|2021-12-25|2572.0|0|5489.0|0|5690.0|0|2477.0|0
0|2021-12-26|2572.0|0|5489.0|0|5690.0|0|2477.0|0
0|2021-12-27|2572.0|0|5489.0|0|5690.0|0|2477.0|0
0|2021-12-28|2572.0|0|5489.0|0|5690.0|0|2477.0|0
0|2021-12-29|2572.0|0|5489.0|0|5690.0|0|2477.0|0
0|2021-12-30|2572.0|0|5489.0|0|5690.0|0|2477.0|0
0|2021-12-31|2572.0|0|5489.0|0|5690.0|0|2477.0|0
0|2022-01-01|2572.0|0|5489.0|0|5690.0|0|2477.0|0
0|2022-01-02|2572.0|0|5489.0|0|5690.0|0|2477.0|0
0|2022-01-03|2572.0|0|5489.0|0|5690.0|0|2477.0|0
0|2022-01-04|2572.0|0|5489.0|0|5690.0|0|2477.0|0
0|2022-01-05|2572.0|0|5489.0|0|5690.0|0|2477.0|0
0|2022-01-06|2572.0|0|5489.0|0|5690.0|0|2477.0|0
0|2022-01-07|2572.0|0|5489.0|0|5690.0|0|2477.0|0
0|2022-01-08|2572.0|0|5489.0|0|5690.0|0|2477.0|0
0|2022-01-09|2572.0|0|5489.0|0|5690.0|0|2477.0|0
0|2022-01-10|2572.0|0|5489.0|0|5690.0|0|2477.0|0
0|2022-01-11|2572.0|0|5489.0|0|5690.0|0|2477.0|0
0|2022-01-12|2572.0|0|5489.0|0|5690.0|0|2477.0|0
0|2022-01-13|2572.0|0|5489.0|0|5690.0|0|2477.0|0
0|2022-01-14|2572.0|0|5489.0|0|5690.0|0|2477.0|0
0|2022-01-15|2572.0|0|5489.0|0|5690.0|0|2477.0|0
0|2022-01-16|2572.0|0|5489.0|0|5690.0|0|2477.0|0
0|2022-01-17|2572.0|0|5489.0|0|5690.0|0|2477.0|0
