|dates|ElPaso_Colorado_UnitedStates.JHU_ConfirmedCases.data|ElPaso_Colorado_UnitedStates.JHU_ConfirmedCases.missing|ElPaso_Colorado_UnitedStates.NYT_ConfirmedCases.data|ElPaso_Colorado_UnitedStates.NYT_ConfirmedCases.missing|ElPaso_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|ElPaso_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|ElPaso_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|ElPaso_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-01|125644.0|0|125644.0|0|1404.0|0|0.0|100
0|2022-01-02|125644.0|0|125644.0|0|1404.0|0|0.0|100
0|2022-01-03|128273.0|0|128273.0|0|1409.0|0|0.0|100
0|2022-01-04|129236.0|0|129236.0|0|1423.0|0|0.0|100
0|2022-01-05|130428.0|0|130428.0|0|1426.0|0|0.0|100
0|2022-01-06|131617.0|0|131617.0|0|1438.0|0|0.0|100
0|2022-01-07|132842.0|0|132842.0|0|1440.0|0|0.0|100
0|2022-01-08|132842.0|0|132842.0|0|1440.0|0|0.0|100
0|2022-01-09|132842.0|0|132842.0|0|1440.0|0|0.0|100
0|2022-01-10|139125.0|0|139125.0|0|1447.0|0|0.0|100
0|2022-01-11|142027.0|0|142027.0|0|1449.0|0|0.0|100
0|2022-01-12|144217.0|0|144217.0|0|1454.0|0|0.0|100
0|2022-01-13|144217.0|0|146181.0|0|1454.0|0|0.0|100
0|2022-01-14|148029.0|0|147105.0|0|1457.0|0|0.0|100
0|2022-01-15|148029.0|0|148029.0|0|1457.0|0|0.0|100
0|2022-01-16|148029.0|0|148029.0|0|1457.0|0|0.0|100
0|2022-01-17|152480.0|0|0.0|100|1459.0|0|0.0|100
