|dates|Franklin_Washington_UnitedStates.JHU_ConfirmedCases.data|Franklin_Washington_UnitedStates.JHU_ConfirmedCases.missing|Franklin_Washington_UnitedStates.NYT_ConfirmedCases.data|Franklin_Washington_UnitedStates.NYT_ConfirmedCases.missing|Franklin_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Franklin_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Franklin_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Franklin_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-09|20406.0|0|20406.0|0|180.0|0|0.0|100
0|2021-11-10|20406.0|0|20433.0|0|180.0|0|0.0|100
0|2021-11-11|20433.0|0|20433.0|0|180.0|0|0.0|100
0|2021-11-12|20460.0|0|20460.0|0|180.0|0|0.0|100
0|2021-11-13|20460.0|0|20460.0|0|180.0|0|0.0|100
0|2021-11-14|20460.0|0|20460.0|0|180.0|0|0.0|100
0|2021-11-15|20515.0|0|20515.0|0|181.0|0|0.0|100
0|2021-11-16|20529.0|0|20529.0|0|180.0|0|0.0|100
0|2021-11-17|20544.0|0|20544.0|0|180.0|0|0.0|100
0|2021-11-18|20560.0|0|20560.0|0|181.0|0|0.0|100
0|2021-11-19|20567.0|0|20567.0|0|181.0|0|0.0|100
0|2021-11-20|20567.0|0|20567.0|0|181.0|0|0.0|100
0|2021-11-21|20567.0|0|20567.0|0|181.0|0|0.0|100
0|2021-11-22|20590.0|0|20590.0|0|182.0|0|0.0|100
0|2021-11-23|20607.0|0|20607.0|0|182.0|0|0.0|100
0|2021-11-24|20624.0|0|20624.0|0|182.0|0|0.0|100
0|2021-11-25|20624.0|0|20624.0|0|182.0|0|0.0|100
0|2021-11-26|20624.0|0|20624.0|0|182.0|0|0.0|100
0|2021-11-27|20624.0|0|20624.0|0|182.0|0|0.0|100
0|2021-11-28|20624.0|0|20624.0|0|182.0|0|0.0|100
0|2021-11-29|20688.0|0|20688.0|0|182.0|0|0.0|100
0|2021-11-30|20701.0|0|20701.0|0|182.0|0|0.0|100
0|2021-12-01|20701.0|0|20701.0|0|182.0|0|0.0|100
0|2021-12-02|20731.0|0|20731.0|0|182.0|0|0.0|100
0|2021-12-03|20750.0|0|20750.0|0|182.0|0|0.0|100
0|2021-12-04|20750.0|0|20750.0|0|182.0|0|0.0|100
0|2021-12-05|20750.0|0|20750.0|0|182.0|0|0.0|100
0|2021-12-06|20786.0|0|20786.0|0|182.0|0|0.0|100
0|2021-12-07|20800.0|0|20800.0|0|182.0|0|0.0|100
0|2021-12-08|20813.0|0|20813.0|0|183.0|0|0.0|100
0|2021-12-09|20827.0|0|20827.0|0|184.0|0|0.0|100
0|2021-12-10|20850.0|0|20850.0|0|184.0|0|0.0|100
0|2021-12-11|20850.0|0|20850.0|0|184.0|0|0.0|100
0|2021-12-12|20850.0|0|20850.0|0|184.0|0|0.0|100
0|2021-12-13|20882.0|0|20882.0|0|184.0|0|0.0|100
0|2021-12-14|20882.0|0|20896.0|0|184.0|0|0.0|100
0|2021-12-15|20900.0|0|20900.0|0|184.0|0|0.0|100
0|2021-12-16|20908.0|0|20908.0|0|184.0|0|0.0|100
0|2021-12-17|20926.0|0|20926.0|0|184.0|0|0.0|100
0|2021-12-18|20926.0|0|20926.0|0|184.0|0|0.0|100
0|2021-12-19|20926.0|0|20926.0|0|184.0|0|0.0|100
0|2021-12-20|20937.0|0|20937.0|0|184.0|0|0.0|100
0|2021-12-21|20955.0|0|20955.0|0|184.0|0|0.0|100
0|2021-12-22|20957.0|0|20957.0|0|184.0|0|0.0|100
0|2021-12-23|20974.0|0|20974.0|0|184.0|0|0.0|100
0|2021-12-24|20974.0|0|20974.0|0|184.0|0|0.0|100
0|2021-12-25|20974.0|0|20974.0|0|184.0|0|0.0|100
0|2021-12-26|20974.0|0|20974.0|0|184.0|0|0.0|100
0|2021-12-27|21024.0|0|21024.0|0|184.0|0|0.0|100
0|2021-12-28|21085.0|0|21085.0|0|184.0|0|0.0|100
0|2021-12-29|21115.0|0|21115.0|0|184.0|0|0.0|100
0|2021-12-30|21189.0|0|21189.0|0|184.0|0|0.0|100
0|2021-12-31|21189.0|0|21189.0|0|184.0|0|0.0|100
0|2022-01-01|21189.0|0|21189.0|0|184.0|0|0.0|100
0|2022-01-02|21189.0|0|21189.0|0|184.0|0|0.0|100
0|2022-01-03|21521.0|0|21521.0|0|184.0|0|0.0|100
0|2022-01-04|21521.0|0|21634.0|0|185.0|0|0.0|100
0|2022-01-05|21761.0|0|21761.0|0|185.0|0|0.0|100
0|2022-01-06|21941.0|0|21941.0|0|186.0|0|0.0|100
0|2022-01-07|22100.0|0|22100.0|0|186.0|0|0.0|100
0|2022-01-08|22100.0|0|22100.0|0|186.0|0|0.0|100
0|2022-01-09|22100.0|0|22100.0|0|186.0|0|0.0|100
0|2022-01-10|22485.0|0|22485.0|0|187.0|0|0.0|100
0|2022-01-11|22559.0|0|22559.0|0|187.0|0|0.0|100
0|2022-01-12|22787.0|0|22787.0|0|187.0|0|0.0|100
0|2022-01-13|22787.0|0|23262.0|0|187.0|0|0.0|100
0|2022-01-14|23676.0|0|23676.0|0|189.0|0|0.0|100
0|2022-01-15|23676.0|0|23676.0|0|189.0|0|0.0|100
0|2022-01-16|23676.0|0|23676.0|0|189.0|0|0.0|100
0|2022-01-17|23676.0|0|0.0|100|189.0|0|0.0|100
