|dates|Nuckolls_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Nuckolls_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Nuckolls_Nebraska_UnitedStates.NYT_ConfirmedCases.data|Nuckolls_Nebraska_UnitedStates.NYT_ConfirmedCases.missing|Nuckolls_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Nuckolls_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Nuckolls_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Nuckolls_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-11|652.0|0|652.0|0|11.0|0|0.0|100
0|2021-11-12|658.0|0|658.0|0|11.0|0|0.0|100
0|2021-11-13|658.0|0|658.0|0|11.0|0|0.0|100
0|2021-11-14|658.0|0|658.0|0|11.0|0|0.0|100
0|2021-11-15|663.0|0|663.0|0|11.0|0|0.0|100
0|2021-11-16|663.0|0|663.0|0|11.0|0|0.0|100
0|2021-11-17|667.0|0|667.0|0|11.0|0|0.0|100
0|2021-11-18|668.0|0|668.0|0|11.0|0|0.0|100
0|2021-11-19|669.0|0|669.0|0|11.0|0|0.0|100
0|2021-11-20|669.0|0|669.0|0|11.0|0|0.0|100
0|2021-11-21|669.0|0|669.0|0|11.0|0|0.0|100
0|2021-11-22|675.0|0|675.0|0|11.0|0|0.0|100
0|2021-11-23|677.0|0|677.0|0|11.0|0|0.0|100
0|2021-11-24|679.0|0|679.0|0|11.0|0|0.0|100
0|2021-11-25|679.0|0|679.0|0|11.0|0|0.0|100
0|2021-11-26|679.0|0|679.0|0|11.0|0|0.0|100
0|2021-11-27|679.0|0|679.0|0|11.0|0|0.0|100
0|2021-11-28|679.0|0|679.0|0|11.0|0|0.0|100
0|2021-11-29|684.0|0|684.0|0|11.0|0|0.0|100
0|2021-11-30|687.0|0|687.0|0|11.0|0|0.0|100
0|2021-12-01|689.0|0|689.0|0|11.0|0|0.0|100
0|2021-12-02|691.0|0|691.0|0|11.0|0|0.0|100
0|2021-12-03|700.0|0|700.0|0|11.0|0|0.0|100
0|2021-12-04|700.0|0|700.0|0|11.0|0|0.0|100
0|2021-12-05|700.0|0|700.0|0|11.0|0|0.0|100
0|2021-12-06|703.0|0|703.0|0|11.0|0|0.0|100
0|2021-12-07|702.0|0|702.0|0|11.0|0|0.0|100
0|2021-12-08|705.0|0|705.0|0|11.0|0|0.0|100
0|2021-12-09|710.0|0|710.0|0|11.0|0|0.0|100
0|2021-12-10|711.0|0|711.0|0|11.0|0|0.0|100
0|2021-12-11|711.0|0|711.0|0|11.0|0|0.0|100
0|2021-12-12|711.0|0|711.0|0|11.0|0|0.0|100
0|2021-12-13|712.0|0|712.0|0|11.0|0|0.0|100
0|2021-12-14|712.0|0|714.0|0|11.0|0|0.0|100
0|2021-12-15|714.0|0|714.0|0|11.0|0|0.0|100
0|2021-12-16|714.0|0|714.0|0|11.0|0|0.0|100
0|2021-12-17|717.0|0|717.0|0|11.0|0|0.0|100
0|2021-12-18|717.0|0|717.0|0|11.0|0|0.0|100
0|2021-12-19|717.0|0|717.0|0|11.0|0|0.0|100
0|2021-12-20|721.0|0|721.0|0|11.0|0|0.0|100
0|2021-12-21|721.0|0|721.0|0|11.0|0|0.0|100
0|2021-12-22|721.0|0|721.0|0|11.0|0|0.0|100
0|2021-12-23|725.0|0|725.0|0|11.0|0|0.0|100
0|2021-12-24|725.0|0|725.0|0|11.0|0|0.0|100
0|2021-12-25|725.0|0|725.0|0|11.0|0|0.0|100
0|2021-12-26|725.0|0|725.0|0|11.0|0|0.0|100
0|2021-12-27|725.0|0|725.0|0|11.0|0|0.0|100
0|2021-12-28|733.0|0|733.0|0|11.0|0|0.0|100
0|2021-12-29|733.0|0|733.0|0|11.0|0|0.0|100
0|2021-12-30|736.0|0|736.0|0|11.0|0|0.0|100
0|2021-12-31|736.0|0|736.0|0|11.0|0|0.0|100
0|2022-01-01|736.0|0|736.0|0|11.0|0|0.0|100
0|2022-01-02|736.0|0|736.0|0|11.0|0|0.0|100
0|2022-01-03|744.0|0|744.0|0|11.0|0|0.0|100
0|2022-01-04|745.0|0|745.0|0|11.0|0|0.0|100
0|2022-01-05|749.0|0|749.0|0|11.0|0|0.0|100
0|2022-01-06|757.0|0|757.0|0|11.0|0|0.0|100
0|2022-01-07|758.0|0|758.0|0|11.0|0|0.0|100
0|2022-01-08|758.0|0|758.0|0|11.0|0|0.0|100
0|2022-01-09|758.0|0|758.0|0|11.0|0|0.0|100
0|2022-01-10|763.0|0|763.0|0|11.0|0|0.0|100
0|2022-01-11|766.0|0|766.0|0|11.0|0|0.0|100
0|2022-01-12|770.0|0|770.0|0|11.0|0|0.0|100
0|2022-01-13|770.0|0|780.0|0|11.0|0|0.0|100
0|2022-01-14|782.0|0|782.0|0|11.0|0|0.0|100
0|2022-01-15|782.0|0|782.0|0|11.0|0|0.0|100
0|2022-01-16|782.0|0|782.0|0|11.0|0|0.0|100
0|2022-01-17|792.0|0|0.0|100|11.0|0|0.0|100
