|dates|Lonoke_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Lonoke_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Lonoke_Arkansas_UnitedStates.NYT_ConfirmedCases.data|Lonoke_Arkansas_UnitedStates.NYT_ConfirmedCases.missing|Lonoke_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Lonoke_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Lonoke_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Lonoke_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-15|12717.0|0|12717.0|0|177.0|0|0.0|100
0|2021-12-16|12744.0|0|12744.0|0|177.0|0|0.0|100
0|2021-12-17|12785.0|0|12785.0|0|177.0|0|0.0|100
0|2021-12-18|12797.0|0|12797.0|0|178.0|0|0.0|100
0|2021-12-19|12812.0|0|12812.0|0|178.0|0|0.0|100
0|2021-12-20|12819.0|0|12819.0|0|178.0|0|0.0|100
0|2021-12-21|12849.0|0|12849.0|0|178.0|0|0.0|100
0|2021-12-22|12866.0|0|12866.0|0|178.0|0|0.0|100
0|2021-12-23|12894.0|0|12894.0|0|179.0|0|0.0|100
0|2021-12-24|12952.0|0|12952.0|0|179.0|0|0.0|100
0|2021-12-25|12980.0|0|12980.0|0|180.0|0|0.0|100
0|2021-12-26|12979.0|0|12979.0|0|180.0|0|0.0|100
0|2021-12-27|12993.0|0|12993.0|0|180.0|0|0.0|100
0|2021-12-28|13064.0|0|13064.0|0|181.0|0|0.0|100
0|2021-12-29|13157.0|0|13157.0|0|181.0|0|0.0|100
0|2021-12-30|13266.0|0|13266.0|0|181.0|0|0.0|100
0|2021-12-31|13353.0|0|13353.0|0|181.0|0|0.0|100
0|2022-01-01|13417.0|0|13417.0|0|181.0|0|0.0|100
0|2022-01-02|13457.0|0|13457.0|0|181.0|0|0.0|100
0|2022-01-03|13507.0|0|13507.0|0|182.0|0|0.0|100
0|2022-01-04|13708.0|0|13708.0|0|184.0|0|0.0|100
0|2022-01-05|13925.0|0|13925.0|0|184.0|0|0.0|100
0|2022-01-06|14127.0|0|14127.0|0|184.0|0|0.0|100
0|2022-01-07|14379.0|0|14379.0|0|184.0|0|0.0|100
0|2022-01-08|14617.0|0|14617.0|0|184.0|0|0.0|100
0|2022-01-09|14617.0|0|14617.0|0|184.0|0|0.0|100
0|2022-01-10|14818.0|0|14818.0|0|185.0|0|0.0|100
0|2022-01-11|15036.0|0|15036.0|0|188.0|0|0.0|100
0|2022-01-12|15352.0|0|15352.0|0|188.0|0|0.0|100
0|2022-01-13|15352.0|0|15669.0|0|188.0|0|0.0|100
0|2022-01-14|15944.0|0|15944.0|0|190.0|0|0.0|100
0|2022-01-15|16215.0|0|16215.0|0|191.0|0|0.0|100
0|2022-01-16|16355.0|0|16355.0|0|191.0|0|0.0|100
0|2022-01-17|16450.0|0|0.0|100|191.0|0|0.0|100
