|dates|Antelope_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Antelope_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Antelope_Nebraska_UnitedStates.Male_Total_Population.data|Antelope_Nebraska_UnitedStates.Male_Total_Population.missing|Antelope_Nebraska_UnitedStates.Female_Total_Population.data|Antelope_Nebraska_UnitedStates.Female_Total_Population.missing|Antelope_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Antelope_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-30|1493.0|0|3184.0|0|3152.0|0|1511.0|0
0|2021-12-01|1493.0|0|3184.0|0|3152.0|0|1511.0|0
0|2021-12-02|1493.0|0|3184.0|0|3152.0|0|1511.0|0
0|2021-12-03|1493.0|0|3184.0|0|3152.0|0|1511.0|0
0|2021-12-04|1493.0|0|3184.0|0|3152.0|0|1511.0|0
0|2021-12-05|1493.0|0|3184.0|0|3152.0|0|1511.0|0
0|2021-12-06|1493.0|0|3184.0|0|3152.0|0|1511.0|0
0|2021-12-07|1493.0|0|3184.0|0|3152.0|0|1511.0|0
0|2021-12-08|1493.0|0|3184.0|0|3152.0|0|1511.0|0
0|2021-12-09|1493.0|0|3184.0|0|3152.0|0|1511.0|0
0|2021-12-10|1493.0|0|3184.0|0|3152.0|0|1511.0|0
0|2021-12-11|1493.0|0|3184.0|0|3152.0|0|1511.0|0
0|2021-12-12|1493.0|0|3184.0|0|3152.0|0|1511.0|0
0|2021-12-13|1493.0|0|3184.0|0|3152.0|0|1511.0|0
0|2021-12-14|1493.0|0|3184.0|0|3152.0|0|1511.0|0
0|2021-12-15|1493.0|0|3184.0|0|3152.0|0|1511.0|0
0|2021-12-16|1493.0|0|3184.0|0|3152.0|0|1511.0|0
0|2021-12-17|1493.0|0|3184.0|0|3152.0|0|1511.0|0
0|2021-12-18|1493.0|0|3184.0|0|3152.0|0|1511.0|0
0|2021-12-19|1493.0|0|3184.0|0|3152.0|0|1511.0|0
0|2021-12-20|1493.0|0|3184.0|0|3152.0|0|1511.0|0
0|2021-12-21|1493.0|0|3184.0|0|3152.0|0|1511.0|0
0|2021-12-22|1493.0|0|3184.0|0|3152.0|0|1511.0|0
0|2021-12-23|1493.0|0|3184.0|0|3152.0|0|1511.0|0
0|2021-12-24|1493.0|0|3184.0|0|3152.0|0|1511.0|0
0|2021-12-25|1493.0|0|3184.0|0|3152.0|0|1511.0|0
0|2021-12-26|1493.0|0|3184.0|0|3152.0|0|1511.0|0
0|2021-12-27|1493.0|0|3184.0|0|3152.0|0|1511.0|0
0|2021-12-28|1493.0|0|3184.0|0|3152.0|0|1511.0|0
0|2021-12-29|1493.0|0|3184.0|0|3152.0|0|1511.0|0
0|2021-12-30|1493.0|0|3184.0|0|3152.0|0|1511.0|0
0|2021-12-31|1493.0|0|3184.0|0|3152.0|0|1511.0|0
0|2022-01-01|1493.0|0|3184.0|0|3152.0|0|1511.0|0
0|2022-01-02|1493.0|0|3184.0|0|3152.0|0|1511.0|0
0|2022-01-03|1493.0|0|3184.0|0|3152.0|0|1511.0|0
0|2022-01-04|1493.0|0|3184.0|0|3152.0|0|1511.0|0
0|2022-01-05|1493.0|0|3184.0|0|3152.0|0|1511.0|0
0|2022-01-06|1493.0|0|3184.0|0|3152.0|0|1511.0|0
0|2022-01-07|1493.0|0|3184.0|0|3152.0|0|1511.0|0
0|2022-01-08|1493.0|0|3184.0|0|3152.0|0|1511.0|0
0|2022-01-09|1493.0|0|3184.0|0|3152.0|0|1511.0|0
0|2022-01-10|1493.0|0|3184.0|0|3152.0|0|1511.0|0
0|2022-01-11|1493.0|0|3184.0|0|3152.0|0|1511.0|0
0|2022-01-12|1493.0|0|3184.0|0|3152.0|0|1511.0|0
0|2022-01-13|1493.0|0|3184.0|0|3152.0|0|1511.0|0
0|2022-01-14|1493.0|0|3184.0|0|3152.0|0|1511.0|0
0|2022-01-15|1493.0|0|3184.0|0|3152.0|0|1511.0|0
0|2022-01-16|1493.0|0|3184.0|0|3152.0|0|1511.0|0
0|2022-01-17|1493.0|0|3184.0|0|3152.0|0|1511.0|0
