|dates|Newport_RhodeIsland_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Newport_RhodeIsland_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Newport_RhodeIsland_UnitedStates.Male_Total_Population.data|Newport_RhodeIsland_UnitedStates.Male_Total_Population.missing|Newport_RhodeIsland_UnitedStates.Female_Total_Population.data|Newport_RhodeIsland_UnitedStates.Female_Total_Population.missing|Newport_RhodeIsland_UnitedStates.MaleAndFemale_Under18_Population.data|Newport_RhodeIsland_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-09|18315.0|0|40769.0|0|41773.0|0|13954.0|0
0|2021-12-10|18315.0|0|40769.0|0|41773.0|0|13954.0|0
0|2021-12-11|18315.0|0|40769.0|0|41773.0|0|13954.0|0
0|2021-12-12|18315.0|0|40769.0|0|41773.0|0|13954.0|0
0|2021-12-13|18315.0|0|40769.0|0|41773.0|0|13954.0|0
0|2021-12-14|18315.0|0|40769.0|0|41773.0|0|13954.0|0
0|2021-12-15|18315.0|0|40769.0|0|41773.0|0|13954.0|0
0|2021-12-16|18315.0|0|40769.0|0|41773.0|0|13954.0|0
0|2021-12-17|18315.0|0|40769.0|0|41773.0|0|13954.0|0
0|2021-12-18|18315.0|0|40769.0|0|41773.0|0|13954.0|0
0|2021-12-19|18315.0|0|40769.0|0|41773.0|0|13954.0|0
0|2021-12-20|18315.0|0|40769.0|0|41773.0|0|13954.0|0
0|2021-12-21|18315.0|0|40769.0|0|41773.0|0|13954.0|0
0|2021-12-22|18315.0|0|40769.0|0|41773.0|0|13954.0|0
0|2021-12-23|18315.0|0|40769.0|0|41773.0|0|13954.0|0
0|2021-12-24|18315.0|0|40769.0|0|41773.0|0|13954.0|0
0|2021-12-25|18315.0|0|40769.0|0|41773.0|0|13954.0|0
0|2021-12-26|18315.0|0|40769.0|0|41773.0|0|13954.0|0
0|2021-12-27|18315.0|0|40769.0|0|41773.0|0|13954.0|0
0|2021-12-28|18315.0|0|40769.0|0|41773.0|0|13954.0|0
0|2021-12-29|18315.0|0|40769.0|0|41773.0|0|13954.0|0
0|2021-12-30|18315.0|0|40769.0|0|41773.0|0|13954.0|0
0|2021-12-31|18315.0|0|40769.0|0|41773.0|0|13954.0|0
0|2022-01-01|18315.0|0|40769.0|0|41773.0|0|13954.0|0
0|2022-01-02|18315.0|0|40769.0|0|41773.0|0|13954.0|0
0|2022-01-03|18315.0|0|40769.0|0|41773.0|0|13954.0|0
0|2022-01-04|18315.0|0|40769.0|0|41773.0|0|13954.0|0
0|2022-01-05|18315.0|0|40769.0|0|41773.0|0|13954.0|0
0|2022-01-06|18315.0|0|40769.0|0|41773.0|0|13954.0|0
0|2022-01-07|18315.0|0|40769.0|0|41773.0|0|13954.0|0
0|2022-01-08|18315.0|0|40769.0|0|41773.0|0|13954.0|0
0|2022-01-09|18315.0|0|40769.0|0|41773.0|0|13954.0|0
0|2022-01-10|18315.0|0|40769.0|0|41773.0|0|13954.0|0
0|2022-01-11|18315.0|0|40769.0|0|41773.0|0|13954.0|0
0|2022-01-12|18315.0|0|40769.0|0|41773.0|0|13954.0|0
0|2022-01-13|18315.0|0|40769.0|0|41773.0|0|13954.0|0
0|2022-01-14|18315.0|0|40769.0|0|41773.0|0|13954.0|0
0|2022-01-15|18315.0|0|40769.0|0|41773.0|0|13954.0|0
0|2022-01-16|18315.0|0|40769.0|0|41773.0|0|13954.0|0
0|2022-01-17|18315.0|0|40769.0|0|41773.0|0|13954.0|0
