|dates|Valley_Idaho_UnitedStates.JHU_ConfirmedCases.data|Valley_Idaho_UnitedStates.JHU_ConfirmedCases.missing|Valley_Idaho_UnitedStates.NYT_ConfirmedCases.data|Valley_Idaho_UnitedStates.NYT_ConfirmedCases.missing|Valley_Idaho_UnitedStates.JHU_ConfirmedDeaths.data|Valley_Idaho_UnitedStates.JHU_ConfirmedDeaths.missing|Valley_Idaho_UnitedStates.JHU_ConfirmedRecoveries.data|Valley_Idaho_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-19|1618.0|0|1618.0|0|13.0|0|0.0|100
0|2021-12-20|1620.0|0|1620.0|0|13.0|0|0.0|100
0|2021-12-21|1620.0|0|1620.0|0|13.0|0|0.0|100
0|2021-12-22|1622.0|0|1622.0|0|13.0|0|0.0|100
0|2021-12-23|1624.0|0|1624.0|0|13.0|0|0.0|100
0|2021-12-24|1624.0|0|1624.0|0|13.0|0|0.0|100
0|2021-12-25|1624.0|0|1624.0|0|13.0|0|0.0|100
0|2021-12-26|1624.0|0|1624.0|0|13.0|0|0.0|100
0|2021-12-27|1627.0|0|1627.0|0|13.0|0|0.0|100
0|2021-12-28|1631.0|0|1631.0|0|13.0|0|0.0|100
0|2021-12-29|1634.0|0|1634.0|0|13.0|0|0.0|100
0|2021-12-30|1640.0|0|1640.0|0|13.0|0|0.0|100
0|2021-12-31|1640.0|0|1640.0|0|13.0|0|0.0|100
0|2022-01-01|1640.0|0|1640.0|0|13.0|0|0.0|100
0|2022-01-02|1640.0|0|1640.0|0|13.0|0|0.0|100
0|2022-01-03|1641.0|0|1641.0|0|13.0|0|0.0|100
0|2022-01-04|1643.0|0|1643.0|0|13.0|0|0.0|100
0|2022-01-05|1653.0|0|1653.0|0|13.0|0|0.0|100
0|2022-01-06|1660.0|0|1660.0|0|13.0|0|0.0|100
0|2022-01-07|1709.0|0|1709.0|0|13.0|0|0.0|100
0|2022-01-08|1715.0|0|1715.0|0|13.0|0|0.0|100
0|2022-01-09|1715.0|0|1715.0|0|13.0|0|0.0|100
0|2022-01-10|1725.0|0|1725.0|0|13.0|0|0.0|100
0|2022-01-11|1768.0|0|1768.0|0|13.0|0|0.0|100
0|2022-01-12|1796.0|0|1796.0|0|13.0|0|0.0|100
0|2022-01-13|1796.0|0|1798.0|0|13.0|0|0.0|100
0|2022-01-14|1886.0|0|1886.0|0|13.0|0|0.0|100
0|2022-01-15|1935.0|0|1935.0|0|13.0|0|0.0|100
0|2022-01-16|1935.0|0|1935.0|0|13.0|0|0.0|100
0|2022-01-17|1935.0|0|0.0|100|13.0|0|0.0|100
