|dates|Lake_California_UnitedStates.JHU_ConfirmedCases.data|Lake_California_UnitedStates.JHU_ConfirmedCases.missing|Lake_California_UnitedStates.NYT_ConfirmedCases.data|Lake_California_UnitedStates.NYT_ConfirmedCases.missing|Lake_California_UnitedStates.JHU_ConfirmedDeaths.data|Lake_California_UnitedStates.JHU_ConfirmedDeaths.missing|Lake_California_UnitedStates.JHU_ConfirmedRecoveries.data|Lake_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-03|7057.0|0|7057.0|0|113.0|0|0.0|100
0|2021-12-04|7057.0|0|7057.0|0|113.0|0|0.0|100
0|2021-12-05|7057.0|0|7057.0|0|113.0|0|0.0|100
0|2021-12-06|7073.0|0|7073.0|0|113.0|0|0.0|100
0|2021-12-07|7073.0|0|7076.0|0|113.0|0|0.0|100
0|2021-12-08|7079.0|0|7079.0|0|113.0|0|0.0|100
0|2021-12-09|7085.0|0|7085.0|0|114.0|0|0.0|100
0|2021-12-10|7090.0|0|7090.0|0|114.0|0|0.0|100
0|2021-12-11|7090.0|0|7090.0|0|114.0|0|0.0|100
0|2021-12-12|7090.0|0|7090.0|0|114.0|0|0.0|100
0|2021-12-13|7113.0|0|7113.0|0|115.0|0|0.0|100
0|2021-12-14|7113.0|0|7116.0|0|115.0|0|0.0|100
0|2021-12-15|7119.0|0|7119.0|0|115.0|0|0.0|100
0|2021-12-16|7136.0|0|7136.0|0|115.0|0|0.0|100
0|2021-12-17|7144.0|0|7144.0|0|115.0|0|0.0|100
0|2021-12-18|7144.0|0|7144.0|0|115.0|0|0.0|100
0|2021-12-19|7144.0|0|7144.0|0|115.0|0|0.0|100
0|2021-12-20|7167.0|0|7167.0|0|116.0|0|0.0|100
0|2021-12-21|7167.0|0|7167.0|0|116.0|0|0.0|100
0|2021-12-22|7172.0|0|7172.0|0|116.0|0|0.0|100
0|2021-12-23|7180.0|0|7180.0|0|116.0|0|0.0|100
0|2021-12-24|7191.0|0|7191.0|0|116.0|0|0.0|100
0|2021-12-25|7191.0|0|7191.0|0|116.0|0|0.0|100
0|2021-12-26|7191.0|0|7191.0|0|116.0|0|0.0|100
0|2021-12-27|7191.0|0|7191.0|0|116.0|0|0.0|100
0|2021-12-28|7209.0|0|7209.0|0|116.0|0|0.0|100
0|2021-12-29|7216.0|0|7216.0|0|116.0|0|0.0|100
0|2021-12-30|7227.0|0|7227.0|0|117.0|0|0.0|100
0|2021-12-31|7239.0|0|7239.0|0|117.0|0|0.0|100
0|2022-01-01|7239.0|0|7239.0|0|117.0|0|0.0|100
0|2022-01-02|7239.0|0|7239.0|0|117.0|0|0.0|100
0|2022-01-03|7239.0|0|7239.0|0|117.0|0|0.0|100
0|2022-01-04|7313.0|0|7313.0|0|117.0|0|0.0|100
0|2022-01-05|7331.0|0|7331.0|0|117.0|0|0.0|100
0|2022-01-06|7326.0|0|7326.0|0|117.0|0|0.0|100
0|2022-01-07|7406.0|0|7406.0|0|117.0|0|0.0|100
0|2022-01-08|7406.0|0|7406.0|0|117.0|0|0.0|100
0|2022-01-09|7406.0|0|7406.0|0|117.0|0|0.0|100
0|2022-01-10|7590.0|0|7590.0|0|117.0|0|0.0|100
0|2022-01-11|7613.0|0|7613.0|0|117.0|0|0.0|100
0|2022-01-12|7861.0|0|7691.0|0|117.0|0|0.0|100
0|2022-01-13|7861.0|0|7861.0|0|117.0|0|0.0|100
0|2022-01-14|7967.0|0|7967.0|0|117.0|0|0.0|100
0|2022-01-15|7967.0|0|7967.0|0|117.0|0|0.0|100
0|2022-01-16|7967.0|0|7967.0|0|117.0|0|0.0|100
0|2022-01-17|8149.0|0|0.0|100|117.0|0|0.0|100
