|dates|Niagara_NewYork_UnitedStates.JHU_ConfirmedCases.data|Niagara_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Niagara_NewYork_UnitedStates.NYT_ConfirmedCases.data|Niagara_NewYork_UnitedStates.NYT_ConfirmedCases.missing|Niagara_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Niagara_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Niagara_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Niagara_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-17|31724.0|0|31724.0|0|447.0|0|0.0|100
0|2021-12-18|31883.0|0|31883.0|0|447.0|0|0.0|100
0|2021-12-19|31978.0|0|31978.0|0|450.0|0|0.0|100
0|2021-12-20|32081.0|0|32081.0|0|452.0|0|0.0|100
0|2021-12-21|32224.0|0|32224.0|0|454.0|0|0.0|100
0|2021-12-22|32394.0|0|32394.0|0|456.0|0|0.0|100
0|2021-12-23|32566.0|0|32566.0|0|461.0|0|0.0|100
0|2021-12-24|32689.0|0|32689.0|0|464.0|0|0.0|100
0|2021-12-25|32689.0|0|32689.0|0|464.0|0|0.0|100
0|2021-12-26|33017.0|0|33017.0|0|464.0|0|0.0|100
0|2021-12-27|33117.0|0|33117.0|0|467.0|0|0.0|100
0|2021-12-28|33283.0|0|33283.0|0|467.0|0|0.0|100
0|2021-12-29|33561.0|0|33561.0|0|468.0|0|0.0|100
0|2021-12-30|33937.0|0|33937.0|0|468.0|0|0.0|100
0|2021-12-31|34394.0|0|34394.0|0|470.0|0|0.0|100
0|2022-01-01|34394.0|0|34866.0|0|473.0|0|0.0|100
0|2022-01-02|34394.0|0|35216.0|0|476.0|0|0.0|100
0|2022-01-03|35656.0|0|35656.0|0|477.0|0|0.0|100
0|2022-01-04|36113.0|0|36113.0|0|477.0|0|0.0|100
0|2022-01-05|36636.0|0|36636.0|0|477.0|0|0.0|100
0|2022-01-06|37272.0|0|37272.0|0|479.0|0|0.0|100
0|2022-01-07|37879.0|0|37879.0|0|484.0|0|0.0|100
0|2022-01-08|38617.0|0|38617.0|0|486.0|0|0.0|100
0|2022-01-09|39167.0|0|39167.0|0|488.0|0|0.0|100
0|2022-01-10|39586.0|0|39586.0|0|489.0|0|0.0|100
0|2022-01-11|40148.0|0|40148.0|0|492.0|0|0.0|100
0|2022-01-12|40675.0|0|40675.0|0|493.0|0|0.0|100
0|2022-01-13|40675.0|0|41190.0|0|493.0|0|0.0|100
0|2022-01-14|41844.0|0|41844.0|0|495.0|0|0.0|100
0|2022-01-15|42282.0|0|42282.0|0|497.0|0|0.0|100
0|2022-01-16|42679.0|0|42679.0|0|497.0|0|0.0|100
0|2022-01-17|42971.0|0|0.0|100|499.0|0|0.0|100
