|dates|Williamson_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Williamson_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Williamson_Tennessee_UnitedStates.Male_Total_Population.data|Williamson_Tennessee_UnitedStates.Male_Total_Population.missing|Williamson_Tennessee_UnitedStates.Female_Total_Population.data|Williamson_Tennessee_UnitedStates.Female_Total_Population.missing|Williamson_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Williamson_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-13|30480.0|0|113699.0|0|118030.0|0|63088.0|0
0|2021-11-14|30480.0|0|113699.0|0|118030.0|0|63088.0|0
0|2021-11-15|30480.0|0|113699.0|0|118030.0|0|63088.0|0
0|2021-11-16|30480.0|0|113699.0|0|118030.0|0|63088.0|0
0|2021-11-17|30480.0|0|113699.0|0|118030.0|0|63088.0|0
0|2021-11-18|30480.0|0|113699.0|0|118030.0|0|63088.0|0
0|2021-11-19|30480.0|0|113699.0|0|118030.0|0|63088.0|0
0|2021-11-20|30480.0|0|113699.0|0|118030.0|0|63088.0|0
0|2021-11-21|30480.0|0|113699.0|0|118030.0|0|63088.0|0
0|2021-11-22|30480.0|0|113699.0|0|118030.0|0|63088.0|0
0|2021-11-23|30480.0|0|113699.0|0|118030.0|0|63088.0|0
0|2021-11-24|30480.0|0|113699.0|0|118030.0|0|63088.0|0
0|2021-11-25|30480.0|0|113699.0|0|118030.0|0|63088.0|0
0|2021-11-26|30480.0|0|113699.0|0|118030.0|0|63088.0|0
0|2021-11-27|30480.0|0|113699.0|0|118030.0|0|63088.0|0
0|2021-11-28|30480.0|0|113699.0|0|118030.0|0|63088.0|0
0|2021-11-29|30480.0|0|113699.0|0|118030.0|0|63088.0|0
0|2021-11-30|30480.0|0|113699.0|0|118030.0|0|63088.0|0
0|2021-12-01|30480.0|0|113699.0|0|118030.0|0|63088.0|0
0|2021-12-02|30480.0|0|113699.0|0|118030.0|0|63088.0|0
0|2021-12-03|30480.0|0|113699.0|0|118030.0|0|63088.0|0
0|2021-12-04|30480.0|0|113699.0|0|118030.0|0|63088.0|0
0|2021-12-05|30480.0|0|113699.0|0|118030.0|0|63088.0|0
0|2021-12-06|30480.0|0|113699.0|0|118030.0|0|63088.0|0
0|2021-12-07|30480.0|0|113699.0|0|118030.0|0|63088.0|0
0|2021-12-08|30480.0|0|113699.0|0|118030.0|0|63088.0|0
0|2021-12-09|30480.0|0|113699.0|0|118030.0|0|63088.0|0
0|2021-12-10|30480.0|0|113699.0|0|118030.0|0|63088.0|0
0|2021-12-11|30480.0|0|113699.0|0|118030.0|0|63088.0|0
0|2021-12-12|30480.0|0|113699.0|0|118030.0|0|63088.0|0
0|2021-12-13|30480.0|0|113699.0|0|118030.0|0|63088.0|0
0|2021-12-14|30480.0|0|113699.0|0|118030.0|0|63088.0|0
0|2021-12-15|30480.0|0|113699.0|0|118030.0|0|63088.0|0
0|2021-12-16|30480.0|0|113699.0|0|118030.0|0|63088.0|0
0|2021-12-17|30480.0|0|113699.0|0|118030.0|0|63088.0|0
0|2021-12-18|30480.0|0|113699.0|0|118030.0|0|63088.0|0
0|2021-12-19|30480.0|0|113699.0|0|118030.0|0|63088.0|0
0|2021-12-20|30480.0|0|113699.0|0|118030.0|0|63088.0|0
0|2021-12-21|30480.0|0|113699.0|0|118030.0|0|63088.0|0
0|2021-12-22|30480.0|0|113699.0|0|118030.0|0|63088.0|0
0|2021-12-23|30480.0|0|113699.0|0|118030.0|0|63088.0|0
0|2021-12-24|30480.0|0|113699.0|0|118030.0|0|63088.0|0
0|2021-12-25|30480.0|0|113699.0|0|118030.0|0|63088.0|0
0|2021-12-26|30480.0|0|113699.0|0|118030.0|0|63088.0|0
0|2021-12-27|30480.0|0|113699.0|0|118030.0|0|63088.0|0
0|2021-12-28|30480.0|0|113699.0|0|118030.0|0|63088.0|0
0|2021-12-29|30480.0|0|113699.0|0|118030.0|0|63088.0|0
0|2021-12-30|30480.0|0|113699.0|0|118030.0|0|63088.0|0
0|2021-12-31|30480.0|0|113699.0|0|118030.0|0|63088.0|0
0|2022-01-01|30480.0|0|113699.0|0|118030.0|0|63088.0|0
0|2022-01-02|30480.0|0|113699.0|0|118030.0|0|63088.0|0
0|2022-01-03|30480.0|0|113699.0|0|118030.0|0|63088.0|0
0|2022-01-04|30480.0|0|113699.0|0|118030.0|0|63088.0|0
0|2022-01-05|30480.0|0|113699.0|0|118030.0|0|63088.0|0
0|2022-01-06|30480.0|0|113699.0|0|118030.0|0|63088.0|0
0|2022-01-07|30480.0|0|113699.0|0|118030.0|0|63088.0|0
0|2022-01-08|30480.0|0|113699.0|0|118030.0|0|63088.0|0
0|2022-01-09|30480.0|0|113699.0|0|118030.0|0|63088.0|0
0|2022-01-10|30480.0|0|113699.0|0|118030.0|0|63088.0|0
0|2022-01-11|30480.0|0|113699.0|0|118030.0|0|63088.0|0
0|2022-01-12|30480.0|0|113699.0|0|118030.0|0|63088.0|0
0|2022-01-13|30480.0|0|113699.0|0|118030.0|0|63088.0|0
0|2022-01-14|30480.0|0|113699.0|0|118030.0|0|63088.0|0
0|2022-01-15|30480.0|0|113699.0|0|118030.0|0|63088.0|0
0|2022-01-16|30480.0|0|113699.0|0|118030.0|0|63088.0|0
0|2022-01-17|30480.0|0|113699.0|0|118030.0|0|63088.0|0
