|dates|Suwannee_Florida_UnitedStates.JHU_ConfirmedCases.data|Suwannee_Florida_UnitedStates.JHU_ConfirmedCases.missing|Suwannee_Florida_UnitedStates.NYT_ConfirmedCases.data|Suwannee_Florida_UnitedStates.NYT_ConfirmedCases.missing|Suwannee_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Suwannee_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Suwannee_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Suwannee_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-27|9366.0|0|9337.0|0|140.0|0|0.0|100
0|2021-12-28|9366.0|0|9337.0|0|140.0|0|0.0|100
0|2021-12-29|9366.0|0|9337.0|0|140.0|0|0.0|100
0|2021-12-30|9366.0|0|9337.0|0|140.0|0|0.0|100
0|2021-12-31|9495.0|0|9466.0|0|140.0|0|0.0|100
0|2022-01-01|9495.0|0|9466.0|0|140.0|0|0.0|100
0|2022-01-02|9495.0|0|9466.0|0|140.0|0|0.0|100
0|2022-01-03|9495.0|0|9466.0|0|140.0|0|0.0|100
0|2022-01-04|9495.0|0|9466.0|0|140.0|0|0.0|100
0|2022-01-05|9495.0|0|9466.0|0|140.0|0|0.0|100
0|2022-01-06|9495.0|0|9466.0|0|140.0|0|0.0|100
0|2022-01-07|9880.0|0|9851.0|0|140.0|0|0.0|100
0|2022-01-08|9880.0|0|9851.0|0|140.0|0|0.0|100
0|2022-01-09|9880.0|0|9851.0|0|140.0|0|0.0|100
0|2022-01-10|9880.0|0|9851.0|0|140.0|0|0.0|100
0|2022-01-11|9880.0|0|9851.0|0|140.0|0|0.0|100
0|2022-01-12|9880.0|0|9851.0|0|273.0|0|0.0|100
0|2022-01-13|9880.0|0|9851.0|0|273.0|0|0.0|100
0|2022-01-14|9880.0|0|10479.0|0|273.0|0|0.0|100
0|2022-01-15|10508.0|0|10479.0|0|273.0|0|0.0|100
0|2022-01-16|10508.0|0|10479.0|0|273.0|0|0.0|100
0|2022-01-17|10508.0|0|0.0|100|273.0|0|0.0|100
