|dates|Sumner_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Sumner_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Sumner_Tennessee_UnitedStates.NYT_ConfirmedCases.data|Sumner_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|Sumner_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Sumner_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Sumner_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Sumner_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-16|34776.0|0|34776.0|0|418.0|0|0.0|100
0|2021-11-17|34828.0|0|34828.0|0|423.0|0|0.0|100
0|2021-11-18|34885.0|0|34885.0|0|424.0|0|0.0|100
0|2021-11-19|34924.0|0|34924.0|0|425.0|0|0.0|100
0|2021-11-20|34924.0|0|34924.0|0|425.0|0|0.0|100
0|2021-11-21|34924.0|0|34924.0|0|425.0|0|0.0|100
0|2021-11-22|34988.0|0|34988.0|0|427.0|0|0.0|100
0|2021-11-23|35009.0|0|35009.0|0|429.0|0|0.0|100
0|2021-11-24|35025.0|0|35025.0|0|430.0|0|0.0|100
0|2021-11-25|35025.0|0|35025.0|0|430.0|0|0.0|100
0|2021-11-26|35025.0|0|35025.0|0|430.0|0|0.0|100
0|2021-11-27|35025.0|0|35025.0|0|430.0|0|0.0|100
0|2021-11-28|35025.0|0|35025.0|0|430.0|0|0.0|100
0|2021-11-29|35193.0|0|35193.0|0|430.0|0|0.0|100
0|2021-11-30|35244.0|0|35244.0|0|430.0|0|0.0|100
0|2021-12-01|35301.0|0|35301.0|0|435.0|0|0.0|100
0|2021-12-02|35362.0|0|35362.0|0|437.0|0|0.0|100
0|2021-12-03|35420.0|0|35420.0|0|440.0|0|0.0|100
0|2021-12-04|35420.0|0|35420.0|0|440.0|0|0.0|100
0|2021-12-05|35420.0|0|35420.0|0|440.0|0|0.0|100
0|2021-12-06|35537.0|0|35537.0|0|442.0|0|0.0|100
0|2021-12-07|35580.0|0|35580.0|0|448.0|0|0.0|100
0|2021-12-08|35649.0|0|35649.0|0|448.0|0|0.0|100
0|2021-12-09|35649.0|0|35649.0|0|448.0|0|0.0|100
0|2021-12-10|35748.0|0|35748.0|0|450.0|0|0.0|100
0|2021-12-11|35748.0|0|35748.0|0|450.0|0|0.0|100
0|2021-12-12|35748.0|0|35748.0|0|450.0|0|0.0|100
0|2021-12-13|35847.0|0|35847.0|0|453.0|0|0.0|100
0|2021-12-14|35847.0|0|35896.0|0|453.0|0|0.0|100
0|2021-12-15|35980.0|0|35980.0|0|460.0|0|0.0|100
0|2021-12-16|36057.0|0|36057.0|0|460.0|0|0.0|100
0|2021-12-17|36119.0|0|36119.0|0|464.0|0|0.0|100
0|2021-12-18|36119.0|0|36119.0|0|464.0|0|0.0|100
0|2021-12-19|36119.0|0|36119.0|0|464.0|0|0.0|100
0|2021-12-20|36316.0|0|36316.0|0|467.0|0|0.0|100
0|2021-12-21|36389.0|0|36389.0|0|469.0|0|0.0|100
0|2021-12-22|36489.0|0|36489.0|0|470.0|0|0.0|100
0|2021-12-23|36648.0|0|36648.0|0|576.0|0|0.0|100
0|2021-12-24|36648.0|0|36648.0|0|576.0|0|0.0|100
0|2021-12-25|36648.0|0|36648.0|0|576.0|0|0.0|100
0|2021-12-26|36648.0|0|36648.0|0|576.0|0|0.0|100
0|2021-12-27|37052.0|0|37052.0|0|577.0|0|0.0|100
0|2021-12-28|37271.0|0|37271.0|0|581.0|0|0.0|100
0|2021-12-29|37585.0|0|37585.0|0|583.0|0|0.0|100
0|2021-12-30|38033.0|0|38033.0|0|583.0|0|0.0|100
0|2021-12-31|38033.0|0|38033.0|0|583.0|0|0.0|100
0|2022-01-01|38033.0|0|38033.0|0|583.0|0|0.0|100
0|2022-01-02|38033.0|0|38033.0|0|583.0|0|0.0|100
0|2022-01-03|39307.0|0|39307.0|0|583.0|0|0.0|100
0|2022-01-04|39506.0|0|39506.0|0|584.0|0|0.0|100
0|2022-01-05|39506.0|0|39506.0|0|584.0|0|0.0|100
0|2022-01-06|39506.0|0|39506.0|0|584.0|0|0.0|100
0|2022-01-07|39506.0|0|39506.0|0|584.0|0|0.0|100
0|2022-01-08|39506.0|0|39506.0|0|584.0|0|0.0|100
0|2022-01-09|39506.0|0|39506.0|0|584.0|0|0.0|100
0|2022-01-10|39506.0|0|39506.0|0|584.0|0|0.0|100
0|2022-01-11|39506.0|0|39506.0|0|584.0|0|0.0|100
0|2022-01-12|41555.0|0|41555.0|0|590.0|0|0.0|100
0|2022-01-13|41555.0|0|41555.0|0|590.0|0|0.0|100
0|2022-01-14|41555.0|0|41555.0|0|590.0|0|0.0|100
0|2022-01-15|41555.0|0|41555.0|0|590.0|0|0.0|100
0|2022-01-16|41555.0|0|41555.0|0|590.0|0|0.0|100
0|2022-01-17|41555.0|0|0.0|100|590.0|0|0.0|100
