|dates|Lynn_Texas_UnitedStates.JHU_ConfirmedCases.data|Lynn_Texas_UnitedStates.JHU_ConfirmedCases.missing|Lynn_Texas_UnitedStates.NYT_ConfirmedCases.data|Lynn_Texas_UnitedStates.NYT_ConfirmedCases.missing|Lynn_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Lynn_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Lynn_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Lynn_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-25|943.0|0|943.0|0|28.0|0|0.0|100
0|2021-12-26|943.0|0|943.0|0|28.0|0|0.0|100
0|2021-12-27|945.0|0|945.0|0|29.0|0|0.0|100
0|2021-12-28|945.0|0|945.0|0|29.0|0|0.0|100
0|2021-12-29|945.0|0|945.0|0|29.0|0|0.0|100
0|2021-12-30|946.0|0|946.0|0|29.0|0|0.0|100
0|2021-12-31|946.0|0|946.0|0|29.0|0|0.0|100
0|2022-01-01|946.0|0|946.0|0|29.0|0|0.0|100
0|2022-01-02|946.0|0|946.0|0|29.0|0|0.0|100
0|2022-01-03|966.0|0|966.0|0|29.0|0|0.0|100
0|2022-01-04|969.0|0|969.0|0|29.0|0|0.0|100
0|2022-01-05|972.0|0|972.0|0|29.0|0|0.0|100
0|2022-01-06|974.0|0|974.0|0|29.0|0|0.0|100
0|2022-01-07|980.0|0|980.0|0|29.0|0|0.0|100
0|2022-01-08|985.0|0|985.0|0|29.0|0|0.0|100
0|2022-01-09|989.0|0|989.0|0|29.0|0|0.0|100
0|2022-01-10|993.0|0|993.0|0|29.0|0|0.0|100
0|2022-01-11|1012.0|0|1012.0|0|29.0|0|0.0|100
0|2022-01-12|1056.0|0|1056.0|0|29.0|0|0.0|100
0|2022-01-13|1056.0|0|1090.0|0|29.0|0|0.0|100
0|2022-01-14|1090.0|0|1086.0|0|29.0|0|0.0|100
0|2022-01-15|1103.0|0|1103.0|0|29.0|0|0.0|100
0|2022-01-16|1111.0|0|1111.0|0|29.0|0|0.0|100
0|2022-01-17|1123.0|0|0.0|100|29.0|0|0.0|100
