|dates|Buncombe_NorthCarolina_UnitedStates.BLS_EmployedPopulation.data|Buncombe_NorthCarolina_UnitedStates.BLS_EmployedPopulation.missing|Buncombe_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.data|Buncombe_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|Buncombe_NorthCarolina_UnitedStates.BLS_UnemploymentRate.data|Buncombe_NorthCarolina_UnitedStates.BLS_UnemploymentRate.missing|Buncombe_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.data|Buncombe_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-12-05|128715.0|0|5452.0|0|4.063592388590339|0|134167.0|0
0|2021-12-06|128715.0|0|5452.0|0|4.063592388590339|0|134167.0|0
0|2021-12-07|128715.0|0|5452.0|0|4.063592388590339|0|134167.0|0
0|2021-12-08|128715.0|0|5452.0|0|4.063592388590339|0|134167.0|0
0|2021-12-09|128715.0|0|5452.0|0|4.063592388590339|0|134167.0|0
0|2021-12-10|128715.0|0|5452.0|0|4.063592388590339|0|134167.0|0
0|2021-12-11|128715.0|0|5452.0|0|4.063592388590339|0|134167.0|0
0|2021-12-12|128715.0|0|5452.0|0|4.063592388590339|0|134167.0|0
0|2021-12-13|128715.0|0|5452.0|0|4.063592388590339|0|134167.0|0
0|2021-12-14|128715.0|0|5452.0|0|4.063592388590339|0|134167.0|0
0|2021-12-15|128715.0|0|5452.0|0|4.063592388590339|0|134167.0|0
0|2021-12-16|128715.0|0|5452.0|0|4.063592388590339|0|134167.0|0
0|2021-12-17|128715.0|0|5452.0|0|4.063592388590339|0|134167.0|0
0|2021-12-18|128715.0|0|5452.0|0|4.063592388590339|0|134167.0|0
0|2021-12-19|128715.0|0|5452.0|0|4.063592388590339|0|134167.0|0
0|2021-12-20|128715.0|0|5452.0|0|4.063592388590339|0|134167.0|0
0|2021-12-21|128715.0|0|5452.0|0|4.063592388590339|0|134167.0|0
0|2021-12-22|128715.0|0|5452.0|0|4.063592388590339|0|134167.0|0
0|2021-12-23|128715.0|0|5452.0|0|4.063592388590339|0|134167.0|0
0|2021-12-24|128715.0|0|5452.0|0|4.063592388590339|0|134167.0|0
0|2021-12-25|128715.0|0|5452.0|0|4.063592388590339|0|134167.0|0
0|2021-12-26|128715.0|0|5452.0|0|4.063592388590339|0|134167.0|0
0|2021-12-27|128715.0|0|5452.0|0|4.063592388590339|0|134167.0|0
0|2021-12-28|128715.0|0|5452.0|0|4.063592388590339|0|134167.0|0
0|2021-12-29|128715.0|0|5452.0|0|4.063592388590339|0|134167.0|0
0|2021-12-30|128715.0|0|5452.0|0|4.063592388590339|0|134167.0|0
0|2021-12-31|128715.0|0|5452.0|0|4.063592388590339|0|134167.0|0
0|2022-01-01|128715.0|0|5452.0|0|4.063592388590339|0|134167.0|0
0|2022-01-02|128715.0|0|5452.0|0|4.063592388590339|0|134167.0|0
0|2022-01-03|128715.0|0|5452.0|0|4.063592388590339|0|134167.0|0
0|2022-01-04|128715.0|0|5452.0|0|4.063592388590339|0|134167.0|0
0|2022-01-05|128715.0|0|5452.0|0|4.063592388590339|0|134167.0|0
0|2022-01-06|128715.0|0|5452.0|0|4.063592388590339|0|134167.0|0
0|2022-01-07|128715.0|0|5452.0|0|4.063592388590339|0|134167.0|0
0|2022-01-08|128715.0|0|5452.0|0|4.063592388590339|0|134167.0|0
0|2022-01-09|128715.0|0|5452.0|0|4.063592388590339|0|134167.0|0
0|2022-01-10|128715.0|0|5452.0|0|4.063592388590339|0|134167.0|0
0|2022-01-11|128715.0|0|5452.0|0|4.063592388590339|0|134167.0|0
0|2022-01-12|128715.0|0|5452.0|0|4.063592388590339|0|134167.0|0
0|2022-01-13|128715.0|0|5452.0|0|4.063592388590339|0|134167.0|0
0|2022-01-14|128715.0|0|5452.0|0|4.063592388590339|0|134167.0|0
0|2022-01-15|128715.0|0|5452.0|0|4.063592388590339|0|134167.0|0
0|2022-01-16|128715.0|0|5452.0|0|4.063592388590339|0|134167.0|0
0|2022-01-17|128715.0|0|5452.0|0|4.063592388590339|0|134167.0|0
