|dates|McLennan_Texas_UnitedStates.JHU_ConfirmedCases.data|McLennan_Texas_UnitedStates.JHU_ConfirmedCases.missing|McLennan_Texas_UnitedStates.NYT_ConfirmedCases.data|McLennan_Texas_UnitedStates.NYT_ConfirmedCases.missing|McLennan_Texas_UnitedStates.JHU_ConfirmedDeaths.data|McLennan_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|McLennan_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|McLennan_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-16|42799.0|0|42799.0|0|746.0|0|0.0|100
0|2021-11-17|42822.0|0|42822.0|0|747.0|0|0.0|100
0|2021-11-18|42850.0|0|42850.0|0|748.0|0|0.0|100
0|2021-11-19|42850.0|0|42850.0|0|748.0|0|0.0|100
0|2021-11-20|42918.0|0|42918.0|0|748.0|0|0.0|100
0|2021-11-21|42918.0|0|42918.0|0|748.0|0|0.0|100
0|2021-11-22|42918.0|0|42918.0|0|748.0|0|0.0|100
0|2021-11-23|42978.0|0|42978.0|0|750.0|0|0.0|100
0|2021-11-24|43001.0|0|43001.0|0|751.0|0|0.0|100
0|2021-11-25|43001.0|0|43001.0|0|751.0|0|0.0|100
0|2021-11-26|43001.0|0|43001.0|0|751.0|0|0.0|100
0|2021-11-27|43001.0|0|43001.0|0|751.0|0|0.0|100
0|2021-11-28|43001.0|0|43001.0|0|751.0|0|0.0|100
0|2021-11-29|43035.0|0|43035.0|0|753.0|0|0.0|100
0|2021-11-30|43035.0|0|43035.0|0|753.0|0|0.0|100
0|2021-12-01|43073.0|0|43073.0|0|756.0|0|0.0|100
0|2021-12-02|43126.0|0|43126.0|0|756.0|0|0.0|100
0|2021-12-03|43168.0|0|43168.0|0|756.0|0|0.0|100
0|2021-12-04|43180.0|0|43180.0|0|757.0|0|0.0|100
0|2021-12-05|43198.0|0|43198.0|0|757.0|0|0.0|100
0|2021-12-06|43215.0|0|43215.0|0|758.0|0|0.0|100
0|2021-12-07|43238.0|0|43238.0|0|758.0|0|0.0|100
0|2021-12-08|43273.0|0|43273.0|0|758.0|0|0.0|100
0|2021-12-09|43320.0|0|43320.0|0|760.0|0|0.0|100
0|2021-12-10|43459.0|0|43459.0|0|762.0|0|0.0|100
0|2021-12-11|43477.0|0|43477.0|0|762.0|0|0.0|100
0|2021-12-12|43499.0|0|43499.0|0|762.0|0|0.0|100
0|2021-12-13|43518.0|0|43518.0|0|762.0|0|0.0|100
0|2021-12-14|43518.0|0|43552.0|0|762.0|0|0.0|100
0|2021-12-15|43596.0|0|43596.0|0|765.0|0|0.0|100
0|2021-12-16|43630.0|0|43630.0|0|766.0|0|0.0|100
0|2021-12-17|43685.0|0|43685.0|0|766.0|0|0.0|100
0|2021-12-18|43709.0|0|43709.0|0|766.0|0|0.0|100
0|2021-12-19|43729.0|0|43729.0|0|766.0|0|0.0|100
0|2021-12-20|43786.0|0|43786.0|0|766.0|0|0.0|100
0|2021-12-21|43826.0|0|43826.0|0|766.0|0|0.0|100
0|2021-12-22|43867.0|0|43867.0|0|767.0|0|0.0|100
0|2021-12-23|43951.0|0|43951.0|0|767.0|0|0.0|100
0|2021-12-24|43951.0|0|43951.0|0|767.0|0|0.0|100
0|2021-12-25|43951.0|0|43951.0|0|767.0|0|0.0|100
0|2021-12-26|43951.0|0|43951.0|0|767.0|0|0.0|100
0|2021-12-27|44237.0|0|44237.0|0|768.0|0|0.0|100
0|2021-12-28|44324.0|0|44324.0|0|769.0|0|0.0|100
0|2021-12-29|44473.0|0|44473.0|0|769.0|0|0.0|100
0|2021-12-30|44547.0|0|44547.0|0|770.0|0|0.0|100
0|2021-12-31|44547.0|0|44547.0|0|770.0|0|0.0|100
0|2022-01-01|44547.0|0|44547.0|0|770.0|0|0.0|100
0|2022-01-02|44547.0|0|44547.0|0|770.0|0|0.0|100
0|2022-01-03|45709.0|0|45709.0|0|773.0|0|0.0|100
0|2022-01-04|45947.0|0|45947.0|0|773.0|0|0.0|100
0|2022-01-05|46210.0|0|46210.0|0|773.0|0|0.0|100
0|2022-01-06|46465.0|0|46465.0|0|775.0|0|0.0|100
0|2022-01-07|46919.0|0|46919.0|0|776.0|0|0.0|100
0|2022-01-08|47270.0|0|47270.0|0|777.0|0|0.0|100
0|2022-01-09|47692.0|0|47692.0|0|778.0|0|0.0|100
0|2022-01-10|48062.0|0|48062.0|0|779.0|0|0.0|100
0|2022-01-11|48506.0|0|48506.0|0|782.0|0|0.0|100
0|2022-01-12|49301.0|0|49301.0|0|782.0|0|0.0|100
0|2022-01-13|49301.0|0|49847.0|0|782.0|0|0.0|100
0|2022-01-14|49301.0|0|46613.0|0|782.0|0|0.0|100
0|2022-01-15|49847.0|0|47226.0|0|782.0|0|0.0|100
0|2022-01-16|47809.0|0|47809.0|0|786.0|0|0.0|100
0|2022-01-17|48484.0|0|0.0|100|786.0|0|0.0|100
