|dates|Meeker_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Meeker_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Meeker_Minnesota_UnitedStates.NYT_ConfirmedCases.data|Meeker_Minnesota_UnitedStates.NYT_ConfirmedCases.missing|Meeker_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Meeker_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Meeker_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Meeker_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-20|4630.0|0|4630.0|0|65.0|0|0.0|100
0|2021-12-21|4648.0|0|4648.0|0|65.0|0|0.0|100
0|2021-12-22|4656.0|0|4656.0|0|66.0|0|0.0|100
0|2021-12-23|4676.0|0|4676.0|0|67.0|0|0.0|100
0|2021-12-24|4676.0|0|4676.0|0|67.0|0|0.0|100
0|2021-12-25|4676.0|0|4676.0|0|67.0|0|0.0|100
0|2021-12-26|4676.0|0|4676.0|0|67.0|0|0.0|100
0|2021-12-27|4688.0|0|4688.0|0|67.0|0|0.0|100
0|2021-12-28|4723.0|0|4723.0|0|67.0|0|0.0|100
0|2021-12-29|4730.0|0|4730.0|0|67.0|0|0.0|100
0|2021-12-30|4742.0|0|4742.0|0|67.0|0|0.0|100
0|2021-12-31|4742.0|0|4742.0|0|67.0|0|0.0|100
0|2022-01-01|4742.0|0|4742.0|0|67.0|0|0.0|100
0|2022-01-02|4742.0|0|4742.0|0|67.0|0|0.0|100
0|2022-01-03|4746.0|0|4746.0|0|67.0|0|0.0|100
0|2022-01-04|4765.0|0|4765.0|0|67.0|0|0.0|100
0|2022-01-05|4771.0|0|4771.0|0|68.0|0|0.0|100
0|2022-01-06|4782.0|0|4782.0|0|68.0|0|0.0|100
0|2022-01-07|4815.0|0|4815.0|0|68.0|0|0.0|100
0|2022-01-08|4815.0|0|4815.0|0|68.0|0|0.0|100
0|2022-01-09|4815.0|0|4815.0|0|68.0|0|0.0|100
0|2022-01-10|4835.0|0|4835.0|0|68.0|0|0.0|100
0|2022-01-11|4883.0|0|4883.0|0|68.0|0|0.0|100
0|2022-01-12|4904.0|0|4904.0|0|69.0|0|0.0|100
0|2022-01-13|4904.0|0|4925.0|0|69.0|0|0.0|100
0|2022-01-14|4953.0|0|4953.0|0|70.0|0|0.0|100
0|2022-01-15|4953.0|0|4953.0|0|70.0|0|0.0|100
0|2022-01-16|4953.0|0|4953.0|0|70.0|0|0.0|100
0|2022-01-17|4953.0|0|0.0|100|70.0|0|0.0|100
