|dates|Montgomery_NewYork_UnitedStates.JHU_ConfirmedCases.data|Montgomery_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Montgomery_NewYork_UnitedStates.NYT_ConfirmedCases.data|Montgomery_NewYork_UnitedStates.NYT_ConfirmedCases.missing|Montgomery_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Montgomery_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Montgomery_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Montgomery_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-16|6707.0|0|6707.0|0|159.0|0|0.0|100
0|2021-11-17|6757.0|0|6757.0|0|159.0|0|0.0|100
0|2021-11-18|6808.0|0|6808.0|0|159.0|0|0.0|100
0|2021-11-19|6849.0|0|6849.0|0|159.0|0|0.0|100
0|2021-11-20|6877.0|0|6877.0|0|159.0|0|0.0|100
0|2021-11-21|6922.0|0|6922.0|0|159.0|0|0.0|100
0|2021-11-22|6936.0|0|6936.0|0|159.0|0|0.0|100
0|2021-11-23|6966.0|0|6966.0|0|159.0|0|0.0|100
0|2021-11-24|6997.0|0|6997.0|0|159.0|0|0.0|100
0|2021-11-25|7027.0|0|7027.0|0|159.0|0|0.0|100
0|2021-11-26|7073.0|0|7073.0|0|159.0|0|0.0|100
0|2021-11-27|7081.0|0|7081.0|0|162.0|0|0.0|100
0|2021-11-28|7110.0|0|7110.0|0|162.0|0|0.0|100
0|2021-11-29|7159.0|0|7159.0|0|162.0|0|0.0|100
0|2021-11-30|7191.0|0|7191.0|0|162.0|0|0.0|100
0|2021-12-01|7246.0|0|7246.0|0|162.0|0|0.0|100
0|2021-12-02|7287.0|0|7287.0|0|162.0|0|0.0|100
0|2021-12-03|7353.0|0|7353.0|0|163.0|0|0.0|100
0|2021-12-04|7406.0|0|7406.0|0|163.0|0|0.0|100
0|2021-12-05|7453.0|0|7453.0|0|165.0|0|0.0|100
0|2021-12-06|7492.0|0|7492.0|0|165.0|0|0.0|100
0|2021-12-07|7519.0|0|7519.0|0|165.0|0|0.0|100
0|2021-12-08|7569.0|0|7569.0|0|165.0|0|0.0|100
0|2021-12-09|7605.0|0|7605.0|0|166.0|0|0.0|100
0|2021-12-10|7649.0|0|7649.0|0|166.0|0|0.0|100
0|2021-12-11|7687.0|0|7687.0|0|168.0|0|0.0|100
0|2021-12-12|7715.0|0|7715.0|0|168.0|0|0.0|100
0|2021-12-13|7735.0|0|7735.0|0|169.0|0|0.0|100
0|2021-12-14|7735.0|0|7763.0|0|169.0|0|0.0|100
0|2021-12-15|7799.0|0|7799.0|0|169.0|0|0.0|100
0|2021-12-16|7834.0|0|7834.0|0|169.0|0|0.0|100
0|2021-12-17|7885.0|0|7885.0|0|169.0|0|0.0|100
0|2021-12-18|7919.0|0|7919.0|0|170.0|0|0.0|100
0|2021-12-19|7945.0|0|7945.0|0|170.0|0|0.0|100
0|2021-12-20|7964.0|0|7964.0|0|170.0|0|0.0|100
0|2021-12-21|8004.0|0|8004.0|0|171.0|0|0.0|100
0|2021-12-22|8044.0|0|8044.0|0|172.0|0|0.0|100
0|2021-12-23|8080.0|0|8080.0|0|172.0|0|0.0|100
0|2021-12-24|8124.0|0|8124.0|0|173.0|0|0.0|100
0|2021-12-25|8124.0|0|8124.0|0|173.0|0|0.0|100
0|2021-12-26|8141.0|0|8141.0|0|173.0|0|0.0|100
0|2021-12-27|8145.0|0|8145.0|0|173.0|0|0.0|100
0|2021-12-28|8150.0|0|8150.0|0|174.0|0|0.0|100
0|2021-12-29|8230.0|0|8230.0|0|176.0|0|0.0|100
0|2021-12-30|8306.0|0|8306.0|0|176.0|0|0.0|100
0|2021-12-31|8386.0|0|8386.0|0|176.0|0|0.0|100
0|2022-01-01|8386.0|0|8469.0|0|177.0|0|0.0|100
0|2022-01-02|8386.0|0|8506.0|0|177.0|0|0.0|100
0|2022-01-03|8567.0|0|8567.0|0|177.0|0|0.0|100
0|2022-01-04|8604.0|0|8604.0|0|177.0|0|0.0|100
0|2022-01-05|8736.0|0|8736.0|0|177.0|0|0.0|100
0|2022-01-06|8883.0|0|8883.0|0|177.0|0|0.0|100
0|2022-01-07|9050.0|0|9050.0|0|178.0|0|0.0|100
0|2022-01-08|9224.0|0|9224.0|0|178.0|0|0.0|100
0|2022-01-09|9380.0|0|9380.0|0|179.0|0|0.0|100
0|2022-01-10|9451.0|0|9451.0|0|179.0|0|0.0|100
0|2022-01-11|9550.0|0|9550.0|0|179.0|0|0.0|100
0|2022-01-12|9671.0|0|9671.0|0|179.0|0|0.0|100
0|2022-01-13|9671.0|0|9785.0|0|179.0|0|0.0|100
0|2022-01-14|9907.0|0|9907.0|0|179.0|0|0.0|100
0|2022-01-15|10027.0|0|10027.0|0|180.0|0|0.0|100
0|2022-01-16|10115.0|0|10115.0|0|181.0|0|0.0|100
0|2022-01-17|10187.0|0|0.0|100|182.0|0|0.0|100
