|dates|Park_Wyoming_UnitedStates.JHU_ConfirmedCases.data|Park_Wyoming_UnitedStates.JHU_ConfirmedCases.missing|Park_Wyoming_UnitedStates.NYT_ConfirmedCases.data|Park_Wyoming_UnitedStates.NYT_ConfirmedCases.missing|Park_Wyoming_UnitedStates.JHU_ConfirmedDeaths.data|Park_Wyoming_UnitedStates.JHU_ConfirmedDeaths.missing|Park_Wyoming_UnitedStates.JHU_ConfirmedRecoveries.data|Park_Wyoming_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-01|5480.0|0|5480.0|0|105.0|0|0.0|100
0|2021-12-02|5492.0|0|5492.0|0|105.0|0|0.0|100
0|2021-12-03|5526.0|0|5526.0|0|106.0|0|0.0|100
0|2021-12-04|5526.0|0|5526.0|0|106.0|0|0.0|100
0|2021-12-05|5526.0|0|5526.0|0|106.0|0|0.0|100
0|2021-12-06|5540.0|0|5540.0|0|106.0|0|0.0|100
0|2021-12-07|5542.0|0|5542.0|0|108.0|0|0.0|100
0|2021-12-08|5563.0|0|5563.0|0|108.0|0|0.0|100
0|2021-12-09|5571.0|0|5571.0|0|108.0|0|0.0|100
0|2021-12-10|5581.0|0|5581.0|0|108.0|0|0.0|100
0|2021-12-11|5581.0|0|5581.0|0|108.0|0|0.0|100
0|2021-12-12|5581.0|0|5581.0|0|108.0|0|0.0|100
0|2021-12-13|5594.0|0|5594.0|0|108.0|0|0.0|100
0|2021-12-14|5594.0|0|5601.0|0|108.0|0|0.0|100
0|2021-12-15|5607.0|0|5607.0|0|111.0|0|0.0|100
0|2021-12-16|5612.0|0|5612.0|0|111.0|0|0.0|100
0|2021-12-17|5616.0|0|5616.0|0|111.0|0|0.0|100
0|2021-12-18|5616.0|0|5616.0|0|111.0|0|0.0|100
0|2021-12-19|5616.0|0|5616.0|0|111.0|0|0.0|100
0|2021-12-20|5624.0|0|5624.0|0|111.0|0|0.0|100
0|2021-12-21|5626.0|0|5626.0|0|117.0|0|0.0|100
0|2021-12-22|5633.0|0|5633.0|0|117.0|0|0.0|100
0|2021-12-23|5633.0|0|5641.0|0|117.0|0|0.0|100
0|2021-12-24|5641.0|0|5641.0|0|117.0|0|0.0|100
0|2021-12-25|5641.0|0|5641.0|0|117.0|0|0.0|100
0|2021-12-26|5641.0|0|5641.0|0|117.0|0|0.0|100
0|2021-12-27|5648.0|0|5648.0|0|117.0|0|0.0|100
0|2021-12-28|5655.0|0|5655.0|0|117.0|0|0.0|100
0|2021-12-29|5660.0|0|5660.0|0|117.0|0|0.0|100
0|2021-12-30|5667.0|0|5667.0|0|117.0|0|0.0|100
0|2021-12-31|5667.0|0|5667.0|0|117.0|0|0.0|100
0|2022-01-01|5667.0|0|5667.0|0|117.0|0|0.0|100
0|2022-01-02|5667.0|0|5667.0|0|117.0|0|0.0|100
0|2022-01-03|5697.0|0|5697.0|0|117.0|0|0.0|100
0|2022-01-04|5711.0|0|5711.0|0|121.0|0|0.0|100
0|2022-01-05|5731.0|0|5731.0|0|121.0|0|0.0|100
0|2022-01-06|5747.0|0|5747.0|0|121.0|0|0.0|100
0|2022-01-07|5770.0|0|5770.0|0|121.0|0|0.0|100
0|2022-01-08|5770.0|0|5770.0|0|121.0|0|0.0|100
0|2022-01-09|5770.0|0|5770.0|0|121.0|0|0.0|100
0|2022-01-10|5818.0|0|5818.0|0|121.0|0|0.0|100
0|2022-01-11|5854.0|0|5854.0|0|122.0|0|0.0|100
0|2022-01-12|5885.0|0|5885.0|0|122.0|0|0.0|100
0|2022-01-13|5885.0|0|5904.0|0|122.0|0|0.0|100
0|2022-01-14|5930.0|0|5930.0|0|122.0|0|0.0|100
0|2022-01-15|5930.0|0|5930.0|0|122.0|0|0.0|100
0|2022-01-16|5930.0|0|5930.0|0|122.0|0|0.0|100
0|2022-01-17|5930.0|0|0.0|100|122.0|0|0.0|100
