|dates|Washington_Illinois_UnitedStates.JHU_ConfirmedCases.data|Washington_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Washington_Illinois_UnitedStates.NYT_ConfirmedCases.data|Washington_Illinois_UnitedStates.NYT_ConfirmedCases.missing|Washington_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Washington_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-17|2186.0|0|2186.0|0|30.0|0|0.0|100
0|2021-11-18|2194.0|0|2194.0|0|30.0|0|0.0|100
0|2021-11-19|2196.0|0|2196.0|0|30.0|0|0.0|100
0|2021-11-20|2196.0|0|2196.0|0|30.0|0|0.0|100
0|2021-11-21|2196.0|0|2196.0|0|30.0|0|0.0|100
0|2021-11-22|2208.0|0|2208.0|0|30.0|0|0.0|100
0|2021-11-23|2216.0|0|2216.0|0|30.0|0|0.0|100
0|2021-11-24|2217.0|0|2217.0|0|30.0|0|0.0|100
0|2021-11-25|2217.0|0|2217.0|0|30.0|0|0.0|100
0|2021-11-26|2217.0|0|2217.0|0|30.0|0|0.0|100
0|2021-11-27|2217.0|0|2217.0|0|30.0|0|0.0|100
0|2021-11-28|2217.0|0|2217.0|0|30.0|0|0.0|100
0|2021-11-29|2236.0|0|2236.0|0|30.0|0|0.0|100
0|2021-11-30|2240.0|0|2240.0|0|30.0|0|0.0|100
0|2021-12-01|2243.0|0|2243.0|0|30.0|0|0.0|100
0|2021-12-02|2243.0|0|2251.0|0|30.0|0|0.0|100
0|2021-12-03|2256.0|0|2256.0|0|30.0|0|0.0|100
0|2021-12-04|2256.0|0|2256.0|0|30.0|0|0.0|100
0|2021-12-05|2256.0|0|2256.0|0|30.0|0|0.0|100
0|2021-12-06|2265.0|0|2265.0|0|30.0|0|0.0|100
0|2021-12-07|2269.0|0|2269.0|0|30.0|0|0.0|100
0|2021-12-08|2275.0|0|2275.0|0|30.0|0|0.0|100
0|2021-12-09|2282.0|0|2282.0|0|30.0|0|0.0|100
0|2021-12-10|2290.0|0|2290.0|0|30.0|0|0.0|100
0|2021-12-11|2290.0|0|2290.0|0|30.0|0|0.0|100
0|2021-12-12|2290.0|0|2290.0|0|30.0|0|0.0|100
0|2021-12-13|2303.0|0|2303.0|0|30.0|0|0.0|100
0|2021-12-14|2303.0|0|2312.0|0|30.0|0|0.0|100
0|2021-12-15|2315.0|0|2315.0|0|30.0|0|0.0|100
0|2021-12-16|2325.0|0|2325.0|0|30.0|0|0.0|100
0|2021-12-17|2334.0|0|2334.0|0|30.0|0|0.0|100
0|2021-12-18|2334.0|0|2334.0|0|30.0|0|0.0|100
0|2021-12-19|2334.0|0|2334.0|0|30.0|0|0.0|100
0|2021-12-20|2353.0|0|2353.0|0|30.0|0|0.0|100
0|2021-12-21|2360.0|0|2360.0|0|30.0|0|0.0|100
0|2021-12-22|2367.0|0|2367.0|0|30.0|0|0.0|100
0|2021-12-23|2377.0|0|2377.0|0|30.0|0|0.0|100
0|2021-12-24|2377.0|0|2377.0|0|30.0|0|0.0|100
0|2021-12-25|2377.0|0|2377.0|0|30.0|0|0.0|100
0|2021-12-26|2377.0|0|2377.0|0|30.0|0|0.0|100
0|2021-12-27|2397.0|0|2397.0|0|30.0|0|0.0|100
0|2021-12-28|2408.0|0|2408.0|0|30.0|0|0.0|100
0|2021-12-29|2424.0|0|2424.0|0|30.0|0|0.0|100
0|2021-12-30|2453.0|0|2453.0|0|30.0|0|0.0|100
0|2021-12-31|2453.0|0|2453.0|0|30.0|0|0.0|100
0|2022-01-01|2453.0|0|2453.0|0|30.0|0|0.0|100
0|2022-01-02|2453.0|0|2453.0|0|30.0|0|0.0|100
0|2022-01-03|2504.0|0|2504.0|0|31.0|0|0.0|100
0|2022-01-04|2546.0|0|2546.0|0|31.0|0|0.0|100
0|2022-01-05|2596.0|0|2596.0|0|31.0|0|0.0|100
0|2022-01-06|2640.0|0|2640.0|0|31.0|0|0.0|100
0|2022-01-07|2683.0|0|2683.0|0|31.0|0|0.0|100
0|2022-01-08|2683.0|0|2683.0|0|31.0|0|0.0|100
0|2022-01-09|2683.0|0|2683.0|0|31.0|0|0.0|100
0|2022-01-10|2752.0|0|2752.0|0|31.0|0|0.0|100
0|2022-01-11|2791.0|0|2791.0|0|31.0|0|0.0|100
0|2022-01-12|2810.0|0|2810.0|0|31.0|0|0.0|100
0|2022-01-13|2810.0|0|2861.0|0|31.0|0|0.0|100
0|2022-01-14|2893.0|0|2893.0|0|31.0|0|0.0|100
0|2022-01-15|2893.0|0|2893.0|0|31.0|0|0.0|100
0|2022-01-16|2893.0|0|2893.0|0|31.0|0|0.0|100
0|2022-01-17|2893.0|0|0.0|100|31.0|0|0.0|100
