|dates|Williams_Ohio_UnitedStates.JHU_ConfirmedCases.data|Williams_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Williams_Ohio_UnitedStates.NYT_ConfirmedCases.data|Williams_Ohio_UnitedStates.NYT_ConfirmedCases.missing|Williams_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Williams_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Williams_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Williams_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-06|7293.0|0|7293.0|0|127.0|0|0.0|100
0|2022-01-07|7351.0|0|7351.0|0|128.0|0|0.0|100
0|2022-01-08|7386.0|0|7386.0|0|128.0|0|0.0|100
0|2022-01-09|7395.0|0|7395.0|0|128.0|0|0.0|100
0|2022-01-10|7425.0|0|7425.0|0|128.0|0|0.0|100
0|2022-01-11|7475.0|0|7475.0|0|132.0|0|0.0|100
0|2022-01-12|7529.0|0|7529.0|0|132.0|0|0.0|100
0|2022-01-13|7529.0|0|7569.0|0|132.0|0|0.0|100
0|2022-01-14|7667.0|0|7667.0|0|135.0|0|0.0|100
0|2022-01-15|7774.0|0|7774.0|0|135.0|0|0.0|100
0|2022-01-16|7818.0|0|7818.0|0|135.0|0|0.0|100
0|2022-01-17|7848.0|0|0.0|100|135.0|0|0.0|100
