|dates|Whitman_Washington_UnitedStates.JHU_ConfirmedCases.data|Whitman_Washington_UnitedStates.JHU_ConfirmedCases.missing|Whitman_Washington_UnitedStates.NYT_ConfirmedCases.data|Whitman_Washington_UnitedStates.NYT_ConfirmedCases.missing|Whitman_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Whitman_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Whitman_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Whitman_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-08|5865.0|0|5958.0|0|81.0|0|0.0|100
0|2021-11-09|5878.0|0|5971.0|0|81.0|0|0.0|100
0|2021-11-10|5885.0|0|5978.0|0|81.0|0|0.0|100
0|2021-11-11|5885.0|0|5978.0|0|81.0|0|0.0|100
0|2021-11-12|5897.0|0|5988.0|0|81.0|0|0.0|100
0|2021-11-13|5897.0|0|5988.0|0|81.0|0|0.0|100
0|2021-11-14|5897.0|0|5988.0|0|81.0|0|0.0|100
0|2021-11-15|5908.0|0|5998.0|0|81.0|0|0.0|100
0|2021-11-16|5920.0|0|6014.0|0|82.0|0|0.0|100
0|2021-11-17|5935.0|0|6035.0|0|82.0|0|0.0|100
0|2021-11-18|5952.0|0|6050.0|0|82.0|0|0.0|100
0|2021-11-19|5961.0|0|6059.0|0|82.0|0|0.0|100
0|2021-11-20|5961.0|0|6059.0|0|82.0|0|0.0|100
0|2021-11-21|5961.0|0|6059.0|0|82.0|0|0.0|100
0|2021-11-22|5976.0|0|6071.0|0|82.0|0|0.0|100
0|2021-11-23|5984.0|0|6088.0|0|82.0|0|0.0|100
0|2021-11-24|5986.0|0|6089.0|0|82.0|0|0.0|100
0|2021-11-25|5986.0|0|6089.0|0|82.0|0|0.0|100
0|2021-11-26|5986.0|0|6089.0|0|82.0|0|0.0|100
0|2021-11-27|5986.0|0|6089.0|0|82.0|0|0.0|100
0|2021-11-28|5986.0|0|6089.0|0|82.0|0|0.0|100
0|2021-11-29|5999.0|0|6102.0|0|82.0|0|0.0|100
0|2021-11-30|5999.0|0|6102.0|0|82.0|0|0.0|100
0|2021-12-01|5999.0|0|6115.0|0|82.0|0|0.0|100
0|2021-12-02|6021.0|0|6123.0|0|82.0|0|0.0|100
0|2021-12-03|6039.0|0|6140.0|0|82.0|0|0.0|100
0|2021-12-04|6039.0|0|6140.0|0|82.0|0|0.0|100
0|2021-12-05|6039.0|0|6140.0|0|82.0|0|0.0|100
0|2021-12-06|6047.0|0|6146.0|0|82.0|0|0.0|100
0|2021-12-07|6062.0|0|6158.0|0|82.0|0|0.0|100
0|2021-12-08|6066.0|0|6161.0|0|82.0|0|0.0|100
0|2021-12-09|6071.0|0|6163.0|0|82.0|0|0.0|100
0|2021-12-10|6080.0|0|6176.0|0|82.0|0|0.0|100
0|2021-12-11|6080.0|0|6176.0|0|82.0|0|0.0|100
0|2021-12-12|6080.0|0|6176.0|0|82.0|0|0.0|100
0|2021-12-13|6082.0|0|6179.0|0|82.0|0|0.0|100
0|2021-12-14|6082.0|0|6185.0|0|82.0|0|0.0|100
0|2021-12-15|6095.0|0|6192.0|0|82.0|0|0.0|100
0|2021-12-16|6099.0|0|6197.0|0|82.0|0|0.0|100
0|2021-12-17|6102.0|0|6203.0|0|82.0|0|0.0|100
0|2021-12-18|6102.0|0|6203.0|0|82.0|0|0.0|100
0|2021-12-19|6102.0|0|6203.0|0|82.0|0|0.0|100
0|2021-12-20|6106.0|0|6204.0|0|82.0|0|0.0|100
0|2021-12-21|6106.0|0|6216.0|0|82.0|0|0.0|100
0|2021-12-22|6122.0|0|6216.0|0|82.0|0|0.0|100
0|2021-12-23|6127.0|0|6216.0|0|82.0|0|0.0|100
0|2021-12-24|6127.0|0|6216.0|0|82.0|0|0.0|100
0|2021-12-25|6127.0|0|6216.0|0|82.0|0|0.0|100
0|2021-12-26|6127.0|0|6216.0|0|82.0|0|0.0|100
0|2021-12-27|6133.0|0|6236.0|0|83.0|0|0.0|100
0|2021-12-28|6139.0|0|6242.0|0|83.0|0|0.0|100
0|2021-12-29|6147.0|0|6251.0|0|83.0|0|0.0|100
0|2021-12-30|6151.0|0|6260.0|0|83.0|0|0.0|100
0|2021-12-31|6151.0|0|6260.0|0|83.0|0|0.0|100
0|2022-01-01|6151.0|0|6260.0|0|83.0|0|0.0|100
0|2022-01-02|6151.0|0|6260.0|0|83.0|0|0.0|100
0|2022-01-03|6204.0|0|6292.0|0|83.0|0|0.0|100
0|2022-01-04|6234.0|0|6353.0|0|83.0|0|0.0|100
0|2022-01-05|6261.0|0|6386.0|0|83.0|0|0.0|100
0|2022-01-06|6303.0|0|6422.0|0|83.0|0|0.0|100
0|2022-01-07|6331.0|0|6491.0|0|83.0|0|0.0|100
0|2022-01-08|6331.0|0|6491.0|0|83.0|0|0.0|100
0|2022-01-09|6331.0|0|6491.0|0|83.0|0|0.0|100
0|2022-01-10|6413.0|0|6577.0|0|83.0|0|0.0|100
0|2022-01-11|6464.0|0|6625.0|0|83.0|0|0.0|100
0|2022-01-12|6484.0|0|6668.0|0|83.0|0|0.0|100
0|2022-01-13|6484.0|0|6760.0|0|83.0|0|0.0|100
0|2022-01-14|6579.0|0|6867.0|0|83.0|0|0.0|100
0|2022-01-15|6579.0|0|6867.0|0|83.0|0|0.0|100
0|2022-01-16|6579.0|0|6867.0|0|83.0|0|0.0|100
0|2022-01-17|6579.0|0|0.0|100|83.0|0|0.0|100
