|dates|Burlington_NewJersey_UnitedStates.AveragePrecipitationTotal.data|Burlington_NewJersey_UnitedStates.AveragePrecipitationTotal.missing|Burlington_NewJersey_UnitedStates.AveragePrecipitation.data|Burlington_NewJersey_UnitedStates.AveragePrecipitation.missing|Burlington_NewJersey_UnitedStates.AverageWindDirection.data|Burlington_NewJersey_UnitedStates.AverageWindDirection.missing|Burlington_NewJersey_UnitedStates.AverageWindSpeed.data|Burlington_NewJersey_UnitedStates.AverageWindSpeed.missing
0|2021-11-19|0.004583333333333333|0|0.0004166666666666667|0|295.0|0|9.833333333333334|0
0|2021-11-20|0.0|0|0.0|0|26.666666666666668|0|1.7083333333333333|0
0|2021-11-21|0.0|0|0.0|0|74.16666666666667|0|1.6875|0
0|2021-11-22|0.0020833333333333333|0|0.0018055555555555557|0|257.875|0|6.107638888888888|0
0|2021-11-23|0.0|0|0.0|0|275.8333333333333|0|7.208333333333333|0
0|2021-11-24|0.0|0|0.0|0|187.5|0|3.8333333333333335|0
0|2021-11-25|0.0|0|0.0|0|100.0|0|2.375|0
0|2021-11-26|0.0075|0|0.00875|0|232.08333333333334|0|10.375|0
0|2021-11-27|0.00125|0|0.0|0|247.08333333333334|0|9.125|0
0|2021-11-28|0.0|0|0.0|0|82.08333333333333|0|2.25|0
0|2021-11-29|0.0|0|0.0|0|205.83333333333334|0|6.541666666666667|0
0|2021-11-30|0.0|0|0.0|0|118.33333333333333|0|2.0416666666666665|0
0|2021-12-01|0.0|0|0.0|0|157.91666666666666|0|3.5416666666666665|0
0|2021-12-02|0.0|0|0.0|0|184.58333333333334|0|7.291666666666667|0
0|2021-12-03|0.0|0|0.0|0|220.41666666666666|0|7.916666666666667|0
0|2021-12-04|0.0|0|0.0|0|42.5|0|0.7916666666666666|0
0|2021-12-05|0.0|0|0.0|0|63.333333333333336|0|2.9791666666666665|0
0|2021-12-06|0.0004166666666666667|0|0.003923611111111111|0|164.9652777777778|0|8.003472222222223|0
0|2021-12-07|0.00375|0|0.0|0|184.58333333333334|0|5.75|0
0|2021-12-08|0.0|0|0.0|0|112.5|0|3.25|0
0|2021-12-09|0.0|0|0.0|0|178.125|0|4.291666666666667|0
0|2021-12-10|0.0|0|0.0004166666666666667|0|57.083333333333336|0|1.5|0
0|2021-12-11|0.00125|0|0.007916666666666667|0|154.58333333333334|0|8.753472222222221|0
0|2021-12-12|0.006666666666666667|0|0.0|0|274.9583333333333|0|8.083333333333334|0
0|2021-12-13|0.0|0|0.0|0|221.25|0|5.666666666666667|0
0|2021-12-14|0.0|0|0.0|0|130.0|0|3.1666666666666665|0
0|2021-12-15|0.0|0|0.0|0|47.916666666666664|0|2.625|0
0|2021-12-16|0.0|0|0.0|0|176.0|0|7.145833333333333|0
0|2021-12-17|0.0|0|0.0|0|203.64583333333334|0|6.625|0
0|2021-12-18|0.0029166666666666664|0|0.00972222222222222|0|51.75|0|2.6375|0
0|2021-12-19|0.0008333333333333334|0|0.0004166666666666667|0|322.95138888888886|0|10.96111111111111|0
0|2021-12-20|0.0|0|0.0|0|144.58333333333334|0|2.5833333333333335|0
0|2021-12-21|0.0|0|0.0|0|74.16666666666667|0|1.0|0
0|2021-12-22|0.0033333333333333335|0|0.0025|0|274.09722222222223|0|9.42013888888889|0
0|2021-12-23|0.0|0|0.0|0|195.0|0|5.583333333333333|0
0|2021-12-24|0.0|0|0.0|0|55.416666666666664|0|2.375|0
0|2021-12-25|0.0004166666666666667|0|0.008749999999999999|0|138.27083333333334|0|2.8958333333333335|0
0|2021-12-26|0.008333333333333333|0|0.0|0|301.6666666666667|0|5.625|0
0|2021-12-27|0.0|0|0.0033333333333333335|0|131.36111111111111|0|2.9930555555555554|0
0|2021-12-28|0.001388888888888889|0|0.0004166666666666667|0|164.44444444444443|0|3.2395833333333335|0
0|2021-12-29|0.0|0|0.0008333333333333334|0|47.881944444444436|0|2.163194444444444|0
0|2021-12-30|0.004791666666666667|0|0.0057847222222222215|0|65.8611111111111|0|1.6611111111111112|0
0|2021-12-31|0.0|0|0.0|0|72.29166666666667|0|1.5520833333333333|0
0|2022-01-01|0.0|0|0.017256944444444446|0|53.15972222222223|0|1.6666666666666667|0
0|2022-01-02|0.011666666666666667|0|0.0028333333333333335|0|240.5|0|7.25|0
0|2022-01-03|0.0|0|0.0|0|222.44444444444446|0|12.15|0
0|2022-01-04|0.0|0|0.0|0|136.66666666666666|0|3.2916666666666665|0
0|2022-01-05|0.0|0|0.0010416666666666667|0|102.67361111111113|0|3.8645833333333335|0
0|2022-01-06|0.00125|0|0.0|0|200.0|0|5.416666666666667|0
0|2022-01-07|0.0|0|0.0008333333333333334|0|264.2986111111111|0|11.659027777777778|0
0|2022-01-08|0.0008333333333333334|0|0.0|0|175.83333333333334|0|4.583333333333333|0
0|2022-01-09|0.0|0|0.007083333333333334|0|181.04166666666666|0|6.25|0
0|2022-01-10|0.007916666666666667|0|0.0|0|291.6666666666667|0|10.916666666666666|0
0|2022-01-11|0.0|0|0.0|0|237.91666666666666|0|7.916666666666667|0
0|2022-01-12|0.0|0|0.0|0|117.5|0|4.25|0
0|2022-01-13|0.0|0|0.0|0|20.0|0|0.375|0
0|2022-01-14|0.0|0|0.0|0|131.25|0|5.833333333333333|0
0|2022-01-15|0.0|0|0.0|0|311.4583333333333|0|9.5|0
0|2022-01-16|0.0|0|0.019444444444444445|0|75.69444444444444|0|6.090277777777779|0
0|2022-01-17|0.024374999999999997|0|0.024652777777777777|0|215.2777777777778|0|12.770833333333334|0
