|dates|Floyd_Georgia_UnitedStates.JHU_ConfirmedCases.data|Floyd_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Floyd_Georgia_UnitedStates.NYT_ConfirmedCases.data|Floyd_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Floyd_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Floyd_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Floyd_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Floyd_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-03|18749.0|0|18867.0|0|397.0|0|0.0|100
0|2021-12-04|18749.0|0|18867.0|0|397.0|0|0.0|100
0|2021-12-05|18749.0|0|18867.0|0|397.0|0|0.0|100
0|2021-12-06|18781.0|0|18904.0|0|397.0|0|0.0|100
0|2021-12-07|18807.0|0|18930.0|0|397.0|0|0.0|100
0|2021-12-08|18839.0|0|18962.0|0|399.0|0|0.0|100
0|2021-12-09|18859.0|0|18982.0|0|400.0|0|0.0|100
0|2021-12-10|18896.0|0|19019.0|0|401.0|0|0.0|100
0|2021-12-11|18896.0|0|19019.0|0|401.0|0|0.0|100
0|2021-12-12|18896.0|0|19019.0|0|401.0|0|0.0|100
0|2021-12-13|18935.0|0|19060.0|0|402.0|0|0.0|100
0|2021-12-14|18935.0|0|19081.0|0|402.0|0|0.0|100
0|2021-12-15|18978.0|0|19103.0|0|403.0|0|0.0|100
0|2021-12-16|19008.0|0|19133.0|0|403.0|0|0.0|100
0|2021-12-17|19038.0|0|19163.0|0|404.0|0|0.0|100
0|2021-12-18|19038.0|0|19163.0|0|404.0|0|0.0|100
0|2021-12-19|19038.0|0|19163.0|0|404.0|0|0.0|100
0|2021-12-20|19094.0|0|19221.0|0|407.0|0|0.0|100
0|2021-12-21|19115.0|0|19242.0|0|407.0|0|0.0|100
0|2021-12-22|19160.0|0|19287.0|0|407.0|0|0.0|100
0|2021-12-23|19215.0|0|19342.0|0|407.0|0|0.0|100
0|2021-12-24|19265.0|0|19392.0|0|410.0|0|0.0|100
0|2021-12-25|19265.0|0|19392.0|0|410.0|0|0.0|100
0|2021-12-26|19265.0|0|19392.0|0|410.0|0|0.0|100
0|2021-12-27|19420.0|0|19546.0|0|410.0|0|0.0|100
0|2021-12-28|19545.0|0|19671.0|0|409.0|0|0.0|100
0|2021-12-29|19681.0|0|19807.0|0|411.0|0|0.0|100
0|2021-12-30|19921.0|0|20047.0|0|412.0|0|0.0|100
0|2021-12-31|20157.0|0|20283.0|0|412.0|0|0.0|100
0|2022-01-01|20157.0|0|20283.0|0|412.0|0|0.0|100
0|2022-01-02|20157.0|0|20283.0|0|412.0|0|0.0|100
0|2022-01-03|20157.0|0|20283.0|0|412.0|0|0.0|100
0|2022-01-04|20704.0|0|20830.0|0|412.0|0|0.0|100
0|2022-01-05|20982.0|0|21108.0|0|412.0|0|0.0|100
0|2022-01-06|20982.0|0|21108.0|0|412.0|0|0.0|100
0|2022-01-07|20982.0|0|21108.0|0|412.0|0|0.0|100
0|2022-01-08|20982.0|0|21108.0|0|412.0|0|0.0|100
0|2022-01-09|20982.0|0|21108.0|0|412.0|0|0.0|100
0|2022-01-10|21830.0|0|21957.0|0|415.0|0|0.0|100
0|2022-01-11|22215.0|0|22342.0|0|415.0|0|0.0|100
0|2022-01-12|22518.0|0|22645.0|0|415.0|0|0.0|100
0|2022-01-13|22518.0|0|22961.0|0|415.0|0|0.0|100
0|2022-01-14|23053.0|0|23180.0|0|416.0|0|0.0|100
0|2022-01-15|23053.0|0|23180.0|0|416.0|0|0.0|100
0|2022-01-16|23053.0|0|23180.0|0|416.0|0|0.0|100
0|2022-01-17|23491.0|0|0.0|100|416.0|0|0.0|100
