|dates|Henderson_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Henderson_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Henderson_Tennessee_UnitedStates.NYT_ConfirmedCases.data|Henderson_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|Henderson_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Henderson_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Henderson_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Henderson_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-06|5786.0|0|5786.0|0|103.0|0|0.0|100
0|2021-11-07|5786.0|0|5786.0|0|103.0|0|0.0|100
0|2021-11-08|5786.0|0|5786.0|0|103.0|0|0.0|100
0|2021-11-09|5800.0|0|5800.0|0|103.0|0|0.0|100
0|2021-11-10|5800.0|0|5806.0|0|103.0|0|0.0|100
0|2021-11-11|5806.0|0|5806.0|0|103.0|0|0.0|100
0|2021-11-12|5820.0|0|5820.0|0|103.0|0|0.0|100
0|2021-11-13|5820.0|0|5820.0|0|103.0|0|0.0|100
0|2021-11-14|5820.0|0|5820.0|0|103.0|0|0.0|100
0|2021-11-15|5823.0|0|5823.0|0|103.0|0|0.0|100
0|2021-11-16|5829.0|0|5829.0|0|104.0|0|0.0|100
0|2021-11-17|5841.0|0|5841.0|0|104.0|0|0.0|100
0|2021-11-18|5848.0|0|5848.0|0|104.0|0|0.0|100
0|2021-11-19|5857.0|0|5857.0|0|105.0|0|0.0|100
0|2021-11-20|5857.0|0|5857.0|0|105.0|0|0.0|100
0|2021-11-21|5857.0|0|5857.0|0|105.0|0|0.0|100
0|2021-11-22|5873.0|0|5873.0|0|105.0|0|0.0|100
0|2021-11-23|5875.0|0|5875.0|0|105.0|0|0.0|100
0|2021-11-24|5881.0|0|5881.0|0|106.0|0|0.0|100
0|2021-11-25|5881.0|0|5881.0|0|106.0|0|0.0|100
0|2021-11-26|5881.0|0|5881.0|0|106.0|0|0.0|100
0|2021-11-27|5881.0|0|5881.0|0|106.0|0|0.0|100
0|2021-11-28|5881.0|0|5881.0|0|106.0|0|0.0|100
0|2021-11-29|5895.0|0|5895.0|0|106.0|0|0.0|100
0|2021-11-30|5899.0|0|5899.0|0|106.0|0|0.0|100
0|2021-12-01|5907.0|0|5907.0|0|106.0|0|0.0|100
0|2021-12-02|5915.0|0|5915.0|0|106.0|0|0.0|100
0|2021-12-03|5921.0|0|5921.0|0|106.0|0|0.0|100
0|2021-12-04|5921.0|0|5921.0|0|106.0|0|0.0|100
0|2021-12-05|5921.0|0|5921.0|0|106.0|0|0.0|100
0|2021-12-06|5931.0|0|5931.0|0|108.0|0|0.0|100
0|2021-12-07|5939.0|0|5939.0|0|110.0|0|0.0|100
0|2021-12-08|5951.0|0|5951.0|0|110.0|0|0.0|100
0|2021-12-09|5951.0|0|5951.0|0|110.0|0|0.0|100
0|2021-12-10|5960.0|0|5960.0|0|110.0|0|0.0|100
0|2021-12-11|5960.0|0|5960.0|0|110.0|0|0.0|100
0|2021-12-12|5960.0|0|5960.0|0|110.0|0|0.0|100
0|2021-12-13|5970.0|0|5970.0|0|110.0|0|0.0|100
0|2021-12-14|5970.0|0|5975.0|0|110.0|0|0.0|100
0|2021-12-15|5982.0|0|5982.0|0|111.0|0|0.0|100
0|2021-12-16|5982.0|0|5982.0|0|111.0|0|0.0|100
0|2021-12-17|5993.0|0|5993.0|0|111.0|0|0.0|100
0|2021-12-18|5993.0|0|5993.0|0|111.0|0|0.0|100
0|2021-12-19|5993.0|0|5993.0|0|111.0|0|0.0|100
0|2021-12-20|6003.0|0|6003.0|0|111.0|0|0.0|100
0|2021-12-21|6005.0|0|6005.0|0|112.0|0|0.0|100
0|2021-12-22|6012.0|0|6012.0|0|112.0|0|0.0|100
0|2021-12-23|6024.0|0|6024.0|0|116.0|0|0.0|100
0|2021-12-24|6024.0|0|6024.0|0|116.0|0|0.0|100
0|2021-12-25|6024.0|0|6024.0|0|116.0|0|0.0|100
0|2021-12-26|6024.0|0|6024.0|0|116.0|0|0.0|100
0|2021-12-27|6043.0|0|6043.0|0|118.0|0|0.0|100
0|2021-12-28|6043.0|0|6052.0|0|118.0|0|0.0|100
0|2021-12-29|6073.0|0|6073.0|0|118.0|0|0.0|100
0|2021-12-30|6101.0|0|6101.0|0|118.0|0|0.0|100
0|2021-12-31|6101.0|0|6101.0|0|118.0|0|0.0|100
0|2022-01-01|6101.0|0|6101.0|0|118.0|0|0.0|100
0|2022-01-02|6101.0|0|6101.0|0|118.0|0|0.0|100
0|2022-01-03|6174.0|0|6174.0|0|118.0|0|0.0|100
0|2022-01-04|6198.0|0|6198.0|0|118.0|0|0.0|100
0|2022-01-05|6198.0|0|6198.0|0|118.0|0|0.0|100
0|2022-01-06|6198.0|0|6198.0|0|118.0|0|0.0|100
0|2022-01-07|6198.0|0|6198.0|0|118.0|0|0.0|100
0|2022-01-08|6198.0|0|6198.0|0|118.0|0|0.0|100
0|2022-01-09|6198.0|0|6198.0|0|118.0|0|0.0|100
0|2022-01-10|6198.0|0|6198.0|0|118.0|0|0.0|100
0|2022-01-11|6198.0|0|6198.0|0|118.0|0|0.0|100
0|2022-01-12|6378.0|0|6378.0|0|119.0|0|0.0|100
0|2022-01-13|6378.0|0|6378.0|0|119.0|0|0.0|100
0|2022-01-14|6378.0|0|6378.0|0|119.0|0|0.0|100
0|2022-01-15|6378.0|0|6378.0|0|119.0|0|0.0|100
0|2022-01-16|6378.0|0|6378.0|0|119.0|0|0.0|100
0|2022-01-17|6378.0|0|0.0|100|119.0|0|0.0|100
