|dates|Camden_NewJersey_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Camden_NewJersey_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Camden_NewJersey_UnitedStates.Male_Total_Population.data|Camden_NewJersey_UnitedStates.Male_Total_Population.missing|Camden_NewJersey_UnitedStates.Female_Total_Population.data|Camden_NewJersey_UnitedStates.Female_Total_Population.missing|Camden_NewJersey_UnitedStates.MaleAndFemale_Under18_Population.data|Camden_NewJersey_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-20|79408.0|0|244608.0|0|262470.0|0|115090.0|0
0|2021-11-21|79408.0|0|244608.0|0|262470.0|0|115090.0|0
0|2021-11-22|79408.0|0|244608.0|0|262470.0|0|115090.0|0
0|2021-11-23|79408.0|0|244608.0|0|262470.0|0|115090.0|0
0|2021-11-24|79408.0|0|244608.0|0|262470.0|0|115090.0|0
0|2021-11-25|79408.0|0|244608.0|0|262470.0|0|115090.0|0
0|2021-11-26|79408.0|0|244608.0|0|262470.0|0|115090.0|0
0|2021-11-27|79408.0|0|244608.0|0|262470.0|0|115090.0|0
0|2021-11-28|79408.0|0|244608.0|0|262470.0|0|115090.0|0
0|2021-11-29|79408.0|0|244608.0|0|262470.0|0|115090.0|0
0|2021-11-30|79408.0|0|244608.0|0|262470.0|0|115090.0|0
0|2021-12-01|79408.0|0|244608.0|0|262470.0|0|115090.0|0
0|2021-12-02|79408.0|0|244608.0|0|262470.0|0|115090.0|0
0|2021-12-03|79408.0|0|244608.0|0|262470.0|0|115090.0|0
0|2021-12-04|79408.0|0|244608.0|0|262470.0|0|115090.0|0
0|2021-12-05|79408.0|0|244608.0|0|262470.0|0|115090.0|0
0|2021-12-06|79408.0|0|244608.0|0|262470.0|0|115090.0|0
0|2021-12-07|79408.0|0|244608.0|0|262470.0|0|115090.0|0
0|2021-12-08|79408.0|0|244608.0|0|262470.0|0|115090.0|0
0|2021-12-09|79408.0|0|244608.0|0|262470.0|0|115090.0|0
0|2021-12-10|79408.0|0|244608.0|0|262470.0|0|115090.0|0
0|2021-12-11|79408.0|0|244608.0|0|262470.0|0|115090.0|0
0|2021-12-12|79408.0|0|244608.0|0|262470.0|0|115090.0|0
0|2021-12-13|79408.0|0|244608.0|0|262470.0|0|115090.0|0
0|2021-12-14|79408.0|0|244608.0|0|262470.0|0|115090.0|0
0|2021-12-15|79408.0|0|244608.0|0|262470.0|0|115090.0|0
0|2021-12-16|79408.0|0|244608.0|0|262470.0|0|115090.0|0
0|2021-12-17|79408.0|0|244608.0|0|262470.0|0|115090.0|0
0|2021-12-18|79408.0|0|244608.0|0|262470.0|0|115090.0|0
0|2021-12-19|79408.0|0|244608.0|0|262470.0|0|115090.0|0
0|2021-12-20|79408.0|0|244608.0|0|262470.0|0|115090.0|0
0|2021-12-21|79408.0|0|244608.0|0|262470.0|0|115090.0|0
0|2021-12-22|79408.0|0|244608.0|0|262470.0|0|115090.0|0
0|2021-12-23|79408.0|0|244608.0|0|262470.0|0|115090.0|0
0|2021-12-24|79408.0|0|244608.0|0|262470.0|0|115090.0|0
0|2021-12-25|79408.0|0|244608.0|0|262470.0|0|115090.0|0
0|2021-12-26|79408.0|0|244608.0|0|262470.0|0|115090.0|0
0|2021-12-27|79408.0|0|244608.0|0|262470.0|0|115090.0|0
0|2021-12-28|79408.0|0|244608.0|0|262470.0|0|115090.0|0
0|2021-12-29|79408.0|0|244608.0|0|262470.0|0|115090.0|0
0|2021-12-30|79408.0|0|244608.0|0|262470.0|0|115090.0|0
0|2021-12-31|79408.0|0|244608.0|0|262470.0|0|115090.0|0
0|2022-01-01|79408.0|0|244608.0|0|262470.0|0|115090.0|0
0|2022-01-02|79408.0|0|244608.0|0|262470.0|0|115090.0|0
0|2022-01-03|79408.0|0|244608.0|0|262470.0|0|115090.0|0
0|2022-01-04|79408.0|0|244608.0|0|262470.0|0|115090.0|0
0|2022-01-05|79408.0|0|244608.0|0|262470.0|0|115090.0|0
0|2022-01-06|79408.0|0|244608.0|0|262470.0|0|115090.0|0
0|2022-01-07|79408.0|0|244608.0|0|262470.0|0|115090.0|0
0|2022-01-08|79408.0|0|244608.0|0|262470.0|0|115090.0|0
0|2022-01-09|79408.0|0|244608.0|0|262470.0|0|115090.0|0
0|2022-01-10|79408.0|0|244608.0|0|262470.0|0|115090.0|0
0|2022-01-11|79408.0|0|244608.0|0|262470.0|0|115090.0|0
0|2022-01-12|79408.0|0|244608.0|0|262470.0|0|115090.0|0
0|2022-01-13|79408.0|0|244608.0|0|262470.0|0|115090.0|0
0|2022-01-14|79408.0|0|244608.0|0|262470.0|0|115090.0|0
0|2022-01-15|79408.0|0|244608.0|0|262470.0|0|115090.0|0
0|2022-01-16|79408.0|0|244608.0|0|262470.0|0|115090.0|0
0|2022-01-17|79408.0|0|244608.0|0|262470.0|0|115090.0|0
