|dates|Polk_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Polk_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Polk_Florida_UnitedStates.Male_Total_Population.data|Polk_Florida_UnitedStates.Male_Total_Population.missing|Polk_Florida_UnitedStates.Female_Total_Population.data|Polk_Florida_UnitedStates.Female_Total_Population.missing|Polk_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|Polk_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-22|143142.0|0|346929.0|0|361080.0|0|156487.0|0
0|2021-11-23|143142.0|0|346929.0|0|361080.0|0|156487.0|0
0|2021-11-24|143142.0|0|346929.0|0|361080.0|0|156487.0|0
0|2021-11-25|143142.0|0|346929.0|0|361080.0|0|156487.0|0
0|2021-11-26|143142.0|0|346929.0|0|361080.0|0|156487.0|0
0|2021-11-27|143142.0|0|346929.0|0|361080.0|0|156487.0|0
0|2021-11-28|143142.0|0|346929.0|0|361080.0|0|156487.0|0
0|2021-11-29|143142.0|0|346929.0|0|361080.0|0|156487.0|0
0|2021-11-30|143142.0|0|346929.0|0|361080.0|0|156487.0|0
0|2021-12-01|143142.0|0|346929.0|0|361080.0|0|156487.0|0
0|2021-12-02|143142.0|0|346929.0|0|361080.0|0|156487.0|0
0|2021-12-03|143142.0|0|346929.0|0|361080.0|0|156487.0|0
0|2021-12-04|143142.0|0|346929.0|0|361080.0|0|156487.0|0
0|2021-12-05|143142.0|0|346929.0|0|361080.0|0|156487.0|0
0|2021-12-06|143142.0|0|346929.0|0|361080.0|0|156487.0|0
0|2021-12-07|143142.0|0|346929.0|0|361080.0|0|156487.0|0
0|2021-12-08|143142.0|0|346929.0|0|361080.0|0|156487.0|0
0|2021-12-09|143142.0|0|346929.0|0|361080.0|0|156487.0|0
0|2021-12-10|143142.0|0|346929.0|0|361080.0|0|156487.0|0
0|2021-12-11|143142.0|0|346929.0|0|361080.0|0|156487.0|0
0|2021-12-12|143142.0|0|346929.0|0|361080.0|0|156487.0|0
0|2021-12-13|143142.0|0|346929.0|0|361080.0|0|156487.0|0
0|2021-12-14|143142.0|0|346929.0|0|361080.0|0|156487.0|0
0|2021-12-15|143142.0|0|346929.0|0|361080.0|0|156487.0|0
0|2021-12-16|143142.0|0|346929.0|0|361080.0|0|156487.0|0
0|2021-12-17|143142.0|0|346929.0|0|361080.0|0|156487.0|0
0|2021-12-18|143142.0|0|346929.0|0|361080.0|0|156487.0|0
0|2021-12-19|143142.0|0|346929.0|0|361080.0|0|156487.0|0
0|2021-12-20|143142.0|0|346929.0|0|361080.0|0|156487.0|0
0|2021-12-21|143142.0|0|346929.0|0|361080.0|0|156487.0|0
0|2021-12-22|143142.0|0|346929.0|0|361080.0|0|156487.0|0
0|2021-12-23|143142.0|0|346929.0|0|361080.0|0|156487.0|0
0|2021-12-24|143142.0|0|346929.0|0|361080.0|0|156487.0|0
0|2021-12-25|143142.0|0|346929.0|0|361080.0|0|156487.0|0
0|2021-12-26|143142.0|0|346929.0|0|361080.0|0|156487.0|0
0|2021-12-27|143142.0|0|346929.0|0|361080.0|0|156487.0|0
0|2021-12-28|143142.0|0|346929.0|0|361080.0|0|156487.0|0
0|2021-12-29|143142.0|0|346929.0|0|361080.0|0|156487.0|0
0|2021-12-30|143142.0|0|346929.0|0|361080.0|0|156487.0|0
0|2021-12-31|143142.0|0|346929.0|0|361080.0|0|156487.0|0
0|2022-01-01|143142.0|0|346929.0|0|361080.0|0|156487.0|0
0|2022-01-02|143142.0|0|346929.0|0|361080.0|0|156487.0|0
0|2022-01-03|143142.0|0|346929.0|0|361080.0|0|156487.0|0
0|2022-01-04|143142.0|0|346929.0|0|361080.0|0|156487.0|0
0|2022-01-05|143142.0|0|346929.0|0|361080.0|0|156487.0|0
0|2022-01-06|143142.0|0|346929.0|0|361080.0|0|156487.0|0
0|2022-01-07|143142.0|0|346929.0|0|361080.0|0|156487.0|0
0|2022-01-08|143142.0|0|346929.0|0|361080.0|0|156487.0|0
0|2022-01-09|143142.0|0|346929.0|0|361080.0|0|156487.0|0
0|2022-01-10|143142.0|0|346929.0|0|361080.0|0|156487.0|0
0|2022-01-11|143142.0|0|346929.0|0|361080.0|0|156487.0|0
0|2022-01-12|143142.0|0|346929.0|0|361080.0|0|156487.0|0
0|2022-01-13|143142.0|0|346929.0|0|361080.0|0|156487.0|0
0|2022-01-14|143142.0|0|346929.0|0|361080.0|0|156487.0|0
0|2022-01-15|143142.0|0|346929.0|0|361080.0|0|156487.0|0
0|2022-01-16|143142.0|0|346929.0|0|361080.0|0|156487.0|0
0|2022-01-17|143142.0|0|346929.0|0|361080.0|0|156487.0|0
