|dates|Solano_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Solano_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Solano_California_UnitedStates.Male_Total_Population.data|Solano_California_UnitedStates.Male_Total_Population.missing|Solano_California_UnitedStates.Female_Total_Population.data|Solano_California_UnitedStates.Female_Total_Population.missing|Solano_California_UnitedStates.MaleAndFemale_Under18_Population.data|Solano_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-18|70430.0|0|221997.0|0|224613.0|0|98740.0|0
0|2021-11-19|70430.0|0|221997.0|0|224613.0|0|98740.0|0
0|2021-11-20|70430.0|0|221997.0|0|224613.0|0|98740.0|0
0|2021-11-21|70430.0|0|221997.0|0|224613.0|0|98740.0|0
0|2021-11-22|70430.0|0|221997.0|0|224613.0|0|98740.0|0
0|2021-11-23|70430.0|0|221997.0|0|224613.0|0|98740.0|0
0|2021-11-24|70430.0|0|221997.0|0|224613.0|0|98740.0|0
0|2021-11-25|70430.0|0|221997.0|0|224613.0|0|98740.0|0
0|2021-11-26|70430.0|0|221997.0|0|224613.0|0|98740.0|0
0|2021-11-27|70430.0|0|221997.0|0|224613.0|0|98740.0|0
0|2021-11-28|70430.0|0|221997.0|0|224613.0|0|98740.0|0
0|2021-11-29|70430.0|0|221997.0|0|224613.0|0|98740.0|0
0|2021-11-30|70430.0|0|221997.0|0|224613.0|0|98740.0|0
0|2021-12-01|70430.0|0|221997.0|0|224613.0|0|98740.0|0
0|2021-12-02|70430.0|0|221997.0|0|224613.0|0|98740.0|0
0|2021-12-03|70430.0|0|221997.0|0|224613.0|0|98740.0|0
0|2021-12-04|70430.0|0|221997.0|0|224613.0|0|98740.0|0
0|2021-12-05|70430.0|0|221997.0|0|224613.0|0|98740.0|0
0|2021-12-06|70430.0|0|221997.0|0|224613.0|0|98740.0|0
0|2021-12-07|70430.0|0|221997.0|0|224613.0|0|98740.0|0
0|2021-12-08|70430.0|0|221997.0|0|224613.0|0|98740.0|0
0|2021-12-09|70430.0|0|221997.0|0|224613.0|0|98740.0|0
0|2021-12-10|70430.0|0|221997.0|0|224613.0|0|98740.0|0
0|2021-12-11|70430.0|0|221997.0|0|224613.0|0|98740.0|0
0|2021-12-12|70430.0|0|221997.0|0|224613.0|0|98740.0|0
0|2021-12-13|70430.0|0|221997.0|0|224613.0|0|98740.0|0
0|2021-12-14|70430.0|0|221997.0|0|224613.0|0|98740.0|0
0|2021-12-15|70430.0|0|221997.0|0|224613.0|0|98740.0|0
0|2021-12-16|70430.0|0|221997.0|0|224613.0|0|98740.0|0
0|2021-12-17|70430.0|0|221997.0|0|224613.0|0|98740.0|0
0|2021-12-18|70430.0|0|221997.0|0|224613.0|0|98740.0|0
0|2021-12-19|70430.0|0|221997.0|0|224613.0|0|98740.0|0
0|2021-12-20|70430.0|0|221997.0|0|224613.0|0|98740.0|0
0|2021-12-21|70430.0|0|221997.0|0|224613.0|0|98740.0|0
0|2021-12-22|70430.0|0|221997.0|0|224613.0|0|98740.0|0
0|2021-12-23|70430.0|0|221997.0|0|224613.0|0|98740.0|0
0|2021-12-24|70430.0|0|221997.0|0|224613.0|0|98740.0|0
0|2021-12-25|70430.0|0|221997.0|0|224613.0|0|98740.0|0
0|2021-12-26|70430.0|0|221997.0|0|224613.0|0|98740.0|0
0|2021-12-27|70430.0|0|221997.0|0|224613.0|0|98740.0|0
0|2021-12-28|70430.0|0|221997.0|0|224613.0|0|98740.0|0
0|2021-12-29|70430.0|0|221997.0|0|224613.0|0|98740.0|0
0|2021-12-30|70430.0|0|221997.0|0|224613.0|0|98740.0|0
0|2021-12-31|70430.0|0|221997.0|0|224613.0|0|98740.0|0
0|2022-01-01|70430.0|0|221997.0|0|224613.0|0|98740.0|0
0|2022-01-02|70430.0|0|221997.0|0|224613.0|0|98740.0|0
0|2022-01-03|70430.0|0|221997.0|0|224613.0|0|98740.0|0
0|2022-01-04|70430.0|0|221997.0|0|224613.0|0|98740.0|0
0|2022-01-05|70430.0|0|221997.0|0|224613.0|0|98740.0|0
0|2022-01-06|70430.0|0|221997.0|0|224613.0|0|98740.0|0
0|2022-01-07|70430.0|0|221997.0|0|224613.0|0|98740.0|0
0|2022-01-08|70430.0|0|221997.0|0|224613.0|0|98740.0|0
0|2022-01-09|70430.0|0|221997.0|0|224613.0|0|98740.0|0
0|2022-01-10|70430.0|0|221997.0|0|224613.0|0|98740.0|0
0|2022-01-11|70430.0|0|221997.0|0|224613.0|0|98740.0|0
0|2022-01-12|70430.0|0|221997.0|0|224613.0|0|98740.0|0
0|2022-01-13|70430.0|0|221997.0|0|224613.0|0|98740.0|0
0|2022-01-14|70430.0|0|221997.0|0|224613.0|0|98740.0|0
0|2022-01-15|70430.0|0|221997.0|0|224613.0|0|98740.0|0
0|2022-01-16|70430.0|0|221997.0|0|224613.0|0|98740.0|0
0|2022-01-17|70430.0|0|221997.0|0|224613.0|0|98740.0|0
