|dates|Wheeler_Texas_UnitedStates.JHU_ConfirmedCases.data|Wheeler_Texas_UnitedStates.JHU_ConfirmedCases.missing|Wheeler_Texas_UnitedStates.NYT_ConfirmedCases.data|Wheeler_Texas_UnitedStates.NYT_ConfirmedCases.missing|Wheeler_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Wheeler_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Wheeler_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Wheeler_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-05|882.0|0|882.0|0|15.0|0|0.0|100
0|2022-01-06|885.0|0|885.0|0|15.0|0|0.0|100
0|2022-01-07|893.0|0|893.0|0|15.0|0|0.0|100
0|2022-01-08|897.0|0|897.0|0|15.0|0|0.0|100
0|2022-01-09|901.0|0|901.0|0|15.0|0|0.0|100
0|2022-01-10|907.0|0|907.0|0|15.0|0|0.0|100
0|2022-01-11|911.0|0|911.0|0|15.0|0|0.0|100
0|2022-01-12|919.0|0|919.0|0|15.0|0|0.0|100
0|2022-01-13|919.0|0|933.0|0|15.0|0|0.0|100
0|2022-01-14|933.0|0|1039.0|0|15.0|0|0.0|100
0|2022-01-15|1044.0|0|1044.0|0|15.0|0|0.0|100
0|2022-01-16|1053.0|0|1053.0|0|15.0|0|0.0|100
0|2022-01-17|1062.0|0|0.0|100|15.0|0|0.0|100
